POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,41,8,1:56.552,-,-,167.3,9,R-ace GP,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Alex,POWELL,,,USA,,,,,,,
2,68,8,1:56.606,+0.054,+0.054,167.3,9,R-ace GP,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Emanuele,OLIVIERI,,,ITA,,,,,,,
3,88,7,1:56.880,+0.328,+0.274,166.9,8,MUMBAI FALCONS RACING LIMITED,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Salim,HANNA,,,COL,,,,,,,
4,12,4,1:57.151,+0.599,+0.271,166.5,8,YAS HEAT RACING ACADEMY,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Adam,AL AZHARI,,,UAE,,,,,,,
5,11,4,1:57.336,+0.784,+0.185,166.2,9,AKCEL GP / PHM RACING,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Reno,FRANCOT,,,NED,,,,,,,
6,33,6,1:57.347,+0.795,+0.011,166.2,7,MUMBAI FALCONS RACING LIMITED,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Tomass,STOLCERMANIS,,,LAT,,,,,,,
7,47,3,1:58.025,+1.473,+0.678,165.3,7,YAS HEAT RACING ACADEMY,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,August,RABER,,,UAE,,,,,,,
8,20,6,1:58.225,+1.673,+0.200,165.0,8,QMMF,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Taha,HASSIBA,,,QAT,,,,,,,
9,29,3,1:58.314,+1.762,+0.089,164.9,8,XCEL MOTORSPORT,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Cole,HEWETSON,,,RSA,,,,,,,
10,95,5,1:58.481,+1.929,+0.167,164.6,6,QMMF,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Bader,AL SULAITI,,,QAT,,,,,,,
11,51,6,1:58.726,+2.174,+0.245,164.3,7,MUMBAI FALCONS RACING LIMITED,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Kean,NAKAMURA-BERTA,,,GBR,,,,,,,
12,52,4,1:58.816,+2.264,+0.090,164.2,9,R-ace GP,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Oleksandr,SAVINKOV,,,ITA,,,,,,,
13,2,3,1:58.942,+2.390,+0.126,164.0,7,EVANS GP,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Martin,MOLNAR,,,HUN,,,,,,,
14,15,3,1:59.190,+2.638,+0.248,163.6,7,PINNACLE MOTORSPORT,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Yuzhe,WANG,,,CHN,,,,,,,
15,98,4,1:59.228,+2.676,+0.038,163.6,7,PREMA RACING,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Sebastian,WHELDON,,,USA,,,,,,,
16,42,4,1:59.375,+2.823,+0.147,163.4,9,R-ace GP,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Emily,COTTY,,,GBR,,,,,,,
17,24,2,1:59.406,+2.854,+0.031,163.3,5,EVANS GP,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Seth,GILMORE,,,AUS,,,,,,,
18,13,3,1:59.518,+2.966,+0.112,163.2,8,AKCEL GP / PHM RACING,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,David,COSMA,,,ROU,,,,,,,
19,28,5,2:00.007,+3.455,+0.489,162.5,6,PREMA RACING,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Zhenrui,CHI,,,ITA,,,,,,,
20,99,4,2:01.780,+5.228,+1.773,160.2,5,XCEL MOTORSPORT,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Abdullah,AYMAN KAMEL,,,KSA,,,,,,,
21,27,7,2:02.001,+5.449,+0.221,159.9,8,PREMA RACING,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Oleksandr,BONDAREV,,,UKR,,,,,,,
22,7,6,2:02.178,+5.626,+0.177,159.6,7,MUMBAI FALCONS RACING LIMITED,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Arjun,CHHEDA,,,IND,,,,,,,
23,63,3,2:02.611,+6.059,+0.433,159.1,3,XCEL MOTORSPORT,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Yuhao,FU,,,CHN,,,,,,,
24,18,4,2:10.172,+13.620,+7.561,149.8,5,QMMF,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Tameem,HASSIBA,,,QAT,,,,,,,
25,4,3,2:11.697,+15.145,+1.525,148.1,6,EVANS GP,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Farah,AL YOUSEF,,,KSA,,,,,,,
26,3,6,2:13.105,+16.553,+1.408,146.5,7,EVANS GP,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Tiago,RODRIGUES,,,MAC,,,,,,,
