POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,41,Classified,16,31:20.582,-,-,15,1:56.885,166.9,R-ace GP,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Alex,POWELL,,,USA,,,,,,,
2,68,Classified,16,31:21.586,+1.004,+1.004,16,1:56.515,167.4,R-ace GP,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Emanuele,OLIVIERI,,,ITA,,,,,,,
3,11,Classified,16,31:28.389,+7.807,+6.803,16,1:56.722,167.1,AKCEL GP / PHM RACING,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Reno,FRANCOT,,,NED,,,,,,,
4,51,Classified,16,31:32.890,+12.308,+4.501,14,1:57.312,166.3,MUMBAI FALCONS RACING LIMITED,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Kean,NAKAMURA-BERTA,,,GBR,,,,,,,
5,47,Classified,16,31:36.766,+16.184,+3.876,14,1:57.142,166.5,YAS HEAT RACING ACADEMY,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,August,RABER,,,UAE,,,,,,,
6,33,Classified,16,31:37.719,+17.137,+0.953,15,1:57.593,165.9,MUMBAI FALCONS RACING LIMITED,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Tomass,STOLCERMANIS,,,LAT,,,,,,,
7,28,Classified,16,31:38.014,+17.432,+0.295,13,1:57.479,166.0,PREMA RACING,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Zhenrui,CHI,,,ITA,,,,,,,
8,2,Classified,16,31:41.439,+20.857,+3.425,13,1:57.843,165.5,EVANS GP,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Martin,MOLNAR,,,HUN,,,,,,,
9,88,Classified,16,31:45.018,+24.436,+3.579,10,1:57.946,165.4,MUMBAI FALCONS RACING LIMITED,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Salim,HANNA,,,COL,,,,,,,
10,3,Classified,16,31:45.197,+24.615,+0.179,14,1:57.754,165.6,EVANS GP,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Tiago,RODRIGUES,,,MAC,,,,,,,
11,13,Classified,16,31:51.146,+30.564,+5.949,14,1:57.906,165.4,AKCEL GP / PHM RACING,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,David,COSMA,,,ROU,,,,,,,
12,20,Classified,16,31:56.340,+35.758,+5.194,11,1:58.476,164.6,QMMF,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Taha,HASSIBA,,,QAT,,,,,,,
13,29,Classified,16,31:57.402,+36.820,+1.062,16,1:57.622,165.8,XCEL MOTORSPORT,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Cole,HEWETSON,,,RSA,,,,,,,
14,95,Classified,16,31:57.785,+37.203,+0.383,14,1:58.101,165.2,QMMF,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Bader,AL SULAITI,,,QAT,,,,,,,
15,12,Classified,16,32:06.047,+45.465,+8.262,2,1:57.419,166.1,YAS HEAT RACING ACADEMY,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Adam,AL AZHARI,,,UAE,,,,,,,
16,42,Classified,16,32:06.238,+45.656,+0.191,5,1:59.023,163.9,R-ace GP,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Emily,COTTY,,,GBR,,,,,,,
17,98,Classified,16,32:07.713,+47.131,+1.475,16,1:58.895,164.1,PREMA RACING,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Sebastian,WHELDON,,,USA,,,,,,,
18,7,Classified,16,32:09.370,+48.788,+1.657,7,1:59.227,163.6,MUMBAI FALCONS RACING LIMITED,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Arjun,CHHEDA,,,IND,,,,,,,
19,99,Classified,16,32:10.447,+49.865,+1.077,9,1:59.049,163.8,XCEL MOTORSPORT,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Abdullah,AYMAN KAMEL,,,KSA,,,,,,,
20,18,Classified,16,32:11.009,+50.427,+0.562,5,1:59.189,163.6,QMMF,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Tameem,HASSIBA,,,QAT,,,,,,,
21,15,Classified,16,32:11.540,+50.958,+0.531,9,1:59.216,163.6,PINNACLE MOTORSPORT,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Yuzhe,WANG,,,CHN,,,,,,,
22,27,Classified,16,32:51.367,+1:30.785,+39.827,12,1:57.804,165.6,PREMA RACING,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Oleksandr,BONDAREV,,,UKR,,,,,,,
23,4,Classified,16,33:07.100,+1:46.518,+15.733,7,2:02.537,159.2,EVANS GP,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Farah,AL YOUSEF,,,KSA,,,,,,,
