POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,45,Classified,16,30:25.821,-,-,12,1:53.048,172.5,MUMBAI FALCONS RACING LIMITED,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Jack,BEETON,,,AUS,,,,,,,
2,7,Classified,16,30:27.603,+1.782,+1.782,9,1:53.022,172.6,R-ace GP,,,,Tatuus F.3 T-318,,,,,,,,,,,,Ugo,UGOCHUKWU,,,USA,,,,,,,
3,10,Classified,16,30:28.746,+2.925,+1.143,11,1:52.897,172.8,SAINTELOC RACING,,,,Tatuus F.3 T-318,,,,,,,,,,,,Nikita,BEDRIN,,,ITA,,,,,,,
4,27,Classified,16,30:35.469,+9.648,+6.723,12,1:53.873,171.3,MUMBAI FALCONS RACING LIMITED,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Freddie,SLATER,,,GBR,,,,,,,
5,19,Classified,16,30:36.010,+10.189,+0.541,11,1:53.809,171.4,ART GRAND PRIX,,,,Tatuus F.3 T-318,,,,,,,,,,,,Kanato,LE,,,JPN,,,,,,,
6,95,Classified,16,30:38.305,+12.484,+2.295,16,1:54.082,171.0,ART GRAND PRIX,,,,Tatuus F.3 T-318,,,,,,,,,,,,Evan,GILTAIRE,,,FRA,,,,,,,
7,24,Classified,16,30:42.310,+16.489,+4.005,7,1:53.504,171.8,PINNACLE MOTORSPORT,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Ernesto,RIVERA,,,MEX,,,,,,,
8,14,Classified,16,30:42.752,+16.931,+0.442,7,1:53.461,171.9,MUMBAI FALCONS RACING LIMITED,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Rashid,AL DHAHERI,,,UAE,,,,,,,
9,6,Classified,16,30:44.252,+18.431,+1.500,8,1:53.771,171.4,PINNACLE MOTORSPORT,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Hiyu,YAMAKOSHI,,,JPN,,,,,,,
10,2,Classified,16,30:45.330,+19.509,+1.078,8,1:53.919,171.2,R-ace GP,,,,Tatuus F.3 T-318,,,,,,,,,,,,Jin,NAKAMURA,,,JPN,,,,,,,
11,12,Classified,16,30:45.385,+19.564,+0.055,12,1:53.706,171.5,PHM RACING,,,,Tatuus F.3 T-318,,,,,,,,,,,,Brando,BADOER,,,ITA,,,,,,,
12,88,Classified,16,30:46.008,+20.187,+0.623,15,1:53.337,172.1,EVANS GP,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Kai,DARYANANI,,,GBR,,,,,,,
13,89,Classified,16,30:50.777,+24.956,+4.769,11,1:53.387,172.0,ART GRAND PRIX,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Taito,KATO,,,FRA,,,,,,,
14,33,Classified,16,30:54.873,+29.052,+4.096,16,1:54.640,170.1,PINNACLE MOTORSPORT,,,,Tatuus F.3 T-318,,,,,,,,,,,,Jesse,CARRASQUEDO,,,MEX,,,,,,,
15,4,Classified,16,31:08.943,+43.122,+14.070,5,1:54.899,169.8,MUMBAI FALCONS RACING LIMITED,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Reza,SEEWOORUTHUN,,,GBR,,,,,,,
16,1,Classified,16,31:14.090,+48.269,+5.147,5,1:55.138,169.4,R-ace GP,,,,Tatuus F.3 T-318,,,,,,,,,,,,Enzo,DELIGNY,,,FRA,,,,,,,
17,3,Classified,16,31:14.464,+48.643,+0.374,12,1:55.403,169.0,R-ace GP,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Akshay,BOHRA,,,IND,,,,,,,
18,29,Classified,16,31:14.598,+48.777,+0.134,3,1:55.299,169.2,ORIGINE MOTORSPORT,,,,Tatuus F.3 T-318,,,,,,,,,,,,Yujia,GAO,,,CHN,,,,,,,
19,8,Classified,16,31:15.035,+49.214,+0.437,5,1:54.812,169.9,EVANS GP,,,,Tatuus F.3 T-318,,,,,,,,,,,,Matteo,DE PALO,,,ITA,,,,,,,
20,9,Classified,16,31:15.606,+49.785,+0.571,9,1:54.687,170.1,PHM RACING,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Everett,STACK,,,USA,,,,,,,
21,11,Classified,16,31:25.242,+59.421,+9.636,4,1:55.849,168.4,EVANS GP,,,,Tatuus F.3 T-318,,,,,,,,,,,,Hoang Dat,SAWER,,,VIE,,,,,,,
22,22,Classified,16,31:25.456,+59.635,+0.214,6,1:54.956,169.7,ORIGINE MOTORSPORT,,,,Tatuus F.3 T-318,,,,,,,,,,,,Zhongwei,WANG,,,CHN,,,,,,,
23,96,Classified,16,31:29.805,+1:03.984,+4.349,4,1:55.591,168.7,SAINTELOC RACING,,,,Tatuus F.3 T-318,,,,,,,,,,,,Yaroslav,VESELAHO,,,UKR,,,,,,,
,69,Not classified,11,21:47.760,,,6,1:56.286,167.7,PINNACLE MOTORSPORT,,,,Tatuus F.3 T-318,,,,,,,,,,,,Finley,GREEN,,,GBR,,,,,,,
