POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,10,Classified,15,30:35.318,-,-,15,1:50.541,176.4,SAINTELOC RACING,,,,Tatuus F.3 T-318,,,,,,,,,,,,Nikita,BEDRIN,,,ITA,,,,,,,
2,7,Classified,15,30:40.853,+5.535,+5.535,2,1:51.282,175.3,R-ace GP,,,,Tatuus F.3 T-318,,,,,,,,,,,,Ugo,UGOCHUKWU,,,USA,,,,,,,
3,2,Classified,15,30:47.416,+12.098,+6.563,8,1:52.313,173.7,R-ace GP,,,,Tatuus F.3 T-318,,,,,,,,,,,,Jin,NAKAMURA,,,JPN,,,,,,,
4,1,Classified,15,30:47.828,+12.510,+0.412,7,1:52.013,174.1,R-ace GP,,,,Tatuus F.3 T-318,,,,,,,,,,,,Enzo,DELIGNY,,,FRA,,,,,,,
5,19,Classified,15,30:50.151,+14.833,+2.323,6,1:51.719,174.6,ART GRAND PRIX,,,,Tatuus F.3 T-318,,,,,,,,,,,,Kanato,LE,,,JPN,,,,,,,
6,95,Classified,15,30:51.026,+15.708,+0.875,2,1:51.460,175.0,ART GRAND PRIX,,,,Tatuus F.3 T-318,,,,,,,,,,,,Evan,GILTAIRE,,,FRA,,,,,,,
7,89,Classified,15,30:51.507,+16.189,+0.481,7,1:51.989,174.2,ART GRAND PRIX,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Taito,KATO,,,FRA,,,,,,,
8,14,Classified,15,30:54.376,+19.058,+2.869,2,1:51.224,175.4,MUMBAI FALCONS RACING LIMITED,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Rashid,AL DHAHERI,,,UAE,,,,,,,
9,24,Classified,15,30:55.235,+19.917,+0.859,8,1:52.388,173.5,PINNACLE MOTORSPORT,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Ernesto,RIVERA,,,MEX,,,,,,,
10,6,Classified,15,30:55.318,+20.000,+0.083,12,1:52.956,172.7,PINNACLE MOTORSPORT,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Hiyu,YAMAKOSHI,,,JPN,,,,,,,
11,45,Classified,15,30:55.692,+20.374,+0.374,7,1:52.719,173.0,MUMBAI FALCONS RACING LIMITED,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Jack,BEETON,,,AUS,,,,,,,
12,27,Classified,15,30:56.386,+21.068,+0.694,2,1:51.665,174.7,MUMBAI FALCONS RACING LIMITED,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Freddie,SLATER,,,GBR,,,,,,,
13,3,Classified,15,30:57.577,+22.259,+1.191,8,1:52.641,173.2,R-ace GP,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Akshay,BOHRA,,,IND,,,,,,,
14,12,Classified,15,30:59.561,+24.243,+1.984,8,1:53.187,172.3,PHM RACING,,,,Tatuus F.3 T-318,,,,,,,,,,,,Brando,BADOER,,,ITA,,,,,,,
15,4,Classified,15,31:04.989,+29.671,+5.428,8,1:52.899,172.8,MUMBAI FALCONS RACING LIMITED,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Reza,SEEWOORUTHUN,,,GBR,,,,,,,
16,88,Classified,15,31:06.156,+30.838,+1.167,2,1:53.422,172.0,EVANS GP,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Kai,DARYANANI,,,GBR,,,,,,,
17,29,Classified,15,31:06.637,+31.319,+0.481,8,1:53.634,171.6,ORIGINE MOTORSPORT,,,,Tatuus F.3 T-318,,,,,,,,,,,,Yujia,GAO,,,CHN,,,,,,,
18,11,Classified,15,31:07.662,+32.344,+1.025,2,1:53.411,172.0,EVANS GP,,,,Tatuus F.3 T-318,,,,,,,,,,,,Hoang Dat,SAWER,,,VIE,,,,,,,
19,96,Classified,15,31:14.876,+39.558,+7.214,7,1:54.015,171.1,SAINTELOC RACING,,,,Tatuus F.3 T-318,,,,,,,,,,,,Yaroslav,VESELAHO,,,UKR,,,,,,,
20,69,Classified,15,31:26.321,+51.003,+11.445,2,1:53.402,172.0,PINNACLE MOTORSPORT,,,,Tatuus F.3 T-318,,,,,,,,,,,,Finley,GREEN,,,GBR,,,,,,,
21,33,Classified,14,31:06.749,1 Lap,1 Lap,2,1:53.404,172.0,PINNACLE MOTORSPORT,,,,Tatuus F.3 T-318,,,,,,,,,,,,Jesse,CARRASQUEDO,,,MEX,,,,,,,
22,22,Classified,11,23:43.030,4 Laps,3 Laps,7,1:54.031,171.0,ORIGINE MOTORSPORT,,,,Tatuus F.3 T-318,,,,,,,,,,,,Zhongwei,WANG,,,CHN,,,,,,,
,8,Not classified,3,6:33.149,,,2,1:54.158,170.9,EVANS GP,,,,Tatuus F.3 T-318,,,,,,,,,,,,Matteo,DE PALO,,,ITA,,,,,,,
,9,Not classified,2,3:53.669,,,2,1:55.414,169.0,PHM RACING,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Everett,STACK,,,USA,,,,,,,
