POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,7,4,1:49.212,-,-,178.6,7,R-ace GP,,,,Tatuus F.3 T-318,,,,,,,,,,,,Ugo,UGOCHUKWU,,,USA,,,,,,,
2,27,5,1:49.358,+0.146,+0.146,178.4,8,MUMBAI FALCONS RACING LIMITED,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Freddie,SLATER,,,GBR,,,,,,,
3,10,5,1:49.489,+0.277,+0.131,178.1,7,SAINTELOC RACING,,,,Tatuus F.3 T-318,,,,,,,,,,,,Nikita,BEDRIN,,,ITA,,,,,,,
4,1,5,1:49.496,+0.284,+0.007,178.1,7,R-ace GP,,,,Tatuus F.3 T-318,,,,,,,,,,,,Enzo,DELIGNY,,,FRA,,,,,,,
5,45,7,1:49.660,+0.448,+0.164,177.9,8,MUMBAI FALCONS RACING LIMITED,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Jack,BEETON,,,AUS,,,,,,,
6,95,4,1:49.661,+0.449,+0.001,177.9,8,ART GRAND PRIX,,,,Tatuus F.3 T-318,,,,,,,,,,,,Evan,GILTAIRE,,,FRA,,,,,,,
7,8,6,1:49.758,+0.546,+0.097,177.7,8,EVANS GP,,,,Tatuus F.3 T-318,,,,,,,,,,,,Matteo,DE PALO,,,ITA,,,,,,,
8,19,4,1:49.816,+0.604,+0.058,177.6,8,ART GRAND PRIX,,,,Tatuus F.3 T-318,,,,,,,,,,,,Kanato,LE,,,JPN,,,,,,,
9,14,5,1:49.925,+0.713,+0.109,177.4,7,MUMBAI FALCONS RACING LIMITED,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Rashid,AL DHAHERI,,,UAE,,,,,,,
10,2,5,1:49.991,+0.779,+0.066,177.3,7,R-ace GP,,,,Tatuus F.3 T-318,,,,,,,,,,,,Jin,NAKAMURA,,,JPN,,,,,,,
11,89,5,1:50.012,+0.800,+0.021,177.3,8,ART GRAND PRIX,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Taito,KATO,,,FRA,,,,,,,
12,4,4,1:50.136,+0.924,+0.124,177.1,7,MUMBAI FALCONS RACING LIMITED,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Reza,SEEWOORUTHUN,,,GBR,,,,,,,
13,24,4,1:50.160,+0.948,+0.024,177.1,7,PINNACLE MOTORSPORT,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Ernesto,RIVERA,,,MEX,,,,,,,
14,6,7,1:50.201,+0.989,+0.041,177.0,7,PINNACLE MOTORSPORT,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Hiyu,YAMAKOSHI,,,JPN,,,,,,,
15,12,5,1:50.264,+1.052,+0.063,176.9,7,PHM RACING,,,,Tatuus F.3 T-318,,,,,,,,,,,,Brando,BADOER,,,ITA,,,,,,,
16,33,5,1:50.460,+1.248,+0.196,176.6,7,PINNACLE MOTORSPORT,,,,Tatuus F.3 T-318,,,,,,,,,,,,Jesse,CARRASQUEDO,,,MEX,,,,,,,
17,3,5,1:50.501,+1.289,+0.041,176.5,7,R-ace GP,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Akshay,BOHRA,,,IND,,,,,,,
18,9,6,1:50.758,+1.546,+0.257,176.1,7,PHM RACING,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Everett,STACK,,,USA,,,,,,,
19,11,3,1:51.656,+2.444,+0.898,174.7,8,EVANS GP,,,,Tatuus F.3 T-318,,,,,,,,,,,,Hoang Dat,SAWER,,,VIE,,,,,,,
20,88,3,1:51.798,+2.586,+0.142,174.5,8,EVANS GP,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Kai,DARYANANI,,,GBR,,,,,,,
21,96,5,1:52.107,+2.895,+0.309,174.0,7,SAINTELOC RACING,,,,Tatuus F.3 T-318,,,,,,,,,,,,Yaroslav,VESELAHO,,,UKR,,,,,,,
22,69,4,1:52.238,+3.026,+0.131,173.8,7,PINNACLE MOTORSPORT,,,,Tatuus F.3 T-318,,,,,,,,,,,,Finley,GREEN,,,GBR,,,,,,,
23,22,7,1:52.255,+3.043,+0.017,173.8,7,ORIGINE MOTORSPORT,,,,Tatuus F.3 T-318,,,,,,,,,,,,Zhongwei,WANG,,,CHN,,,,,,,
24,29,7,1:52.261,+3.049,+0.006,173.7,7,ORIGINE MOTORSPORT,,,,Tatuus F.3 T-318,,,,,,,,,,,,Yujia,GAO,,,CHN,,,,,,,
