POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,41,Classified,14,31:43.699,-,-,13,1:55.921,168.3,R-ace GP,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Alex,POWELL,,,USA,,,,,,,
2,11,Classified,14,31:44.344,+0.645,+0.645,14,1:55.870,168.3,AKCEL GP / PHM RACING,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Reno,FRANCOT,,,NED,,,,,,,
3,68,Classified,14,31:45.047,+1.348,+0.703,13,1:55.641,168.7,R-ace GP,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Emanuele,OLIVIERI,,,ITA,,,,,,,
4,51,Classified,14,31:49.677,+5.978,+4.630,13,1:57.009,166.7,MUMBAI FALCONS RACING LIMITED,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Kean,NAKAMURA-BERTA,,,GBR,,,,,,,
5,33,Classified,14,31:50.131,+6.432,+0.454,13,1:57.064,166.6,MUMBAI FALCONS RACING LIMITED,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Tomass,STOLCERMANIS,,,LAT,,,,,,,
6,52,Classified,14,31:51.677,+7.978,+1.546,14,1:57.267,166.3,R-ace GP,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Oleksandr,SAVINKOV,,,ITA,,,,,,,
7,3,Classified,14,31:52.329,+8.630,+0.652,14,1:57.217,166.4,EVANS GP,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Tiago,RODRIGUES,,,MAC,,,,,,,
8,98,Classified,14,31:54.242,+10.543,+1.913,13,1:56.948,166.8,PREMA RACING,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Sebastian,WHELDON,,,USA,,,,,,,
9,28,Classified,14,31:55.206,+11.507,+0.964,4,1:57.547,165.9,PREMA RACING,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Zhenrui,CHI,,,ITA,,,,,,,
10,47,Classified,14,31:55.797,+12.098,+0.591,14,1:57.880,165.5,YAS HEAT RACING ACADEMY,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,August,RABER,,,UAE,,,,,,,
11,27,Classified,14,31:56.358,+12.659,+0.561,14,1:58.031,165.3,PREMA RACING,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Oleksandr,BONDAREV,,,UKR,,,,,,,
12,13,Classified,14,31:56.678,+12.979,+0.320,7,1:57.850,165.5,AKCEL GP / PHM RACING,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,David,COSMA,,,ROU,,,,,,,
13,29,Classified,14,31:57.186,+13.487,+0.508,14,1:58.204,165.0,XCEL MOTORSPORT,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Cole,HEWETSON,,,RSA,,,,,,,
14,63,Classified,14,31:58.022,+14.323,+0.836,14,1:58.257,164.9,XCEL MOTORSPORT,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Yuhao,FU,,,CHN,,,,,,,
15,95,Classified,14,31:58.501,+14.802,+0.479,14,1:58.164,165.1,QMMF,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Bader,AL SULAITI,,,QAT,,,,,,,
16,42,Classified,14,31:59.255,+15.556,+0.754,14,1:58.312,164.9,R-ace GP,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Emily,COTTY,,,GBR,,,,,,,
17,7,Classified,14,31:59.726,+16.027,+0.471,14,1:58.439,164.7,MUMBAI FALCONS RACING LIMITED,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Arjun,CHHEDA,,,IND,,,,,,,
18,20,Classified,14,32:01.850,+18.151,+2.124,13,1:58.484,164.6,QMMF,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Taha,HASSIBA,,,QAT,,,,,,,
19,15,Classified,14,32:02.663,+18.964,+0.813,13,1:59.070,163.8,PINNACLE MOTORSPORT,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Yuzhe,WANG,,,CHN,,,,,,,
20,99,Classified,14,32:02.992,+19.293,+0.329,14,1:59.085,163.8,XCEL MOTORSPORT,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Abdullah,AYMAN KAMEL,,,KSA,,,,,,,
21,18,Classified,14,32:03.776,+20.077,+0.784,14,1:58.470,164.6,QMMF,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Tameem,HASSIBA,,,QAT,,,,,,,
22,4,Classified,14,32:16.511,+32.812,+12.735,14,2:03.251,158.3,EVANS GP,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Farah,AL YOUSEF,,,KSA,,,,,,,
23,12,Classified,10,32:27.309,4 Laps,4 Laps,9,1:55.701,168.6,YAS HEAT RACING ACADEMY,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Adam,AL AZHARI,,,UAE,,,,,,,
,2,Not classified,6,11:59.782,,,5,1:58.601,164.5,EVANS GP,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Martin,MOLNAR,,,HUN,,,,,,,
,88,Not classified,6,12:00.135,,,5,1:58.533,164.6,MUMBAI FALCONS RACING LIMITED,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Salim,HANNA,,,COL,,,,,,,
