POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,95,4,1:49.823,-,-,177.6,5,ART GRAND PRIX,,,,Tatuus F.3 T-318,,,,,,,,,,,,Evan,GILTAIRE,,,FRA,,,,,,,
2,7,4,1:50.085,+0.262,+0.262,177.2,5,R-ace GP,,,,Tatuus F.3 T-318,,,,,,,,,,,,Ugo,UGOCHUKWU,,,USA,,,,,,,
3,14,4,1:50.193,+0.370,+0.108,177.0,5,MUMBAI FALCONS RACING LIMITED,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Rashid,AL DHAHERI,,,UAE,,,,,,,
4,27,4,1:50.201,+0.378,+0.008,177.0,5,MUMBAI FALCONS RACING LIMITED,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Freddie,SLATER,,,GBR,,,,,,,
5,1,4,1:50.520,+0.697,+0.319,176.5,5,R-ace GP,,,,Tatuus F.3 T-318,,,,,,,,,,,,Enzo,DELIGNY,,,FRA,,,,,,,
6,19,4,1:50.846,+1.023,+0.326,176.0,5,ART GRAND PRIX,,,,Tatuus F.3 T-318,,,,,,,,,,,,Kanato,LE,,,JPN,,,,,,,
7,89,4,1:51.039,+1.216,+0.193,175.7,5,ART GRAND PRIX,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Taito,KATO,,,FRA,,,,,,,
8,10,4,1:51.057,+1.234,+0.018,175.6,5,SAINTELOC RACING,,,,Tatuus F.3 T-318,,,,,,,,,,,,Nikita,BEDRIN,,,ITA,,,,,,,
9,3,4,1:51.177,+1.354,+0.120,175.4,4,R-ace GP,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Akshay,BOHRA,,,IND,,,,,,,
10,2,4,1:51.241,+1.418,+0.064,175.3,5,R-ace GP,,,,Tatuus F.3 T-318,,,,,,,,,,,,Jin,NAKAMURA,,,JPN,,,,,,,
11,24,4,1:51.427,+1.604,+0.186,175.0,5,PINNACLE MOTORSPORT,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Ernesto,RIVERA,,,MEX,,,,,,,
12,9,4,1:51.451,+1.628,+0.024,175.0,5,PHM RACING,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Everett,STACK,,,USA,,,,,,,
13,33,4,1:51.510,+1.687,+0.059,174.9,5,PINNACLE MOTORSPORT,,,,Tatuus F.3 T-318,,,,,,,,,,,,Jesse,CARRASQUEDO,,,MEX,,,,,,,
14,45,4,1:51.671,+1.848,+0.161,174.7,5,MUMBAI FALCONS RACING LIMITED,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Jack,BEETON,,,AUS,,,,,,,
15,6,4,1:51.726,+1.903,+0.055,174.6,5,PINNACLE MOTORSPORT,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Hiyu,YAMAKOSHI,,,JPN,,,,,,,
16,4,4,1:51.953,+2.130,+0.227,174.2,5,MUMBAI FALCONS RACING LIMITED,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Reza,SEEWOORUTHUN,,,GBR,,,,,,,
17,11,4,1:52.002,+2.179,+0.049,174.1,5,EVANS GP,,,,Tatuus F.3 T-318,,,,,,,,,,,,Hoang Dat,SAWER,,,VIE,,,,,,,
18,29,4,1:53.638,+3.815,+1.636,171.6,5,ORIGINE MOTORSPORT,,,,Tatuus F.3 T-318,,,,,,,,,,,,Yujia,GAO,,,CHN,,,,,,,
19,69,4,1:53.669,+3.846,+0.031,171.6,5,PINNACLE MOTORSPORT,,,,Tatuus F.3 T-318,,,,,,,,,,,,Finley,GREEN,,,GBR,,,,,,,
20,88,4,1:53.728,+3.905,+0.059,171.5,5,EVANS GP,R,,,Tatuus F.3 T-318,,,,,,,,,,,,Kai,DARYANANI,,,GBR,,,,,,,
21,96,4,1:53.841,+4.018,+0.113,171.3,5,SAINTELOC RACING,,,,Tatuus F.3 T-318,,,,,,,,,,,,Yaroslav,VESELAHO,,,UKR,,,,,,,
22,8,4,1:54.663,+4.840,+0.822,170.1,5,EVANS GP,,,,Tatuus F.3 T-318,,,,,,,,,,,,Matteo,DE PALO,,,ITA,,,,,,,
23,12,4,1:59.290,+9.467,+4.627,163.5,5,PHM RACING,,,,Tatuus F.3 T-318,,,,,,,,,,,,Brando,BADOER,,,ITA,,,,,,,
,22,2,2:15.535,,,143.9,4,ORIGINE MOTORSPORT,,,,Tatuus F.3 T-318,,,,,,,,,,,,Zhongwei,WANG,,,CHN,,,,,,,
