POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,12,5,1:56.269,-,-,167.8,7,YAS HEAT RACING ACADEMY,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Adam,AL AZHARI,,,UAE,,,,,,,
2,68,8,1:56.493,+0.224,+0.224,167.4,8,R-ace GP,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Emanuele,OLIVIERI,,,ITA,,,,,,,
3,41,7,1:56.639,+0.370,+0.146,167.2,8,R-ace GP,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Alex,POWELL,,,USA,,,,,,,
4,51,8,1:56.649,+0.380,+0.010,167.2,8,MUMBAI FALCONS RACING LIMITED,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Kean,NAKAMURA-BERTA,,,GBR,,,,,,,
5,47,7,1:57.271,+1.002,+0.622,166.3,8,YAS HEAT RACING ACADEMY,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,August,RABER,,,UAE,,,,,,,
6,11,5,1:57.276,+1.007,+0.005,166.3,8,AKCEL GP / PHM RACING,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Reno,FRANCOT,,,NED,,,,,,,
7,33,8,1:57.377,+1.108,+0.101,166.2,8,MUMBAI FALCONS RACING LIMITED,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Tomass,STOLCERMANIS,,,LAT,,,,,,,
8,3,7,1:57.397,+1.128,+0.020,166.1,7,EVANS GP,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Tiago,RODRIGUES,,,MAC,,,,,,,
9,20,8,1:57.572,+1.303,+0.175,165.9,8,QMMF,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Taha,HASSIBA,,,QAT,,,,,,,
10,27,8,1:57.684,+1.415,+0.112,165.7,8,PREMA RACING,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Oleksandr,BONDAREV,,,UKR,,,,,,,
11,88,5,1:57.748,+1.479,+0.064,165.6,8,MUMBAI FALCONS RACING LIMITED,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Salim,HANNA,,,COL,,,,,,,
12,98,8,1:57.882,+1.613,+0.134,165.5,8,PREMA RACING,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Sebastian,WHELDON,,,USA,,,,,,,
13,13,7,1:57.907,+1.638,+0.025,165.4,8,AKCEL GP / PHM RACING,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,David,COSMA,,,ROU,,,,,,,
14,2,7,1:58.010,+1.741,+0.103,165.3,7,EVANS GP,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Martin,MOLNAR,,,HUN,,,,,,,
15,42,5,1:58.058,+1.789,+0.048,165.2,8,R-ace GP,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Emily,COTTY,,,GBR,,,,,,,
16,95,5,1:58.184,+1.915,+0.126,165.0,8,QMMF,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Bader,AL SULAITI,,,QAT,,,,,,,
17,28,8,1:58.219,+1.950,+0.035,165.0,8,PREMA RACING,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Zhenrui,CHI,,,ITA,,,,,,,
18,52,6,1:58.386,+2.117,+0.167,164.8,8,R-ace GP,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Oleksandr,SAVINKOV,,,ITA,,,,,,,
19,63,4,1:58.426,+2.157,+0.040,164.7,8,XCEL MOTORSPORT,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Yuhao,FU,,,CHN,,,,,,,
20,7,8,1:58.453,+2.184,+0.027,164.7,8,MUMBAI FALCONS RACING LIMITED,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Arjun,CHHEDA,,,IND,,,,,,,
21,99,7,1:58.626,+2.357,+0.173,164.4,8,XCEL MOTORSPORT,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Abdullah,AYMAN KAMEL,,,KSA,,,,,,,
22,29,5,1:58.644,+2.375,+0.018,164.4,7,XCEL MOTORSPORT,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Cole,HEWETSON,,,RSA,,,,,,,
23,18,7,1:58.959,+2.690,+0.315,164.0,7,QMMF,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Tameem,HASSIBA,,,QAT,,,,,,,
24,15,4,1:59.024,+2.755,+0.065,163.9,7,PINNACLE MOTORSPORT,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Yuzhe,WANG,,,CHN,,,,,,,
,4,7,2:09.753,,,150.3,7,EVANS GP,R,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Farah,AL YOUSEF,,,KSA,,,,,,,
,24,0,,,,,0,EVANS GP,,,,Tatuus F4 T421 GEN2,,,,,,,,,,,,Seth,GILMORE,,,AUS,,,,,,,
