POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,96,Classified,10,23:36.980,-,-,2,2:20.410,138.9,,QTCC,,2000,Honda S2000,,,,,,,,,,2002,,ABDULLA,ALI ALKHELAIFI,,,QAT,AAA,,,,,,
2,42,Classified,10,23:58.825,+21.845,+21.845,6,2:22.786,136.6,,QTCC,,2000,Honda CIVIC,,,,,,,,,,1997,,AHMED,ALASIRI,,,QAT,ALA,,,,,,
3,5,Classified,10,24:22.700,+45.720,+23.875,5,2:25.011,134.5,,QTCC,,2000,Honda S2000,,,,,,,,,,2002,,IBRAHIM,AL ABDULGHANI,,,QAT,IAA,,,,,,
4,23,Classified,10,24:39.020,+1:02.040,+16.320,5,2:27.387,132.3,,QTCC,,2000,Toyota GT 86,,,,,,,,,,2014,,IBRAHIM,AL-MANNAI,,,QAT,IAM,,,,,,
5,89,Classified,10,24:39.214,+1:02.234,+0.194,10,2:26.314,133.3,,QTCC,,2000,Acura RSX Type S,,,,,,,,,,2006,,ALI,EMADADHI,,,QAT,EMA,,,,,,
6,77,Classified,10,25:36.954,+1:59.974,+57.740,6,2:32.205,128.1,,QTCC,,2000,Toyota GT 86,,,,,,,,,,2014,,OMRAN,KARAMA,,,PSE,KAR,,,,,,
7,3,Classified,10,26:01.495,+2:24.515,+24.541,9,2:32.624,127.8,,QTCC,,2000,Toyota GT 86,,,,,,,,,,2006,,SAEED,AL HAJRI,,,QAT,SAH,,,,,,
8,8,Classified,10,26:05.027,+2:28.047,+3.532,8,2:32.531,127.9,,QTCC,,2000,Toyota GT 86,,,,,,,,,,2004,,YOUSEF,AL-JABRI,,,QAT,YAJ,,,,,,
9,99,Classified,9,24:58.696,1 Lap,1 Lap,2,2:41.206,121.0,,QTCC,,1600,Renault Clio RS,,,,,,,,,,2015,,MOHAMMED,EMADADHI,,,QAT,EMA,,,,,,
10,11,Classified,9,25:13.295,1 Lap,+14.599,4,2:38.988,122.7,,QTCC,,2000,Honda CIVIC,,,,,,,,,,2010,,ABDULAZIZ,AL JABRI,,,QAT,AAJ,,,,,,
11,1,Classified,8,23:45.934,2 Laps,1 Lap,3,2:20.806,138.5,,QTCC,,2000,Lotus Falis,,,,,,,,,,2002,,GHANIN,AL MADHEED,,,QAT,GAM,,,,,,
12,100,Classified,7,20:09.653,3 Laps,1 Lap,2,2:42.371,120.1,,QTCC,,2000,Honda CIVIC,,,,,,,,,,1997,,MOHAMED,MARZOUQ AL BUAINAIN,,,QAT,MAB,,,,,,
,92,Not started,0,,,,0,,,,QTCC,,2000,Honda CIVIC,,,,,,,,,,2008,,ABDULAZIZ,AL-SAYED,,,QAT,AAS,,,,,,
,10,Not started,0,,,,0,,,,QTCC,,2000,Honda CIVIC,,,,,,,,,,1998,,NASSER,SHEGHAIL,,,QAT,SHE,,,,,,
,74,Not started,0,,,,0,,,,QTCC,,2000,Toyota GT 86,,,,,,,,,,2014,,MANSOUR,AL-HAJRI,,,QAT,MAH,,,,,,
,85,Not started,0,,,,0,,,,QTCC,,2000,Toyota GT 86,,,,,,,,,,2014,,MOHD,AL MAHMOUD,,,QAT,MAM,,,,,,
