POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,1,7,2:27.160,-,-,132.5,8,,QTCC,,2000,Lotus Falis,,,,,,,,,,2002,,GHANIN,AL MADHEED,,,QAT,GAM,,,,,,
2,23,5,2:28.739,+1.579,+1.579,131.1,7,,QTCC,,2000,Toyota GT 86,,,,,,,,,,2014,,IBRAHIM,AL-MANNAI,,,QAT,IAM,,,,,,
3,100,2,2:49.423,+22.263,+20.684,115.1,6,,QTCC,,2000,Honda CIVIC,,,,,,,,,,1997,,MOHAMED,MARZOUQ AL BUAINAIN,,,QAT,MAB,,,,,,
4,92,3,3:18.663,+51.503,+29.240,98.2,5,,QTCC,,2000,Honda CIVIC,,,,,,,,,,2008,,ABDULAZIZ,AL-SAYED,,,QAT,AAS,,,,,,
5,3,0,,,,,0,,QTCC,,2000,Toyota 86,,,,,,,,,,2006,,SAEED,AL HAJRI,,,QAT,SAH,,,,,,
6,5,0,,,,,0,,QTCC,,2000,Honda S2000,,,,,,,,,,2002,,IBRAHIM,AL ABDULGHANI,,,QAT,IAA,,,,,,
7,8,0,,,,,0,,QTCC,,2000,Renault Clio,,,,,,,,,,2004,,YOUSEF,AL-JABRI,,,QAT,YAJ,,,,,,
8,10,0,,,,,0,,QTCC,,2000,Honda CIVIC,,,,,,,,,,1998,,NASSER,SHEGHAIL,,,QAT,SHE,,,,,,
9,11,0,,,,,0,,QTCC,,2000,Honda CIVIC,,,,,,,,,,2010,,ABDULAZIZ,AL JABRI,,,QAT,AAJ,,,,,,
10,42,0,,,,,0,,QTCC,,2000,Honda CIVIC,,,,,,,,,,1997,,AHMED,ALASIRI,,,QAT,ALA,,,,,,
11,74,0,,,,,0,,QTCC,,2000,Toyota GT 86,,,,,,,,,,2014,,MANSOUR,AL-HAJRI,,,QAT,MAH,,,,,,
12,77,0,,,,,0,,QTCC,,2000,Toyota GT86,,,,,,,,,,2014,,OMRAN,KARAMA,,,PSE,KAR,,,,,,
13,85,0,,,,,0,,QTCC,,2000,Toyota GT 86,,,,,,,,,,2014,,MOHD,AL MAHMOUD,,,QAT,MAM,,,,,,
14,89,0,,,,,0,,QTCC,,2000,Acura RSX Type S,,,,,,,,,,2006,,ALI,EMADADHI,,,QAT,EMA,,,,,,
15,96,0,,,,,0,,QTCC,,2000,Honda S2000,,,,,,,,,,2002,,ABDULLA,ALI ALKKHELAIFI,,,QAT,AAA,,,,,,
16,99,0,,,,,0,,QTCC,,1600,Renault ClioRS,,,,,,,,,,2015,,MOHAMMED,EMADADHI,,,QAT,EMA,,,,,,
