POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,3,Classified,15,24:47.666,-,-,10,1:38.773,166.3,Sutekina Racing Team,,,,Sutekina Racing,,,,,,,,,,Sutekina Racing,,RIKI,OKUSA,,,,,,,,,,
2,8,Classified,15,24:48.070,+0.404,+0.404,8,1:38.830,166.2,Super License,,,,TGR-DC F111/3,,,,,,,,,,TGR-DC F111/3,,MIKI,KOYAMA,,,,,,,,,,
3,6,Classified,15,24:50.262,+2.596,+2.192,4,1:38.541,166.7,Team LeMans with OIRC,,,,Team LeMans F111/3,,,,,,,,,,Team LeMans F111/3,,,KATAYAMA,,,,,,,,,,
4,97,Classified,15,25:04.220,+16.554,+13.958,9,1:38.937,166.0,Bionic Jack Racing,,,,Bionic Jack Racing Scholarship FRJ,,,,,,,,,,Bionic Jack Racing Scholarship FRJ,,SOTA,OGAWA,,,,,,,,,,
5,11,Classified,15,25:05.928,+18.262,+1.708,6,1:39.867,164.5,Rn-Sports,M,,,Rn-sports F111/3,,,,,,,,,,Rn-sportsF111/3,,,HIROBON,,,,,,,,,,
6,7,Classified,15,25:07.233,+19.567,+1.305,14,1:39.869,164.5,Super License,M,,,A-NeKT F111/3,,,,,,,,,,A-NeKT F111/3,,TAKASHI,HATA,,,,,,,,,,
7,34,Classified,15,25:18.728,+31.062,+11.495,9,1:40.470,163.5,CMS Motor Sports Project,M,,,F111/3,,,,,,,,,,F111/3,,MASARU,MIURA,,,,,,,,,,
8,18,Classified,15,25:33.326,+45.660,+14.598,14,1:40.862,162.9,NILZZ Racing,M,,,NILZZ Racing F111/3,,,,,,,,,,NILZZ Racing?F111/3,,,YUKI,,,,,,,,,,
9,29,Classified,15,25:37.779,+50.113,+4.453,6,1:41.487,161.9,Eagle Sport,M,,,RS Idia Eagle F111/3,,,,,,,,,,RS Idia Eagle F111/3,,YASUSHI,IDE,,,,,,,,,,
10,45,Classified,15,25:42.689,+55.023,+4.910,9,1:42.029,161.0,TOM'S Formula,M,,,PONOS Racing,,,,,,,,,,PONOS Racing,,YORIKATSU,TSUJIKO,,,,,,,,,,
11,23,Classified,15,25:46.702,+59.036,+4.013,7,1:41.840,161.3,N-Speed,M,,,S2R Racing,,,,,,,,,,S2R Racing,,,YUGO,,,,,,,,,,
,14,Not classified,6,25:46.865,,,6,1:40.089,164.1,Eagle Sport,M,,,ASCRAY EAGLE SPORT,,,,,,,,,,ASCRAY?EAGLE SPORT,,YUKI,TANAKA,,,,,,,,,,
