POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,19,Classified,14,25:34.422,-,-,2,1:48.704,151.1,BIRTH RACING PROJECT - BRP,,,,CUPRA TCR,,,,,,,,,,,,,HIROBON,,,,,,,,,,
2,98,Classified,14,25:52.989,+18.567,+18.567,2,1:48.649,151.2,DOME RACING,,,,Honda CIVIC TCR,,,,,,,,,,,,ANNA,INOTSUME,,,,,,,,,,
3,65,Classified,14,25:53.256,+18.834,+0.267,2,1:48.848,150.9,AUDI TEAM MARS,,,,Audi RS3 LMS,,,,,,,,,,,,MASANOBU,KATO,,,,,,,,,,
4,74,Classified,14,25:54.994,+20.572,+1.738,2,1:48.536,151.3,M-PROTOTYPING Team STILE CORSE,,,,ALFA ROMEO GIULIETTA Veloce TCR,,,,,,,,,,,,JUNICHI,AGEMATSU,,,,,,,,,,
5,73,Classified,14,25:57.842,+23.420,+2.848,2,1:48.969,150.7,M-PROTOTYPING Team STILE CORSE,,,,ALFA ROMEO GIULIETTA Veloce TCR,,,,,,,,,,,,MINEKI,OKURA,,,,,,,,,,
6,17,Classified,14,25:58.715,+24.293,+0.873,2,1:49.502,150.0,BIRTH RACING PROJECT - BRP,,,,Audi RS3 LMS,,,,,,,,,,,,KENJI,SUZUKI,,,,,,,,,,
7,18,Classified,14,26:00.139,+25.717,+1.424,7,1:50.179,149.1,BIRTH RACING PROJECT - BRP,,,,CUPRA TCR,,,,,,,,,,,,MASAYUKI,UEDA,,,,,,,,,,
8,55,Classified,14,26:19.713,+45.291,+19.574,3,1:49.526,150.0,55MOTO RACING,,,,Honda CIVIC TCR,,,,,,,,,,,,,MOTOTINO,,,,,,,,,,
9,62,Classified,12,22:09.861,2 Laps,2 Laps,2,1:49.327,150.3,ZENYAKU KOUGYOU With TEAM G/MOTION,,,,Honda CIVIC TCR,,,,,,,,,,,,RESSHU,SHIOYA,,,,,,,,,,
,88,Not classified,0,,,,0,,,J'S TECHCEN GIULIETTA TCR,,,,ALFA ROMEO GIULIETTA  TCR,,,,,,,,,,,,SHINSUKE,UMEDA,,,,,,,,,,
