POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,8,22,1:37.845,-,-,167.9,23,Super License,,,,,,,,,,,,,,TGR-DC F111/3,,MIKI,KOYAMA,,,,,,,,,,
2,3,20,1:38.269,+0.424,+0.424,167.2,23,Sutekina Racing Team,,,,,,,,,,,,,,Sutekina Racing,,RIKI,OKUSA,,,,,,,,,,
3,6,22,1:38.474,+0.629,+0.205,166.8,26,Team LeMans with OIRC,,,,,,,,,,,,,,Team LeMans F111/3,,,KATAYAMA,,,,,,,,,,
4,97,24,1:38.545,+0.700,+0.071,166.7,26,Bionic Jack Racing,,,,,,,,,,,,,,Bionic Jack Racing Scholarship FRJ,,SOTA,OGAWA,,,,,,,,,,
5,7,17,1:38.810,+0.965,+0.265,166.2,18,Super License,M,,,,,,,,,,,,,A-NeKT F111/3,,TAKASHI,HATA,,,,,,,,,,
6,11,24,1:39.422,+1.577,+0.612,165.2,27,Rn-Sports,M,,,,,,,,,,,,,Rn-sportsF111/3,,,HIROBON,,,,,,,,,,
7,14,4,1:39.425,+1.580,+0.003,165.2,24,Eagle Sport,M,,,,,,,,,,,,,ASCRAY?EAGLE SPORT,,YUKI,TANAKA,,,,,,,,,,
8,29,28,1:40.634,+2.789,+1.209,163.2,31,Eagle Sport,M,,,,,,,,,,,,,RS Idia Eagle F111/3,,YASUSHI,IDE,,,,,,,,,,
9,34,9,1:40.732,+2.887,+0.098,163.1,27,CMS Motor Sports Project,M,,,,,,,,,,,,,F111/3,,MASARU,MIURA,,,,,,,,,,
10,18,14,1:41.276,+3.431,+0.544,162.2,25,NILZZ Racing,M,,,,,,,,,,,,,NILZZ Racing?F111/3,,,YUKI,,,,,,,,,,
11,45,18,1:41.731,+3.886,+0.455,161.5,25,TOM'S Formula,M,,,,,,,,,,,,,PONOS Racing,,YORIKATSU,TSUJIKO,,,,,,,,,,
12,23,25,1:42.356,+4.511,+0.625,160.5,28,N-Speed,M,,,,,,,,,,,,,S2R Racing,,,YUGO,,,,,,,,,,
13,18A,0,,,,,0,NILZZ Racing,,,,,,,,,,,,,,,,AI,MIURA,,,,,,,,,,
14,45A,0,,,,,0,TOM'S Formula,,,,,,,,,,,,,,,,HIRONOBU,YASUDA,,,,,,,,,,
15,7A,0,,,,,0,Super License,,,,,,,,,,,,,,,,KOSUKE,MATSUURA,,,,,,,,,,
16,8A,0,,,,,0,Super License,,,,,,,,,,,,,,,,KENTA,YAMASHITA,,,,,,,,,,
