POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,3,19,1:38.148,-,-,167.4,22,Sutekina Racing Team,,,,,,,,,,,,,,Sutekina Racing,,RIKI,OKUSA,,,,,,,,,,
2,8,18,1:38.674,+0.526,+0.526,166.5,20,Super License,,,,,,,,,,,,,,TGR-DC F111/3,,MIKI,KOYAMA,,,,,,,,,,
3,6,18,1:39.172,+1.024,+0.498,165.6,24,Team LeMans with OIRC,,,,,,,,,,,,,,Team LeMans F111/3,,,KATAYAMA,,,,,,,,,,
4,14,14,1:39.782,+1.634,+0.610,164.6,30,Eagle Sport,M,,,,,,,,,,,,,ASCRAY?EAGLE SPORT,,YUKI,TANAKA,,,,,,,,,,
5,97,12,1:39.873,+1.725,+0.091,164.5,25,Bionic Jack Racing,,,,,,,,,,,,,,Bionic Jack Racing Scholarship FRJ,,SOTA,OGAWA,,,,,,,,,,
6,7,17,1:40.244,+2.096,+0.371,163.9,24,Super License,M,,,,,,,,,,,,,A-NeKT F111/3,,TAKASHI,HATA,,,,,,,,,,
7,11,20,1:40.757,+2.609,+0.513,163.0,27,Rn-Sports,M,,,,,,,,,,,,,Rn-sportsF111/3,,,HIROBON,,,,,,,,,,
8,18,20,1:41.013,+2.865,+0.256,162.6,22,NILZZ Racing,M,,,,,,,,,,,,,NILZZ Racing?F111/3,,,YUKI,,,,,,,,,,
9,34,11,1:41.547,+3.399,+0.534,161.8,21,CMS Motor Sports Project,M,,,,,,,,,,,,,F111/3,,MASARU,MIURA,,,,,,,,,,
10,29,12,1:42.204,+4.056,+0.657,160.7,25,Eagle Sport,M,,,,,,,,,,,,,RS Idia Eagle F111/3,,YASUSHI,IDE,,,,,,,,,,
11,45,14,1:45.770,+7.622,+3.566,155.3,22,TOM'S Formula,M,,,,,,,,,,,,,PONOS Racing,,YORIKATSU,TSUJIKO,,,,,,,,,,
12,23,18,1:50.353,+12.205,+4.583,148.9,21,N-Speed,M,,,,,,,,,,,,,S2R Racing,,,YUGO,,,,,,,,,,
13,18A,0,,,,,0,NILZZ Racing,,,,,,,,,,,,,,,,AI,MIURA,,,,,,,,,,
14,45A,0,,,,,0,TOM'S Formula,,,,,,,,,,,,,,,,HIRONOBU,YASUDA,,,,,,,,,,
15,7A,0,,,,,0,Super License,,,,,,,,,,,,,,,,KOSUE,MATSUURA,,,,,,,,,,
16,8A,0,,,,,0,Super License,,,,,,,,,,,,,,,,KENTA,YAMASHITA,,,,,,,,,,
