POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,98,Classified,14,25:27.068,-,-,3,1:47.790,152.4,DOME RACING,,,,Honda CIVIC TCR,,,,,,,,,,,,ANNA,INOTSUME,,,,,,,,,,
2,19,Classified,14,25:38.714,+11.646,+11.646,3,1:48.486,151.4,BIRTH RACING PROJECT - BRP,,,,CUPRA TCR,,,,,,,,,,,,,HIROBON,,,,,,,,,,
3,65,Classified,14,25:43.857,+16.789,+5.143,2,1:48.325,151.6,AUDI TEAM MARS,,,,Audi RS3 LMS,,,,,,,,,,,,MASANOBU,KATO,,,,,,,,,,
4,62,Classified,14,25:47.533,+20.465,+3.676,2,1:48.461,151.5,ZENYAKU KOUGYOU With TEAM G/MOTION,,,,Honda CIVIC TCR,,,,,,,,,,,,RESSHU,SHIOYA,,,,,,,,,,
5,74,Classified,14,25:52.243,+25.175,+4.710,2,1:48.555,151.3,M-PROTOTYPING Team STILE CORSE,,,,ALFA ROMEO GIULIETTA Veloce TCR,,,,,,,,,,,,JUNICHI,AGEMATSU,,,,,,,,,,
6,55,Classified,14,25:53.113,+26.045,+0.870,3,1:49.761,149.7,55MOTO RACING,,,,Honda CIVIC TCR,,,,,,,,,,,,,MOTOTINO,,,,,,,,,,
7,18,Classified,14,26:00.473,+33.405,+7.360,3,1:50.259,149.0,BIRTH RACING PROJECT - BRP,,,,CUPRA TCR,,,,,,,,,,,,MASAYUKI,UEDA,,,,,,,,,,
8,17,Classified,14,26:01.079,+34.011,+0.606,2,1:49.876,149.5,BIRTH RACING PROJECT - BRP,,,,Audi RS3 LMS,,,,,,,,,,,,KENJI,SUZUKI,,,,,,,,,,
9,73,Classified,14,26:11.530,+44.462,+10.451,2,1:48.217,151.8,M-PROTOTYPING Team STILE CORSE,,,,ALFA ROMEO GIULIETTA Veloce TCR,,,,,,,,,,,,MINEKI,OKURA,,,,,,,,,,
,88,Not classified,1,2:00.182,,,0,,,J'S TECHCEN GIULIETTA TCR,,,,ALFA ROMEO GIULIETTA  TCR,,,,,,,,,,,,SHINSUKE,UMEDA,,,,,,,,,,
