POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,8,Classified,15,24:48.229,-,-,9,1:38.660,166.5,Super License,,,,TGR-DC F111/3,,,,,,,,,,TGR-DC F111/3,,MIKI,KOYAMA,,,,,,,,,,
2,97,Classified,15,24:50.770,+2.541,+2.541,11,1:38.752,166.3,Bionic Jack Racing,,,,Bionic Jack Racing Scholarship FRJ,,,,,,,,,,Bionic Jack Racing Scholarship FRJ,,SOTA,OGAWA,,,,,,,,,,
3,3,Classified,15,25:00.477,+12.248,+9.707,4,1:39.499,165.1,Sutekina Racing Team,,,,Sutekina Racing,,,,,,,,,,Sutekina Racing,,RIKI,OKUSA,,,,,,,,,,
4,7,Classified,15,25:05.157,+16.928,+4.680,6,1:39.651,164.8,Super License,M,,,A-NeKT F111/3,,,,,,,,,,A-NeKT F111/3,,TAKASHI,HATA,,,,,,,,,,
5,6,Classified,15,25:10.180,+21.951,+5.023,3,1:39.346,165.3,Team LeMans with OIRC,,,,Team LeMans F111/3,,,,,,,,,,Team LeMans F111/3,,,KATAYAMA,,,,,,,,,,
6,11,Classified,15,25:15.294,+27.065,+5.114,4,1:40.389,163.6,Rn-Sports,M,,,Rn-sports F111/3,,,,,,,,,,Rn-sportsF111/3,,,HIROBON,,,,,,,,,,
7,14,Classified,15,25:16.244,+28.015,+0.950,12,1:40.194,163.9,Eagle Sport,M,,,ASCRAY EAGLE SPORT,,,,,,,,,,ASCRAY?EAGLE SPORT,,YUKI,TANAKA,,,,,,,,,,
8,34,Classified,15,25:16.767,+28.538,+0.523,12,1:39.840,164.5,CMS Motor Sports Project,M,,,F111/3,,,,,,,,,,F111/3,,MASARU,MIURA,,,,,,,,,,
9,45,Classified,15,25:39.443,+51.214,+22.676,6,1:41.398,162.0,TOM'S Formula,M,,,PONOS Racing,,,,,,,,,,PONOS Racing,,YORIKATSU,TSUJIKO,,,,,,,,,,
10,18,Classified,15,25:40.831,+52.602,+1.388,10,1:41.013,162.6,NILZZ Racing,M,,,NILZZ Racing F111/3,,,,,,,,,,NILZZ Racing?F111/3,,,YUKI,,,,,,,,,,
11,29,Classified,15,25:49.621,+1:01.392,+8.790,12,1:42.282,160.6,Eagle Sport,M,,,RS Idia Eagle F111/3,,,,,,,,,,RS Idia Eagle F111/3,,YASUSHI,IDE,,,,,,,,,,
12,23,Classified,15,25:53.597,+1:05.368,+3.976,7,1:41.984,161.1,N-Speed,M,,,S2R Racing,,,,,,,,,,S2R Racing,,,YUGO,,,,,,,,,,
