POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,99,Classified,16,31:23.277,-,-,15,1:51.546,187.0,CLRT,Pro,,,,,,,,,,,,,,,Marvin,KLEIN,,,FRA,,,,,,,
2,11,Classified,16,31:24.111,+0.834,+0.834,5,1:51.554,186.9,CLRT,Pro,,,,,,,,,,,,,,,Florian,LATORRE,,,FRA,,,,,,,
3,22,Classified,16,31:26.462,+3.185,+2.351,6,1:51.521,187.0,Martinet by Alméras,Pro / R,,,,,,,,,,,,,,,Alessandro,GHIRETTI,,,FRA,,,,,,,
4,19,Classified,16,31:30.506,+7.229,+4.044,4,1:51.569,186.9,Martinet by Alméras,Pro / R,,,,,,,,,,,,,,,Dorian,BOCCOLACCI,,,FRA,,,,,,,
5,17,Classified,16,31:33.280,+10.003,+2.774,4,1:52.322,185.7,EF Racing,Pro,,,,,,,,,,,,,,,Enrico,FULGENZI,,,ITA,,,,,,,
6,33,Classified,16,31:34.318,+11.041,+1.038,6,1:52.384,185.6,MRT by CLRT,Pro,,,,,,,,,,,,,,,Evan,SPENLE,,,FRA,,,,,,,
7,1,Classified,16,31:35.767,+12.490,+1.449,5,1:51.996,186.2,BWT Lechner Racing,Pro,,,,,,,,,,,,,,,Jean-Baptiste,SIMMENAUER,,,FRA,,,,,,,
8,74,Classified,16,31:35.810,+12.533,+0.043,7,1:51.928,186.3,ABM,Pro,,,,,,,,,,,,,,,Victor,BLUGEON,,,FRA,,,,,,,
9,3,Classified,16,31:36.163,+12.886,+0.353,4,1:52.473,185.4,MRT by CLRT,Pro / R,,,,,,,,,,,,,,,Milan,PETELET,,,FRA,,,,,,,
10,76,Classified,16,31:41.131,+17.854,+4.968,8,1:52.933,184.7,IMSA Performance,Pro-Am,,,,,,,,,,,,,,,Raymond,NARAC,,,FRA,,,,,,,
11,73,Classified,16,31:41.386,+18.109,+0.255,5,1:53.280,184.1,ABM,Am,,,,,,,,,,,,,,,Sébastien,DUSSOLLIET,,,FRA,,,,,,,
12,23,Classified,16,31:41.790,+18.513,+0.404,6,1:52.273,185.8,Pierre Martinet by Alméras,Pro,,,,,,,,,,,,,,,Victor,WEYRICH,,,FRA,,,,,,,
13,21,Classified,16,31:42.142,+18.865,+0.352,4,1:53.232,184.2,Martinet by Alméras,Pro-Am,,,,,,,,,,,,,,,Clément,MATEU,,,FRA,,,,,,,
14,7,Classified,16,31:42.314,+19.037,+0.172,15,1:52.750,185.0,YDEO by Racing Technology,Pro-Am,,,,,,,,,,,,,,,Jérôme,BOULLERY,,,FRA,,,,,,,
15,15,Classified,16,31:42.889,+19.612,+0.575,7,1:53.271,184.1,MRT by CLRT,Pro-Am,,,,,,,,,,,,,,,Henry,HASSID,,,FRA,,,,,,,
16,77,Classified,16,31:43.662,+20.385,+0.773,6,1:53.437,183.8,CLRT,Am,,,,,,,,,,,,,,,Tugdual,RABREAU,,,FRA,,,,,,,
17,59,Classified,16,31:50.016,+26.739,+6.354,8,1:53.225,184.2,IMSA Performance,Am,,,,,,,,,,,,,,,Maxence,MAURICE,,,FRA,,,,,,,
18,12,Classified,16,31:57.858,+34.581,+7.842,6,1:51.890,186.4,Ombra Racing,Pro,,,,,,,,,,,,,,,Gianmarco,QUARESMINI,,,ITA,,,,,,,
19,55,Classified,16,33:19.242,+1:55.965,+1:21.384,6,1:52.383,185.6,BWT Lechner Racing,Pro-Am,,,,,,,,,,,,,,,Nicolas,MISSLIN,,,MCO,,,,,,,
20,16,Classified,15,29:45.031,1 Lap,1 Lap,4,1:51.948,186.3,Pierre Martinet by Alméras,Pro / R,,,,,,,,,,,,,,,Ugo,GAZIL,,,FRA,,,,,,,
21,53,Classified,15,32:02.634,1 Lap,+2:17.603,8,1:53.266,184.1,Spark by Racing Technology,Pro / R,,,,,,,,,,,,,,,Arthur,MATHIEU,,,FRA,,,,,,,
22,44,Classified,14,28:00.214,2 Laps,1 Lap,5,1:53.946,183.0,CLRT,Am,,,,,,,,,,,,,,,Franck,LEHERPEUR,,,FRA,,,,,,,
23,911,Classified,14,32:55.972,2 Laps,+4:55.758,7,1:52.418,185.5,Pierre Martinet by Alméras,Pro-Am,,,,,,,,,,,,,,,Christophe,LAPIERRE,,,FRA,,,,,,,
