POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,19,Classified,17,31:37.510,-,-,16,1:50.953,188.0,Martinet by Alméras,Pro / R,,,,,,,,,,,,,,,Dorian,BOCCOLACCI,,,FRA,,,,,,,
2,99,Classified,17,31:37.792,+0.282,+0.282,15,1:50.732,188.3,CLRT,Pro,,,,,,,,,,,,,,,Marvin,KLEIN,,,FRA,,,,,,,
3,11,Classified,17,31:41.575,+4.065,+3.783,8,1:50.948,188.0,CLRT,Pro,,,,,,,,,,,,,,,Florian,LATORRE,,,FRA,,,,,,,
4,12,Classified,17,31:42.611,+5.101,+1.036,8,1:51.100,187.7,Ombra Racing,Pro,,,,,,,,,,,,,,,Gianmarco,QUARESMINI,,,ITA,,,,,,,
5,22,Classified,17,31:48.358,+10.848,+5.747,14,1:51.238,187.5,Martinet by Alméras,Pro / R,,,,,,,,,,,,,,,Alessandro,GHIRETTI,,,FRA,,,,,,,
6,33,Classified,17,31:50.224,+12.714,+1.866,9,1:51.384,187.2,MRT by CLRT,Pro,,,,,,,,,,,,,,,Evan,SPENLE,,,FRA,,,,,,,
7,17,Classified,17,31:51.221,+13.711,+0.997,16,1:50.943,188.0,EF Racing,Pro,,,,,,,,,,,,,,,Enrico,FULGENZI,,,ITA,,,,,,,
8,3,Classified,17,31:59.637,+22.127,+8.416,8,1:51.775,186.6,MRT by CLRT,Pro / R,,,,,,,,,,,,,,,Milan,PETELET,,,FRA,,,,,,,
9,16,Classified,17,32:00.148,+22.638,+0.511,8,1:51.398,187.2,Pierre Martinet by Alméras,Pro / R,,,,,,,,,,,,,,,Ugo,GAZIL,,,FRA,,,,,,,
10,74,Classified,17,32:03.404,+25.894,+3.256,7,1:51.513,187.0,ABM,Pro,,,,,,,,,,,,,,,Victor,BLUGEON,,,FRA,,,,,,,
11,55,Classified,17,32:07.554,+30.044,+4.150,9,1:51.883,186.4,BWT Lechner Racing,Pro-Am,,,,,,,,,,,,,,,Nicolas,MISSLIN,,,MCO,,,,,,,
12,21,Classified,17,32:14.360,+36.850,+6.806,13,1:52.431,185.5,Martinet by Alméras,Pro-Am,,,,,,,,,,,,,,,Clément,MATEU,,,FRA,,,,,,,
13,15,Classified,17,32:15.155,+37.645,+0.795,11,1:52.357,185.6,MRT by CLRT,Pro-Am,,,,,,,,,,,,,,,Henry,HASSID,,,FRA,,,,,,,
14,911,Classified,17,32:15.425,+37.915,+0.270,11,1:52.135,186.0,Pierre Martinet by Alméras,Pro-Am,,,,,,,,,,,,,,,Christophe,LAPIERRE,,,FRA,,,,,,,
15,59,Classified,17,32:20.261,+42.751,+4.836,14,1:52.864,184.8,IMSA Performance,Am,,,,,,,,,,,,,,,Maxence,MAURICE,,,FRA,,,,,,,
16,73,Classified,17,32:24.368,+46.858,+4.107,13,1:52.290,185.7,ABM,Am,,,,,,,,,,,,,,,Sébastien,DUSSOLLIET,,,FRA,,,,,,,
17,53,Classified,17,32:28.606,+51.096,+4.238,11,1:53.170,184.3,Spark by Racing Technology,Pro / R,,,,,,,,,,,,,,,Arthur,MATHIEU,,,FRA,,,,,,,
18,77,Classified,17,32:39.456,+1:01.946,+10.850,6,1:53.531,183.7,CLRT,Am,,,,,,,,,,,,,,,Tugdual,RABREAU,,,FRA,,,,,,,
19,44,Classified,17,33:18.868,+1:41.358,+39.412,12,1:53.513,183.7,CLRT,Am,,,,,,,,,,,,,,,Franck,LEHERPEUR,,,FRA,,,,,,,
20,23,Classified,12,23:14.273,5 Laps,5 Laps,9,1:52.028,186.2,Pierre Martinet by Alméras,Pro,,,,,,,,,,,,,,,Victor,WEYRICH,,,FRA,,,,,,,
,1,Not classified,11,20:54.362,,,6,1:51.403,187.2,BWT Lechner Racing,Pro,,,,,,,,,,,,,,,Jean-Baptiste,SIMMENAUER,,,FRA,,,,,,,
,7,Not classified,5,10:12.369,,,3,1:54.913,181.5,YDEO by Racing Technology,Pro-Am,,,,,,,,,,,,,,,Jérôme,BOULLERY,,,FRA,,,,,,,
,76,Not classified,2,4:26.560,,,0,,,IMSA Performance,Pro-Am,,,,,,,,,,,,,,,Raymond,NARAC,,,FRA,,,,,,,
