POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,19,17,1:50.507,-,-,188.7,18,Martinet by Alméras,Pro / R,,,,,,,,,,,,,,,Dorian,BOCCOLACCI,,,FRA,,,,,,,
2,1,16,1:50.899,+0.392,+0.392,188.1,17,BWT Lechner Racing,Pro,,,,,,,,,,,,,,,Jean-Baptiste,SIMMENAUER,,,FRA,,,,,,,
3,22,17,1:51.339,+0.832,+0.440,187.3,17,Martinet by Alméras,Pro / R,,,,,,,,,,,,,,,Alessandro,GHIRETTI,,,FRA,,,,,,,
4,23,15,1:51.466,+0.959,+0.127,187.1,17,Pierre Martinet by Alméras,Pro,,,,,,,,,,,,,,,Victor,WEYRICH,,,FRA,,,,,,,
5,16,15,1:51.469,+0.962,+0.003,187.1,16,Pierre Martinet by Alméras,Pro / R,,,,,,,,,,,,,,,Ugo,GAZIL,,,FRA,,,,,,,
6,911,17,1:51.668,+1.161,+0.199,186.8,18,Pierre Martinet by Alméras,Pro-Am,,,,,,,,,,,,,,,Christophe,LAPIERRE,,,FRA,,,,,,,
7,11,12,1:51.719,+1.212,+0.051,186.7,13,CLRT,Pro,,,,,,,,,,,,,,,Florian,LATORRE,,,FRA,,,,,,,
8,99,12,1:52.008,+1.501,+0.289,186.2,14,CLRT,Pro,,,,,,,,,,,,,,,Marvin,KLEIN,,,FRA,,,,,,,
9,21,14,1:52.016,+1.509,+0.008,186.2,17,Martinet by Alméras,Pro-Am,,,,,,,,,,,,,,,Clément,MATEU,,,FRA,,,,,,,
10,12,15,1:52.359,+1.852,+0.343,185.6,17,Ombra Racing,Pro,,,,,,,,,,,,,,,Gianmarco,QUARESMINI,,,ITA,,,,,,,
11,17,14,1:52.362,+1.855,+0.003,185.6,16,EF Racing,Pro,,,,,,,,,,,,,,,Enrico,FULGENZI,,,ITA,,,,,,,
12,55,10,1:52.498,+1.991,+0.136,185.4,15,BWT Lechner Racing,Pro-Am,,,,,,,,,,,,,,,Nicolas,MISSLIN,,,MCO,,,,,,,
13,15,18,1:53.057,+2.550,+0.559,184.5,19,MRT by CLRT,Pro-Am,,,,,,,,,,,,,,,Henry,HASSID,,,FRA,,,,,,,
14,74,17,1:53.237,+2.730,+0.180,184.2,18,ABM,Pro,,,,,,,,,,,,,,,Victor,BLUGEON,,,FRA,,,,,,,
15,33,11,1:53.452,+2.945,+0.215,183.8,16,MRT by CLRT,Pro,,,,,,,,,,,,,,,Evan,SPENLE,,,FRA,,,,,,,
16,3,15,1:53.609,+3.102,+0.157,183.6,18,MRT by CLRT,Pro / R,,,,,,,,,,,,,,,Milan,PETELET,,,FRA,,,,,,,
17,59,15,1:53.840,+3.333,+0.231,183.2,15,IMSA Performance,Am,,,,,,,,,,,,,,,Maxence,MAURICE,,,FRA,,,,,,,
18,7,10,1:53.948,+3.441,+0.108,183.0,15,YDEO by Racing Technology,Pro-Am,,,,,,,,,,,,,,,Jérôme,BOULLERY,,,FRA,,,,,,,
19,77,17,1:54.138,+3.631,+0.190,182.7,18,CLRT,Am,,,,,,,,,,,,,,,Tugdual,RABREAU,,,FRA,,,,,,,
20,53,8,1:54.169,+3.662,+0.031,182.7,15,Spark by Racing Technology,Pro / R,,,,,,,,,,,,,,,Arthur,MATHIEU,,,FRA,,,,,,,
21,73,14,1:54.190,+3.683,+0.021,182.6,18,ABM,Am,,,,,,,,,,,,,,,Sébastien,DUSSOLLIET,,,FRA,,,,,,,
22,76,15,1:54.284,+3.777,+0.094,182.5,16,IMSA Performance,Pro-Am,,,,,,,,,,,,,,,Raymond,NARAC,,,FRA,,,,,,,
23,44,17,1:55.225,+4.718,+0.941,181.0,17,CLRT,Am,,,,,,,,,,,,,,,Franck,LEHERPEUR,,,FRA,,,,,,,
