POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,1,10,1:51.009,-,-,187.9,17,BWT Lechner Racing,Pro,,,,,,,,,,,,,,,Jean-Baptiste,SIMMENAUER,,,FRA,,,,,,,
2,11,16,1:51.224,+0.215,+0.215,187.5,19,CLRT,Pro,,,,,,,,,,,,,,,Florian,LATORRE,,,FRA,,,,,,,
3,55,9,1:51.534,+0.525,+0.310,187.0,16,BWT Lechner Racing,Pro-Am,,,,,,,,,,,,,,,Nicolas,MISSLIN,,,MCO,,,,,,,
4,19,6,1:51.557,+0.548,+0.023,186.9,18,Martinet by Alméras,Pro / R,,,,,,,,,,,,,,,Dorian,BOCCOLACCI,,,FRA,,,,,,,
5,99,13,1:51.677,+0.668,+0.120,186.7,18,CLRT,Pro,,,,,,,,,,,,,,,Marvin,KLEIN,,,FRA,,,,,,,
6,53,12,1:51.860,+0.851,+0.183,186.4,17,Spark by Racing Technology,Pro / R,,,,,,,,,,,,,,,Arthur,MATHIEU,,,FRA,,,,,,,
7,12,16,1:51.971,+0.962,+0.111,186.3,19,Ombra Racing,Pro,,,,,,,,,,,,,,,Gianmarco,QUARESMINI,,,ITA,,,,,,,
8,7,12,1:51.982,+0.973,+0.011,186.2,18,YDEO by Racing Technology,Pro-Am,,,,,,,,,,,,,,,Jérôme,BOULLERY,,,FRA,,,,,,,
9,22,15,1:52.002,+0.993,+0.020,186.2,20,Martinet by Alméras,Pro / R,,,,,,,,,,,,,,,Alessandro,GHIRETTI,,,FRA,,,,,,,
10,33,14,1:52.145,+1.136,+0.143,186.0,19,MRT by CLRT,Pro,,,,,,,,,,,,,,,Evan,SPENLE,,,FRA,,,,,,,
11,16,11,1:52.174,+1.165,+0.029,185.9,16,Pierre Martinet by Alméras,Pro / R,,,,,,,,,,,,,,,Ugo,GAZIL,,,FRA,,,,,,,
12,17,11,1:52.239,+1.230,+0.065,185.8,15,EF Racing,Pro,,,,,,,,,,,,,,,Enrico,FULGENZI,,,ITA,,,,,,,
13,23,13,1:52.582,+1.573,+0.343,185.2,20,Pierre Martinet by Alméras,Pro,,,,,,,,,,,,,,,Victor,WEYRICH,,,FRA,,,,,,,
14,15,18,1:52.649,+1.640,+0.067,185.1,18,MRT by CLRT,Pro-Am,,,,,,,,,,,,,,,Henry,HASSID,,,FRA,,,,,,,
15,911,18,1:52.664,+1.655,+0.015,185.1,20,Pierre Martinet by Alméras,Pro-Am,,,,,,,,,,,,,,,Christophe,LAPIERRE,,,FRA,,,,,,,
16,21,12,1:52.673,+1.664,+0.009,185.1,20,Martinet by Alméras,Pro-Am,,,,,,,,,,,,,,,Clément,MATEU,,,FRA,,,,,,,
17,3,16,1:52.841,+1.832,+0.168,184.8,19,MRT by CLRT,Pro / R,,,,,,,,,,,,,,,Milan,PETELET,,,FRA,,,,,,,
18,74,18,1:52.929,+1.920,+0.088,184.7,18,ABM,Pro,,,,,,,,,,,,,,,Victor,BLUGEON,,,FRA,,,,,,,
19,59,16,1:53.389,+2.380,+0.460,183.9,19,IMSA Performance,Am,,,,,,,,,,,,,,,Maxence,MAURICE,,,FRA,,,,,,,
20,76,14,1:53.409,+2.400,+0.020,183.9,20,IMSA Performance,Pro-Am,,,,,,,,,,,,,,,Raymond,NARAC,,,FRA,,,,,,,
21,77,7,1:53.604,+2.595,+0.195,183.6,18,CLRT,Am,,,,,,,,,,,,,,,Tugdual,RABREAU,,,FRA,,,,,,,
22,44,17,1:53.807,+2.798,+0.203,183.2,18,CLRT,Am,,,,,,,,,,,,,,,Franck,LEHERPEUR,,,FRA,,,,,,,
23,73,16,1:53.822,+2.813,+0.015,183.2,16,ABM,Am,,,,,,,,,,,,,,,Sébastien,DUSSOLLIET,,,FRA,,,,,,,
