POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,1,14,2:03.314,-,-,158.0,15,BWT Junior Racing,GT3,PRO,PRO,Porsche 992 GT3 CUP,,,,,,,,,,,,Morris,SCHURING,,,NLD,,,,,,,
2,87,14,2:03.985,+0.671,+0.671,157.1,16,DHL Team,GT3,PRO,PRO,Porsche 992 GT3 CUP,,,,,,,,,,,,Richard,WAGNER,,,DEU,,,,,,,
3,8,18,2:04.003,+0.689,+0.018,157.1,19,GP Elite,GT3,PRO,PRO,Porsche 992 GT3 CUP,,,,,,,,,,,,Daan,VAN KUIJK,,,NLD,,,,,,,
4,7,18,2:04.116,+0.802,+0.113,157.0,18,Saudi Racing,GT3,PAM,PRO AM,Porsche 992 GT3 CUP,,,,,,,,,,,,Fahad,ALGOSAIBI,,,KSA,,,,,,,
5,23,18,2:04.317,+1.003,+0.201,156.7,18,Team JDA,GT3,PRO,PRO,Porsche 992 GT3 CUP,,,,,,,,,,,,James,DORLIN,,,GBR,,,,,,,
6,72,11,2:04.461,+1.147,+0.144,156.5,19,GP Elite,GT3,PAM,PRO AM,Porsche 992 GT3 CUP,,,,,,,,,,,,Steven,VAN RHEE,,,NLD,,,,,,,
7,15,8,2:04.487,+1.173,+0.026,156.5,17,GP Elite,GT3,PRO,PRO,Porsche 992 GT3 CUP,,,,,,,,,,,,Lucas,GROENEVELD,,,NLD,,,,,,,
8,77,16,2:04.508,+1.194,+0.021,156.5,16,Saudi Racing,GT3,PAM,PRO AM,Porsche 992 GT3 CUP,,,,,,,,,,,,Bandar,ALESAYI,,,KSA,,,,,,,
9,69,10,2:04.793,+1.479,+0.285,156.1,17,GP Elite,GT3,PAM,PRO AM,Porsche 992 GT3 CUP,,,,,,,,,,,,Thierry,VERMEULEN,,,NLD,,,,,,,
10,32,16,2:04.841,+1.527,+0.048,156.1,16,Team JDA,GT3,PAM,PRO AM,Porsche 992 GT3 CUP,,,,,,,,,,,,Alexander,MALYKHIN,,,BLR,,,,,,,
11,4,16,2:05.343,+2.029,+0.502,155.4,18,GP Elite,GT3,PAM,PRO AM,Porsche 992 GT3 CUP,,,,,,,,,,,,Soeren,SPRENG,,,DEU,,,,,,,
12,10,12,2:05.370,+2.056,+0.027,155.4,14,Team Bahrain,GT3,PAM,PRO AM,Porsche 992 GT3 CUP,,,,,,,,,,,,Ali,AL KHALIFA,,,BHR,,,,,,,
13,55,10,2:05.602,+2.288,+0.232,155.1,18,JMB Racing,GT3,PAM,PRO AM,Porsche 992 GT3 CUP,,,,,,,,,,,,Nicolas,MISSLIN,,,MCO,,,,,,,
14,9,11,2:05.603,+2.289,+0.001,155.1,16,DUWO,GT3,PAM,PRO AM,Porsche 992 GT3 CUP,,,,,,,,,,,,Andrey,MUKOVOZ,,,RUS,,,,,,,
15,2,9,2:05.698,+2.384,+0.095,155.0,15,GP Elite,GT3,PAM,PRO AM,Porsche 992 GT3 CUP,,,,,,,,,,,,Ghislain,CORDEEL,,,BEL,,,,,,,
16,60,14,2:07.236,+3.922,+1.538,153.1,15,one%,GT3,AM,AM,Porsche 992 GT3 CUP,,,,,,,,,,,,Fawaz,ALGOSAIBI,,,KSA,,,,,,,
17,25,4,2:09.721,+6.407,+2.485,150.2,16,GP Elite,GT3,AM,AM,Porsche 992 GT3 CUP,,,,,,,,,,,,Jan,DOBBER,,,NLD,,,,,,,
18,48,4,2:12.550,+9.236,+2.829,147.0,16,BWT Junior Racing,GT4,CE,GT4-CE,Porsche Cayman 718 GT4 Clubsport,,,,,,,,,,,,Charlie,WURZ,,,AUT,,,,,,,
19,45,12,2:13.588,+10.274,+1.038,145.8,12,Team Bahrain,GT4,GCC,GT4-GCC,Porsche Cayman 718 GT4 Clubsport,,,,,,,,,,,,Jaber,AL KHALIFA,,,BHR,,,,,,,
20,47,7,2:14.671,+11.357,+1.083,144.7,15,Saudi Racing,GT4,GCC,GT4-GCC,Porsche Cayman 718 GT4 Clubsport,,,,,,,,,,,,Khaled,ALAHMADI,,,KSA,,,,,,,
21,46,3,2:14.882,+11.568,+0.211,144.4,16,Saudi Racing,GT4,GCC,GT4-GCC,Porsche Cayman 718 GT4 Clubsport,,,,,,,,,,,,Saud,AL SAUD,,,KSA,,,,,,,
22,43,11,2:15.030,+11.716,+0.148,144.3,16,Mash Racing,GT4,GCC,GT4-GCC,Porsche Cayman 718 GT4 Clubsport,,,,,,,,,,,,Mashhur,BAL HEJAILA,,,KSA,,,,,,,
23,41,4,2:15.226,+11.912,+0.196,144.1,12,Heizer Monkeys Racing Team,GT4,CE,GT4-CE,Porsche Cayman 718 GT4 Clubsport,,,,,,,,,,,,Leo,WILLERT,,,AUT,,,,,,,
