POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,1,14,2:03.453,-,-,157.8,16,BWT Junior Racing,GT3,PRO,PRO,Porsche 992 GT3 CUP,,,,,,,,,,,,Morris,SCHURING,,,NLD,,,,,,,
2,7,3,2:03.746,+0.293,+0.293,157.4,18,Saudi Racing,GT3,PAM,PRO AM,Porsche 992 GT3 CUP,,,,,,,,,,,,Fahad,ALGOSAIBI,,,KSA,,,,,,,
3,87,12,2:03.799,+0.346,+0.053,157.4,12,DHL Team,GT3,PRO,PRO,Porsche 992 GT3 CUP,,,,,,,,,,,,Richard,WAGNER,,,DEU,,,,,,,
4,77,4,2:03.883,+0.430,+0.084,157.3,18,Saudi Racing,GT3,PAM,PRO AM,Porsche 992 GT3 CUP,,,,,,,,,,,,Bandar,ALESAYI,,,KSA,,,,,,,
5,23,16,2:03.937,+0.484,+0.054,157.2,17,Team JDA,GT3,PRO,PRO,Porsche 992 GT3 CUP,,,,,,,,,,,,James,DORLIN,,,GBR,,,,,,,
6,15,15,2:04.135,+0.682,+0.198,157.0,16,GP Elite,GT3,PRO,PRO,Porsche 992 GT3 CUP,,,,,,,,,,,,Lucas,GROENEVELD,,,NLD,,,,,,,
7,69,9,2:04.290,+0.837,+0.155,156.8,14,GP Elite,GT3,PAM,PRO AM,Porsche 992 GT3 CUP,,,,,,,,,,,,Thierry,VERMEULEN,,,NLD,,,,,,,
8,32,13,2:04.385,+0.932,+0.095,156.6,14,Team JDA,GT3,PAM,PRO AM,Porsche 992 GT3 CUP,,,,,,,,,,,,Alexander,MALYKHIN,,,BLR,,,,,,,
9,8,14,2:04.460,+1.007,+0.075,156.5,15,GP Elite,GT3,PRO,PRO,Porsche 992 GT3 CUP,,,,,,,,,,,,Daan,VAN KUIJK,,,NLD,,,,,,,
10,72,13,2:04.599,+1.146,+0.139,156.4,16,GP Elite,GT3,PAM,PRO AM,Porsche 992 GT3 CUP,,,,,,,,,,,,Steven,VAN RHEE,,,NLD,,,,,,,
11,55,10,2:04.826,+1.373,+0.227,156.1,18,JMB Racing,GT3,PAM,PRO AM,Porsche 992 GT3 CUP,,,,,,,,,,,,Nicolas,MISSLIN,,,MCO,,,,,,,
12,10,14,2:04.849,+1.396,+0.023,156.1,14,Team Bahrain,GT3,PAM,PRO AM,Porsche 992 GT3 CUP,,,,,,,,,,,,Ali,AL KHALIFA,,,BHR,,,,,,,
13,4,12,2:05.093,+1.640,+0.244,155.7,19,GP Elite,GT3,PAM,PRO AM,Porsche 992 GT3 CUP,,,,,,,,,,,,Soeren,SPRENG,,,DEU,,,,,,,
14,2,12,2:05.096,+1.643,+0.003,155.7,16,GP Elite,GT3,PAM,PRO AM,Porsche 992 GT3 CUP,,,,,,,,,,,,Ghislain,CORDEEL,,,BEL,,,,,,,
15,9,12,2:05.924,+2.471,+0.828,154.7,15,DUWO,GT3,PAM,PRO AM,Porsche 992 GT3 CUP,,,,,,,,,,,,Andrey,MUKOVOZ,,,RUS,,,,,,,
16,60,16,2:07.158,+3.705,+1.234,153.2,16,one%,GT3,AM,AM,Porsche 992 GT3 CUP,,,,,,,,,,,,Fawaz,ALGOSAIBI,,,KSA,,,,,,,
17,25,8,2:08.894,+5.441,+1.736,151.2,16,GP Elite,GT3,AM,AM,Porsche 992 GT3 CUP,,,,,,,,,,,,Jan,DOBBER,,,NLD,,,,,,,
18,48,4,2:11.819,+8.366,+2.925,147.8,14,BWT Junior Racing,GT4,CE,GT4-CE,Porsche Cayman 718 GT4 Clubsport,,,,,,,,,,,,Charlie,WURZ,,,AUT,,,,,,,
19,46,6,2:12.824,+9.371,+1.005,146.7,18,Saudi Racing,GT4,GCC,GT4-GCC,Porsche Cayman 718 GT4 Clubsport,,,,,,,,,,,,Saud,AL SAUD,,,KSA,,,,,,,
20,47,4,2:13.362,+9.909,+0.538,146.1,18,Saudi Racing,GT4,GCC,GT4-GCC,Porsche Cayman 718 GT4 Clubsport,,,,,,,,,,,,Khaled,ALAHMADI,,,KSA,,,,,,,
21,41,5,2:14.281,+10.828,+0.919,145.1,13,Heizer Monkeys Racing Team,GT4,CE,GT4-CE,Porsche Cayman 718 GT4 Clubsport,,,,,,,,,,,,Leo,WILLERT,,,AUT,,,,,,,
22,43,4,2:14.892,+11.439,+0.611,144.4,17,Mash Racing,GT4,GCC,GT4-GCC,Porsche Cayman 718 GT4 Clubsport,,,,,,,,,,,,Mashhur,BAL HEJAILA,,,KSA,,,,,,,
23,45,0,,,,,0,Team Bahrain,GT4,GCC,GT4-GCC,Porsche Cayman 718 GT4 Clubsport,,,,,,,,,,,,Jaber,AL KHALIFA,,,BHR,,,,,,,
