POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,1,Classified,12,28:51.368,-,-,8,2:03.542,157.7,BWT Junior Racing,PRO,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,Morris,SCHURING,,,NLD,,,,,,,
2,8,Classified,12,28:58.683,+7.315,+7.315,7,2:04.316,156.7,GP Elite,PRO,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,Daan,VAN KUIJK,,,NLD,,,,,,,
3,7,Classified,12,29:00.627,+9.259,+1.944,8,2:04.297,156.7,Saudi Racing,PRO AM,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,Fahad,ALGOSAIBI,,,KSA,,,,,,,
4,23,Classified,12,29:06.503,+15.135,+5.876,5,2:04.872,156.0,Team JDA,PRO,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,James,DORLIN,,,GBR,,,,,,,
5,77,Classified,12,29:07.063,+15.695,+0.560,6,2:04.379,156.6,Saudi Racing,PRO AM,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,Bandar,ALESAYI,,,KSA,,,,,,,
6,15,Classified,12,29:09.267,+17.899,+2.204,6,2:05.274,155.5,GP Elite,PRO,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,Lucas,GROENEVELD,,,NLD,,,,,,,
7,55,Classified,12,29:18.036,+26.668,+8.769,6,2:04.739,156.2,JMB Racing,PRO AM,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,Nicolas,MISSLIN,,,MCO,,,,,,,
8,32,Classified,12,29:18.230,+26.862,+0.194,7,2:05.463,155.3,Team JDA,PRO AM,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,Alexander,MALYKHIN,,,BLR,,,,,,,
9,4,Classified,12,29:20.479,+29.111,+2.249,6,2:05.933,154.7,GP Elite,PRO AM,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,Soeren,SPRENG,,,DEU,,,,,,,
10,10,Classified,12,29:20.633,+29.265,+0.154,6,2:05.694,155.0,Team Bahrain,PRO AM,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,Ali,AL KHALIFA,,,BHR,,,,,,,
11,9,Classified,12,29:30.793,+39.425,+10.160,6,2:06.889,153.5,DUWO,PRO AM,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,Andrey,MUKOVOZ,,,RUS,,,,,,,
12,25,Classified,12,30:04.301,+1:12.933,+33.508,10,2:09.413,150.6,GP Elite,AM,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,Jan,DOBBER,,,NLD,,,,,,,
13,47,Classified,12,30:41.063,+1:49.695,+36.762,6,2:13.620,145.8,Saudi Racing,GT4-GCC,,GT4,Porsche Cayman 718 GT4 Clubsport,,,,,,,,,,,,Khaled,ALAHMADI,,,KSA,,,,,,,
14,43,Classified,12,30:45.969,+1:54.601,+4.906,6,2:13.617,145.8,Mash Racing,GT4-GCC,,GT4,Porsche Cayman 718 GT4 Clubsport,,,,,,,,,,,,Mashhur,BAL HEJAILA,,,KSA,,,,,,,
15,46,Classified,12,30:46.035,+1:54.667,+0.066,6,2:14.558,144.8,Saudi Racing,GT4-GCC,,GT4,Porsche Cayman 718 GT4 Clubsport,,,,,,,,,,,,Saud,AL SAUD,,,KSA,,,,,,,
16,45,Classified,12,30:46.176,+1:54.808,+0.141,5,2:14.366,145.0,Team Bahrain,GT4-GCC,,GT4,Porsche Cayman 718 GT4 Clubsport,,,,,,,,,,,,Jaber,AL KHALIFA,,,BHR,,,,,,,
17,41,Classified,12,30:47.818,+1:56.450,+1.642,6,2:13.819,145.6,Heizer Monkeys Racing Team,GT4-CE,,GT4,Porsche Cayman 718 GT4 Clubsport,,,,,,,,,,,,Leo,WILLERT,,,AUT,,,,,,,
18,48,Classified,10,30:39.954,2 Laps,2 Laps,7,2:13.688,145.7,BWT Junior Racing,GT4-CE,,GT4,Porsche Cayman 718 GT4 Clubsport,,,,,,,,,,,,Charlie,WURZ,,,AUT,,,,,,,
,69,Not classified,7,18:40.955,,,6,2:05.132,155.7,GP Elite,PRO AM,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,Thierry,VERMEULEN,,,NLD,,,,,,,
,2,Not classified,4,12:31.031,,,4,2:11.714,147.9,GP Elite,PRO AM,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,Ghislain,CORDEEL,,,BEL,,,,,,,
,87,Not classified,3,10:14.991,,,2,3:57.373,82.1,DHL Team,PRO,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,Richard,WAGNER,,,DEU,,,,,,,
,72,Not classified,0,,,,0,,,GP Elite,PRO AM,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,Steven,VAN RHEE,,,NLD,,,,,,,
,60,Not classified,0,,,,0,,,one%,AM,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,Fawaz,ALGOSAIBI,,,KSA,,,,,,,
