POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,77,4,2:03.805,-,-,157.4,6,Saudi Racing,PRO AM,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,Bandar,ALESAYI,,,KSA,,,,,,,
2,8,4,2:03.960,+0.155,+0.155,157.2,7,GP Elite,PRO,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,Daan,VAN KUIJK,,,NLD,,,,,,,
3,1,5,2:03.964,+0.159,+0.004,157.2,6,BWT Junior Racing,PRO,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,Morris,SCHURING,,,NLD,,,,,,,
4,87,5,2:04.087,+0.282,+0.123,157.0,6,DHL Team,PRO,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,Richard,WAGNER,,,DEU,,,,,,,
5,7,3,2:04.147,+0.342,+0.060,156.9,6,Saudi Racing,PRO AM,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,Fahad,ALGOSAIBI,,,KSA,,,,,,,
6,15,5,2:04.322,+0.517,+0.175,156.7,7,GP Elite,PRO,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,Lucas,GROENEVELD,,,NLD,,,,,,,
7,23,6,2:04.534,+0.729,+0.212,156.4,8,Team JDA,PRO,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,James,DORLIN,,,GBR,,,,,,,
8,32,4,2:04.547,+0.742,+0.013,156.4,8,Team JDA,PRO AM,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,Alexander,MALYKHIN,,,BLR,,,,,,,
9,69,3,2:04.589,+0.784,+0.042,156.4,8,GP Elite,PRO AM,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,Thierry,VERMEULEN,,,NLD,,,,,,,
10,72,4,2:04.761,+0.956,+0.172,156.2,7,GP Elite,PRO AM,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,Steven,VAN RHEE,,,NLD,,,,,,,
11,10,6,2:04.802,+0.997,+0.041,156.1,8,Team Bahrain,PRO AM,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,Ali,AL KHALIFA,,,BHR,,,,,,,
12,55,5,2:04.841,+1.036,+0.039,156.1,7,JMB Racing,PRO AM,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,Nicolas,MISSLIN,,,MCO,,,,,,,
13,4,3,2:05.571,+1.766,+0.730,155.2,7,GP Elite,PRO AM,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,Soeren,SPRENG,,,DEU,,,,,,,
14,2,7,2:05.754,+1.949,+0.183,154.9,8,GP Elite,PRO AM,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,Ghislain,CORDEEL,,,BEL,,,,,,,
15,9,5,2:05.993,+2.188,+0.239,154.6,7,DUWO,PRO AM,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,Andrey,MUKOVOZ,,,RUS,,,,,,,
16,60,5,2:06.689,+2.884,+0.696,153.8,6,one%,AM,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,Fawaz,ALGOSAIBI,,,KSA,,,,,,,
17,25,6,2:07.563,+3.758,+0.874,152.7,7,GP Elite,AM,,GT3,Porsche 992 GT3 CUP,,,,,,,,,,,,Jan,DOBBER,,,NLD,,,,,,,
18,48,4,2:11.311,+7.506,+3.748,148.4,6,BWT Junior Racing,GT4-CE,,GT4,Porsche Cayman 718 GT4 Clubsport,,,,,,,,,,,,Charlie,WURZ,,,AUT,,,,,,,
19,47,6,2:13.558,+9.753,+2.247,145.9,7,Saudi Racing,GT4-GCC,,GT4,Porsche Cayman 718 GT4 Clubsport,,,,,,,,,,,,Khaled,ALAHMADI,,,KSA,,,,,,,
20,43,5,2:13.898,+10.093,+0.340,145.5,6,Mash Racing,GT4-GCC,,GT4,Porsche Cayman 718 GT4 Clubsport,,,,,,,,,,,,Mashhur,BAL HEJAILA,,,KSA,,,,,,,
21,45,5,2:13.941,+10.136,+0.043,145.5,5,Team Bahrain,GT4-GCC,,GT4,Porsche Cayman 718 GT4 Clubsport,,,,,,,,,,,,Jaber,AL KHALIFA,,,BHR,,,,,,,
22,41,3,2:13.958,+10.153,+0.017,145.4,6,Heizer Monkeys Racing Team,GT4-CE,,GT4,Porsche Cayman 718 GT4 Clubsport,,,,,,,,,,,,Leo,WILLERT,,,AUT,,,,,,,
23,46,4,2:14.088,+10.283,+0.130,145.3,7,Saudi Racing,GT4-GCC,,GT4,Porsche Cayman 718 GT4 Clubsport,,,,,,,,,,,,Saud,AL SAUD,,,KSA,,,,,,,
