POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,53,Classified,13,29:16.679,-,-,6,2:04.022,135.1,DW Racing,PLATINUM,,,SR10 XXR,,,,,,,,,,,,Ben,CAISLEY,,,GBR,,,,,,,
2,3,Classified,13,29:17.404,+0.725,+0.725,6,2:04.730,134.3,Valour Racing,PLATINUM,,,SR10,,,,,,,,,,,,Chris,PREEN,,,GBR,,,,,,,
3,500,Classified,13,29:20.519,+3.840,+3.115,5,2:06.455,132.5,DW Racing,PLATINUM,,,SR10 XXR,,,,,,,,,,,,Indy,Al MILLER,,,USA,,,,,,,
4,52,Classified,13,29:20.843,+4.164,+0.324,5,2:06.467,132.5,DW Racing,PLATINUM,,,SR10 XXR,,,,,,,,,,,,John,HARRISON,,,JEY,,,,,,,
5,9,Classified,13,29:21.395,+4.716,+0.552,9,2:07.225,131.7,Radical Sweden,PLATINUM,,,SR10,,,,,,,,,,,,Filip,SVENSSON,,,SWE,,,,,,,
6,13,Classified,13,29:23.118,+6.439,+1.723,5,2:06.680,132.2,Valour Racing,PRO 1500,,,SR3 XXR 1500,,,,,,,,,,,,Haydn,CHANCE,,,GBR,,,,,,,
7,37,Classified,13,29:24.278,+7.599,+1.160,10,2:07.634,131.2,DW Racing,PLATINUM,,,SR10 XXR,,,,,,,,,,,,Jon,FIELD,,,USA,,,,,,,
8,46,Classified,13,29:25.634,+8.955,+1.356,10,2:09.659,129.2,Radical Sweden,PRO 1500,,,SR3 XX 1500,,,,,,,,,,,,Mikael,BERN,,,SWE,,,,,,,
9,63,Classified,13,29:26.025,+9.346,+0.391,5,2:11.234,127.6,Valour Racing,PLATINUM,,,SR10,,,,,,,,,,,,Jim,BOOTH,,,USA,,,,,,,
10,15,Classified,13,29:26.575,+9.896,+0.550,5,2:10.160,128.7,TTR,PRO 1500,,,SR3 XX 1500,,,,,,,,,,,,Amir,FEYZULIN,,,UAE,,,,,,,
11,80,Classified,13,29:27.484,+10.805,+0.909,9,2:09.798,129.1,DW Racing,PRO 1500,,,SR3 XXR 1500,,,,,,,,,,,,Peter,TYLER,,,GBR,,,,,,,
12,14,Classified,13,29:27.773,+11.094,+0.289,10,2:11.015,127.9,RSR,PRO 1500,,,SR3 XXR 1500,,,,,,,,,,,,John,MACLEOD,,,GBR,,,,,,,
13,24,Classified,13,29:30.139,+13.460,+2.366,10,2:07.576,131.3,DW Racing,PLATINUM,,,SR10 XXR,,,,,,,,,,,,Gregg,GORSKI,,,USA,,,,,,,
14,32,Classified,13,29:30.443,+13.764,+0.304,10,2:09.030,129.8,Valour Racing,PRO 1500,,,SR3 XXR 1500,,,,,,,,,,,,Luke,HILTON,,,GBR,,,,,,,
15,911,Classified,13,29:55.711,+39.032,+25.268,9,2:10.532,128.3,Marbella Motorsport,PRO 1500,,,SR3 XXR 1500,,,,,,,,,,,,Erlend,Juan OLSEN,,,NOR,,,,,,,
16,47,Classified,12,29:17.002,1 Lap,1 Lap,8,2:11.994,126.9,Valour Racing,PRO 1500,,,SR3 XXR 1500,,,,,,,,,,,,Rob,GREENWOOD,,,GBR,,,,,,,
17,31,Classified,12,29:19.499,1 Lap,+2.497,7,2:16.398,122.8,Radical Canada,PRO 1340,,,SR3 RSX 1340,,,,,,,,,,,,Matt,GRAHAM,,,CAN,,,,,,,
18,21,Classified,12,29:28.755,1 Lap,+9.256,5,2:10.505,128.4,Valour Racing,PRO 1500,,,SR3 XX 1500,,,,,,,,,,,,Jack,YANG,,,CHI,,,,,,,
,6,Not classified,9,21:27.823,,,8,2:13.333,125.6,DW Racing,PRO 1500,,,SR3 XX 1500,,,,,,,,,,,,Rahul,PATEL,,,BMU,,,,,,,
,34,Not classified,9,21:37.754,,,2,2:15.105,124.0,GWR Australia,PRO 1500,,,SR3 XXR 1500,,,,,,,,,,,,Steve,CHAMPION,,,AUS,,,,,,,
,18,Not classified,7,17:47.106,,,5,2:09.964,128.9,RSR,PRO 1500,,,SR3 XXR 1500,,,,,,,,,,,,Mark,WILLIAMS,,,GBR,,,,,,,
,88,Not classified,0,,,,0,,,360 Racing,PLATINUM,,,SR10,,,,,,,,,,,,Jacek,ZIELONKA,,,POL,,,,,,,
