POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,3,2,2:07.762,-,-,131.1,4,Valour Racing,PLATINUM,,,SR10,,,,,,,,,,,,Chris,PREEN,,,GBR,,,,,,,
2,53,2,2:09.849,+2.087,+2.087,129.0,9,DW Racing,PLATINUM,,,SR10 XXR,,,,,,,,,,,,Ben,CAISLEY,,,GBR,,,,,,,
3,15,2,2:11.883,+4.121,+2.034,127.0,3,TTR,PRO 1500,,,SR3 XX 1500,,,,,,,,,,,,Amir,FEYZULIN,,,UAE,,,,,,,
4,52,2,2:13.851,+6.089,+1.968,125.1,3,DW Racing,PLATINUM,,,SR10 XXR,,,,,,,,,,,,John,HARRISON,,,JEY,,,,,,,
5,500,1,2:14.988,+7.226,+1.137,116.9,4,DW Racing,PLATINUM,,,SR10 XXR,,,,,,,,,,,,Indy,Al MILLER,,,USA,,,,,,,
6,13,2,2:15.279,+7.517,+0.291,123.8,8,Valour Racing,PRO 1500,,,SR3 XXR 1500,,,,,,,,,,,,Haydn,CHANCE,,,GBR,,,,,,,
7,14,2,2:15.571,+7.809,+0.292,123.6,8,RSR,PRO 1500,,,SR3 XXR 1500,,,,,,,,,,,,John,MACLEOD,,,GBR,,,,,,,
8,63,2,2:16.016,+8.254,+0.445,123.2,6,Valour Racing,PLATINUM,,,SR10,,,,,,,,,,,,Jim,BOOTH,,,USA,,,,,,,
9,18,2,2:16.577,+8.815,+0.561,122.6,8,RSR,PRO 1500,,,SR3 XXR 1500,,,,,,,,,,,,Mark,WILLIAMS,,,GBR,,,,,,,
10,24,2,2:16.686,+8.924,+0.109,122.5,7,DW Racing,PLATINUM,,,SR10 XXR,,,,,,,,,,,,Gregg,GORSKI,,,USA,,,,,,,
11,37,1,2:17.121,+9.359,+0.435,115.1,3,DW Racing,PLATINUM,,,SR10 XXR,,,,,,,,,,,,Jon,FIELD,,,USA,,,,,,,
12,911,2,2:18.473,+10.711,+1.352,121.0,7,Marbella Motorsport,PRO 1500,,,SR3 XXR 1500,,,,,,,,,,,,Erlend,Juan OLSEN,,,NOR,,,,,,,
13,47,1,2:20.215,+12.453,+1.742,112.6,3,Valour Racing,PRO 1500,,,SR3 XXR 1500,,,,,,,,,,,,Rob,GREENWOOD,,,GBR,,,,,,,
14,88,6,2:20.361,+12.599,+0.146,119.3,9,360 Racing,PLATINUM,,,SR10,,,,,,,,,,,,Jacek,ZIELONKA,,,POL,,,,,,,
15,32,6,2:21.207,+13.445,+0.846,118.6,7,Valour Racing,PRO 1500,,,SR3 XXR 1500,,,,,,,,,,,,Luke,HILTON,,,GBR,,,,,,,
16,34,2,2:22.047,+14.285,+0.840,117.9,8,GWR Australia,PRO 1500,,,SR3 XXR 1500,,,,,,,,,,,,Steve,CHAMPION,,,AUS,,,,,,,
17,31,2,2:23.724,+15.962,+1.677,116.5,9,Radical Canada,PRO 1340,,,SR3 RSX 1340,,,,,,,,,,,,Matt,GRAHAM,,,CAN,,,,,,,
18,21,2,2:24.491,+16.729,+0.767,115.9,3,Valour Racing,PRO 1500,,,SR3 XX 1500,,,,,,,,,,,,Jack,YANG,,,CHI,,,,,,,
19,9,5,2:27.503,+19.741,+3.012,113.6,7,Radical Sweden,PLATINUM,,,SR10,,,,,,,,,,,,Filip,SVENSSON,,,SWE,,,,,,,
20,80,1,2:27.689,+19.927,+0.186,106.9,5,DW Racing,PRO 1500,,,SR3 XXR 1500,,,,,,,,,,,,Peter,TYLER,,,GBR,,,,,,,
21,6,2,2:29.054,+21.292,+1.365,112.4,3,DW Racing,PRO 1500,,,SR3 XX 1500,,,,,,,,,,,,Rahul,PATEL,,,BMU,,,,,,,
22,46,0,,,,,0,Radical Sweden,PRO 1500,,,SR3 XX 1500,,,,,,,,,,,,Mikael,BERN,,,SWE,,,,,,,
