POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,500,Classified,14,31:01.266,-,-,13,1:56.519,143.8,DW Racing,PLATINUM,,,SR10 XXR,,,,,,,,,,,,Indy,Al MILLER,,,USA,,,,,,,
2,24,Classified,14,31:01.873,+0.607,+0.607,13,1:57.081,143.1,DW Racing,PLATINUM,,,SR10 XXR,,,,,,,,,,,,Gregg,GORSKI,,,USA,,,,,,,
3,9,Classified,14,31:02.527,+1.261,+0.654,14,1:53.520,147.6,Radical Sweden,PLATINUM,,,SR10,,,,,,,,,,,,Filip,SVENSSON,,,SWE,,,,,,,
4,13,Classified,14,31:04.339,+3.073,+1.812,14,1:54.571,146.2,Valour Racing,PRO 1500,,,SR3 XXR 1500,,,,,,,,,,,,Haydn,CHANCE,,,GBR,,,,,,,
5,911,Classified,14,31:06.811,+5.545,+2.472,14,1:55.101,145.5,Marbella Motorsport,PRO 1500,,,SR3 XXR 1500,,,,,,,,,,,,Erlend,Juan OLSEN,,,NOR,,,,,,,
6,3,Classified,14,31:07.661,+6.395,+0.850,14,1:53.803,147.2,Valour Racing,PLATINUM,,,SR10,,,,,,,,,,,,Chris,PREEN,,,GBR,,,,,,,
7,32,Classified,14,31:09.536,+8.270,+1.875,14,1:56.201,144.2,Valour Racing,PRO 1500,,,SR3 XXR 1500,,,,,,,,,,,,Luke,HILTON,,,GBR,,,,,,,
8,46,Classified,14,31:09.955,+8.689,+0.419,9,1:56.422,143.9,Radical Sweden,PRO 1500,,,SR3 XX 1500,,,,,,,,,,,,Mikael,BERN,,,SWE,,,,,,,
9,37,Classified,14,31:11.162,+9.896,+1.207,14,1:55.417,145.1,DW Racing,PLATINUM,,,SR10 XXR,,,,,,,,,,,,Jon,FIELD,,,USA,,,,,,,
10,47,Classified,14,31:19.601,+18.335,+8.439,5,2:00.774,138.7,Valour Racing,PRO 1500,,,SR3 XXR 1500,,,,,,,,,,,,Rob,GREENWOOD,,,GBR,,,,,,,
11,14,Classified,14,31:20.447,+19.181,+0.846,14,2:01.218,138.2,RSR,PRO 1500,,,SR3 XXR 1500,,,,,,,,,,,,John,MACLEOD,,,GBR,,,,,,,
12,21,Classified,14,31:22.579,+21.313,+2.132,9,2:01.569,137.8,Valour Racing,PRO 1500,,,SR3 XX 1500,,,,,,,,,,,,Jack,YANG,,,CHI,,,,,,,
13,15,Classified,14,31:22.810,+21.544,+0.231,9,1:59.372,140.3,TTR,PRO 1500,,,SR3 XX 1500,,,,,,,,,,,,Amir,FEYZULIN,,,UAE,,,,,,,
14,18,Classified,14,31:23.616,+22.350,+0.806,14,2:00.681,138.8,RSR,PRO 1500,,,SR3 XXR 1500,,,,,,,,,,,,Mark,WILLIAMS,,,GBR,,,,,,,
15,63,Classified,14,31:26.526,+25.260,+2.910,4,2:03.862,135.2,Valour Racing,PLATINUM,,,SR10,,,,,,,,,,,,Jim,BOOTH,,,USA,,,,,,,
16,88,Classified,14,31:27.831,+26.565,+1.305,9,1:55.297,145.3,360 Racing,PLATINUM,,,SR10,,,,,,,,,,,,Jacek,ZIELONKA,,,POL,,,,,,,
17,80,Classified,14,31:33.056,+31.790,+5.225,9,2:01.320,138.1,DW Racing,PRO 1500,,,SR3 XXR 1500,,,,,,,,,,,,Peter,TYLER,,,GBR,,,,,,,
18,34,Classified,14,31:54.855,+53.589,+21.799,9,2:01.215,138.2,GWR Australia,PRO 1500,,,SR3 XXR 1500,,,,,,,,,,,,Steve,CHAMPION,,,AUS,,,,,,,
19,6,Classified,13,31:16.668,1 Lap,1 Lap,13,2:02.060,137.2,DW Racing,PRO 1500,,,SR3 XX 1500,,,,,,,,,,,,Rahul,PATEL,,,BMU,,,,,,,
20,31,Classified,13,31:27.500,1 Lap,+10.832,13,2:04.585,134.5,Radical Canada,PRO 1340,,,SR3 RSX 1340,,,,,,,,,,,,Matt,GRAHAM,,,CAN,,,,,,,
21,53,Classified,9,18:07.300,5 Laps,4 Laps,8,1:54.874,145.8,DW Racing,PLATINUM,,,SR10 XXR,,,,,,,,,,,,Ben,CAISLEY,,,GBR,,,,,,,
22,52,Classified,8,18:15.283,6 Laps,1 Lap,6,2:02.354,136.9,DW Racing,PLATINUM,,,SR10 XXR,,,,,,,,,,,,John,HARRISON,,,JEY,,,,,,,
