POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,3,16,1:54.904,-,-,145.8,16,Valour Racing,PLATINUM,,,SR10,,,,,,,,,,,,Chris,PREEN,,,GBR,,,,,,,
2,37,16,1:55.783,+0.879,+0.879,144.7,18,DW Racing,PLATINUM,,,SR10 XXR,,,,,,,,,,,,Jon,FIELD,,,USA,,,,,,,
3,52,17,1:55.927,+1.023,+0.144,144.5,17,DW Racing,PLATINUM,,,SR10 XXR,,,,,,,,,,,,John,HARRISON,,,JEY,,,,,,,
4,9,17,1:56.068,+1.164,+0.141,144.3,17,Radical Sweden,PLATINUM,,,SR10,,,,,,,,,,,,Filip,SVENSSON,,,SWE,,,,,,,
5,13,15,1:56.816,+1.912,+0.748,143.4,16,Valour Racing,PRO 1500,,,SR3 XXR 1500,,,,,,,,,,,,Haydn,CHANCE,,,GBR,,,,,,,
6,32,15,1:57.429,+2.525,+0.613,142.6,16,Valour Racing,PRO 1500,,,SR3 XXR 1500,,,,,,,,,,,,Luke,HILTON,,,GBR,,,,,,,
7,53,11,1:57.582,+2.678,+0.153,142.5,13,DW Racing,PLATINUM,,,SR10 XXR,,,,,,,,,,,,Ben,CAISLEY,,,GBR,,,,,,,
8,15,15,1:59.633,+4.729,+2.051,140.0,16,TTR,PRO 1500,,,SR3 XX 1500,,,,,,,,,,,,Amir,FEYZULIN,,,UAE,,,,,,,
9,14,18,2:00.093,+5.189,+0.460,139.5,18,RSR,PRO 1500,,,SR3 XXR 1500,,,,,,,,,,,,John,MACLEOD,,,GBR,,,,,,,
10,47,12,2:01.095,+6.191,+1.002,138.3,16,Valour Racing,PRO 1500,,,SR3 XXR 1500,,,,,,,,,,,,Rob,GREENWOOD,,,GBR,,,,,,,
11,80,15,2:01.583,+6.679,+0.488,137.8,16,DW Racing,PRO 1500,,,SR3 XXR 1500,,,,,,,,,,,,Peter,TYLER,,,GBR,,,,,,,
12,63,14,2:02.444,+7.540,+0.861,136.8,14,Valour Racing,PLATINUM,,,SR10,,,,,,,,,,,,Jim,BOOTH,,,USA,,,,,,,
13,24,16,2:02.676,+7.772,+0.232,136.5,16,DW Racing,PLATINUM,,,SR10 XXR,,,,,,,,,,,,Gregg,GORSKI,,,USA,,,,,,,
14,46,3,2:04.847,+9.943,+2.171,134.2,8,Radical Sweden,PRO 1500,,,SR3 XX 1500,,,,,,,,,,,,Mikael,BERN,,,SWE,,,,,,,
15,911,12,2:05.469,+10.565,+0.622,133.5,14,Marbella Motorsport,PRO 1500,,,SR3 XXR 1500,,,,,,,,,,,,Erlend,Juan OLSEN,,,NOR,,,,,,,
16,31,15,2:05.763,+10.859,+0.294,133.2,16,Radical Canada,PRO 1340,,,SR3 RSX 1340,,,,,,,,,,,,Matt,GRAHAM,,,CAN,,,,,,,
17,21,14,2:06.805,+11.901,+1.042,132.1,16,Valour Racing,PRO 1500,,,SR3 XX 1500,,,,,,,,,,,,Jack,YANG,,,CHI,,,,,,,
18,6,16,2:08.419,+13.515,+1.614,130.4,16,DW Racing,PRO 1500,,,SR3 XX 1500,,,,,,,,,,,,Rahul,PATEL,,,BMU,,,,,,,
19,34,15,2:09.349,+14.445,+0.930,129.5,15,GWR Australia,PRO 1500,,,SR3 XXR 1500,,,,,,,,,,,,Steve,CHAMPION,,,AUS,,,,,,,
20,18,10,2:10.693,+15.789,+1.344,128.2,13,RSR,PRO 1500,,,SR3 XXR 1500,,,,,,,,,,,,Mark,WILLIAMS,,,GBR,,,,,,,
21,500,3,2:12.718,+17.814,+2.025,126.2,9,DW Racing,PLATINUM,,,SR10 XXR,,,,,,,,,,,,Indy,Al MILLER,,,USA,,,,,,,
22,88,0,,,,,2,360 Racing,PLATINUM,,,SR10,,,,,,,,,,,,Jacek,ZIELONKA,,,POL,,,,,,,
