POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,11,8,1:43.461,-,-,162.0,10,Schumacher CLRT,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alessandro,GHIRETTI,,,FRA,,,,,,,
2,16,11,1:43.673,+0.212,+0.212,161.7,13,Martinet by Alméras,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Mathys,JAUBERT,,,FRA,,,,,,,
3,29,10,1:43.725,+0.264,+0.052,161.6,12,Martinet/Forestier Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Louis,ROUSSET,,,FRA,,,,,,,
4,77,11,1:43.759,+0.298,+0.034,161.6,12,CLRT Schumacher,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Louis,PERROT,,,FRA,,,,,,,
5,17,10,1:43.896,+0.435,+0.137,161.4,12,Martinet by Alméras,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Victor,BERNIER,,,FRA,,,,,,,
6,74,9,1:44.045,+0.584,+0.149,161.1,11,ABM,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marvin,KLEIN,,,FRA,,,,,,,
7,99,11,1:44.180,+0.719,+0.135,160.9,12,Schumacher CLRT,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marcus,AMAND,,,FRA,,,,,,,
8,33,9,1:44.262,+0.801,+0.082,160.8,10,CLRT Schumacher,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Paul,CAUHAUPE,,,FRA,,,,,,,
9,2,4,1:44.511,+1.050,+0.249,160.4,11,TFT Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Benjamin,PAQUE,,,BEL,,,,,,,
10,21,12,1:45.044,+1.583,+0.533,159.6,14,ABM,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marc,GUILLOT,,,FRA,,,,,,,
11,14,5,1:45.167,+1.706,+0.123,159.4,12,Martinet by Alméras,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Fernando,MONJE,,,ESP,,,,,,,
12,7,11,1:45.205,+1.744,+0.038,159.4,15,Racing Technology,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jérôme,BOULLERY,,,FRA,,,,,,,
13,27,13,1:45.522,+2.061,+0.317,158.9,13,Martinet/Forestier Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marlon,HERNANDEZ,,,FRA,,,,,,,
14,88,12,1:45.696,+2.235,+0.174,158.6,15,Schumacher CLRT,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jean-Philippe,GAMBARO,,,FRA,,,,,,,
15,44,10,1:45.987,+2.526,+0.291,158.2,14,Racing Technology,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Cyril,CAILLO,,,FRA,,,,,,,
16,67,11,1:46.085,+2.624,+0.098,158.0,13,TFT Racing,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jérémie,LESOUDIER,,,FRA,,,,,,,
17,5,14,1:46.230,+2.769,+0.145,157.8,14,TFT Racing,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jean-Philippe,LAMIC,,,FRA,,,,,,,
18,96,13,1:46.351,+2.890,+0.121,157.6,13,TFT Racing,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jordan,BOISSON,,,FRA,,,,,,,
19,81,13,1:46.481,+3.020,+0.130,157.4,14,Debard Automobiles by Racetivity,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Eric,DEBARD,,,FRA,,,,,,,
20,66,15,1:48.063,+4.602,+1.582,155.1,15,ABM,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Gilles,COLOMBANI,,,FRA,,,,,,,
