POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,11,Classified,18,31:42.343,-,-,7,1:44.918,159.8,Schumacher CLRT,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alessandro,GHIRETTI,,,FRA,,,,,,,
2,16,Classified,18,31:54.835,+12.492,+12.492,4,1:45.463,159.0,Martinet by Alméras,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Mathys,JAUBERT,,,FRA,,,,,,,
3,77,Classified,18,31:55.390,+13.047,+0.555,7,1:45.634,158.7,CLRT Schumacher,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Louis,PERROT,,,FRA,,,,,,,
4,74,Classified,18,31:59.765,+17.422,+4.375,3,1:45.525,158.9,ABM,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marvin,KLEIN,,,FRA,,,,,,,
5,17,Classified,18,32:00.363,+18.020,+0.598,6,1:45.564,158.8,Martinet by Alméras,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Victor,BERNIER,,,FRA,,,,,,,
6,29,Classified,18,32:01.137,+18.794,+0.774,5,1:45.504,158.9,Martinet/Forestier Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Louis,ROUSSET,,,FRA,,,,,,,
7,2,Classified,18,32:01.277,+18.934,+0.140,6,1:45.597,158.8,TFT Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Benjamin,PAQUE,,,BEL,,,,,,,
8,99,Classified,18,32:03.922,+21.579,+2.645,8,1:45.694,158.6,Schumacher CLRT,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marcus,AMAND,,,FRA,,,,,,,
9,33,Classified,18,32:08.617,+26.274,+4.695,7,1:45.707,158.6,CLRT Schumacher,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Paul,CAUHAUPE,,,FRA,,,,,,,
10,21,Classified,18,32:11.747,+29.404,+3.130,4,1:46.567,157.3,ABM,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marc,GUILLOT,,,FRA,,,,,,,
11,14,Classified,18,32:12.359,+30.016,+0.612,7,1:46.315,157.7,Martinet by Alméras,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Fernando,MONJE,,,ESP,,,,,,,
12,7,Classified,18,32:14.054,+31.711,+1.695,7,1:46.241,157.8,Racing Technology,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jérôme,BOULLERY,,,FRA,,,,,,,
13,27,Classified,18,32:15.848,+33.505,+1.794,7,1:46.496,157.4,Martinet/Forestier Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marlon,HERNANDEZ,,,FRA,,,,,,,
14,44,Classified,18,32:36.217,+53.874,+20.369,10,1:47.279,156.3,Racing Technology,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Cyril,CAILLO,,,FRA,,,,,,,
15,88,Classified,18,32:37.517,+55.174,+1.300,10,1:47.335,156.2,Schumacher CLRT,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jean-Philippe,GAMBARO,,,FRA,,,,,,,
16,67,Classified,18,32:38.551,+56.208,+1.034,6,1:47.805,155.5,TFT Racing,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jérémie,LESOUDIER,,,FRA,,,,,,,
17,96,Classified,18,32:39.590,+57.247,+1.039,11,1:47.377,156.1,TFT Racing,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jordan,BOISSON,,,FRA,,,,,,,
18,81,Classified,18,32:51.389,+1:09.046,+11.799,6,1:47.695,155.7,Debard Automobiles by Racetivity,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Eric,DEBARD,,,FRA,,,,,,,
19,66,Classified,18,33:00.459,+1:18.116,+9.070,6,1:48.250,154.9,ABM,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Gilles,COLOMBANI,,,FRA,,,,,,,
20,5,Classified,17,31:48.668,1 Lap,1 Lap,4,1:47.455,156.0,TFT Racing,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jean-Philippe,LAMIC,,,FRA,,,,,,,
