POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,3,13,2:20.331,-,-,179.7,14,SSR Huber Racing,,,,,,,,,,,,,,,,Laurin,Heinrich,,,DEU,,,,,,,
2,14,12,2:20.643,+0.312,+0.312,179.3,14,SSR Huber Racing,,TP,,,,,,,,,,,,,,Morris,Schuring,,,NLD,,,,,,,
3,25,15,2:21.015,+0.684,+0.372,178.8,17,Team GP Elite,,,,,,,,,,,,,,,,Larry,Voorde,,,NLD,,,,,,,
4,57,12,2:21.116,+0.785,+0.101,178.7,14,Huber Racing,,,,,,,,,,,,,,,,Rudy,Buren,,,NLD,,,,,,,
5,24,16,2:21.244,+0.913,+0.128,178.5,17,Team GP Elite,,,,,,,,,,,,,,,,Max,Splunteren,,,NLD,,,,,,,
6,94,16,2:21.311,+0.980,+0.067,178.4,16,IronForce Racing by Phoenix,,,,,,,,,,,,,,,,Dylan,Pereira,,,LUX,,,,,,,
7,26,17,2:21.556,+1.225,+0.245,178.1,19,Team GP Elite,,,,,,,,,,,,,,,,Jesse,Kuijk,,,NLD,,,,,,,
8,8,20,2:21.571,+1.240,+0.015,178.1,21,Fach Auto Tech,Rookie,TP,,,,,,,,,,,,,,Alexander,Fach,,,CHE,,,,,,,
9,29,18,2:21.676,+1.345,+0.105,178.0,20,GP Elite,Rookie,TP,,,,,,,,,,,,,,Huub,Eijndhoven,,,NLD,,,,,,,
10,4,14,2:21.679,+1.348,+0.003,178.0,16,Black Falcon,,TP,,,,,,,,,,,,,,Loek,Hartog,,,NLD,,,,,,,
11,99,13,2:21.886,+1.555,+0.207,177.7,16,Allied-Racing,,TP,,,,,,,,,,,,,,Bastian,Buus,,,DNK,,,,,,,
12,28,15,2:21.886,+1.555,+0.000,177.7,18,GP Elite,,,,,,,,,,,,,,,,Lucas,Groeneveld,,,NLD,,,,,,,
13,9,14,2:21.953,+1.622,+0.067,177.6,15,Fach Auto Tech,Rookie,TP,,,,,,,,,,,,,,Lorcan,Hanafin,,,GBR,,,,,,,
14,75,15,2:22.126,+1.795,+0.173,177.4,16,Huber Racing,Rookie,TP,,,,,,,,,,,,,,Ariel,Levi,,,ISR,,,,,,,
15,92,13,2:22.133,+1.802,+0.007,177.4,15,SSR Huber Racing,,,,,,,,,,,,,,,,Michael,Ammermüller,,,DEU,,,,,,,
16,23,17,2:22.248,+1.917,+0.115,177.3,20,CarTech Motorsport by Nigrin,,,,,,,,,,,,,,,,Lukas,Ertl,,,DEU,,,,,,,
17,31,15,2:22.343,+2.012,+0.095,177.1,19,HRT Performance,Rookie,,,,,,,,,,,,,,,Sebastian,Freymuth,,,DEU,,,,,,,
18,95,14,2:22.491,+2.160,+0.148,177.0,16,IronForce Racing by Phoenix,,,,,,,,,,,,,,,,Richard,Wagner,,,DEU,,,,,,,
19,27,18,2:22.509,+2.178,+0.018,176.9,19,GP Elite,,,,,,,,,,,,,,,,Daan,Kuijk,,,NLD,,,,,,,
20,96,15,2:22.910,+2.579,+0.401,176.4,16,IronForce Racing by Phoenix,ProAm,,,,,,,,,,,,,,,Jan,Slooten,,,DEU,,,,,,,
21,84,18,2:23.240,+2.909,+0.330,176.0,19,CarTech Motorsport by Nigrin,ProAm,,,,,,,,,,,,,,,Ahmad,Alshehab,,,KWT,,,,,,,
22,6,20,2:23.264,+2.933,+0.024,176.0,20,Black Falcon,ProAm,,,,,,,,,,,,,,,Carlos,Rivas,,,LUX,,,,,,,
23,13,14,2:23.426,+3.095,+0.162,175.8,17,Allied-Racing,Rookie,TP,,,,,,,,,,,,,,Alexander,Tauscher,,,DEU,,,,,,,
24,5,16,2:23.542,+3.211,+0.116,175.7,16,Black Falcon,ProAm,,,,,,,,,,,,,,,Sören,Spreng,,,DEU,,,,,,,
25,2,17,2:23.882,+3.551,+0.340,175.2,19,Huber Racing,ProAm,,,,,,,,,,,,,,,Georgi,Donchev,,,BGR,,,,,,,
26,98,4,2:23.925,+3.594,+0.043,175.2,15,HP Racing International,Rookie,,,,,,,,,,,,,,,Jan,Seyffert,,,DEU,,,,,,,
27,20,17,2:24.225,+3.894,+0.300,174.8,19,HP Racing International,,,,,,,,,,,,,,,,Harald,Proczyk,,,AUT,,,,,,,
28,7,17,2:25.450,+5.119,+1.225,173.4,18,Fach Auto Tech,ProAm,,,,,,,,,,,,,,,Christof,Langer,,,DEU,,,,,,,
29,44,18,2:25.721,+5.390,+0.271,173.0,20,ID Racing,Rookie,,,,,,,,,,,,,,,Jonas,Greif,,,DEU,,,,,,,
30,40,16,2:26.011,+5.680,+0.290,172.7,16,ID Racing,,,,,,,,,,,,,,,,Jukka,Honkavuori,,,FIN,,,,,,,
31,10,16,2:26.975,+6.644,+0.964,171.6,18,HRT Performance,ProAm,,,,,,,,,,,,,,,Matthias,Jeserich,,,DEU,,,,,,,
32,69,18,2:28.347,+8.016,+1.372,170.0,21,HRT Performance,ProAm,,,,,,,,,,,,,,,Holger,Harmsen,,,DEU,,,,,,,
