POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,3,8,2:19.880,-,-,180.3,9,SSR Huber Racing,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Laurin,Heinrich,,,DEU,,,,,,,
2,14,8,2:19.895,+0.015,+0.015,180.2,10,SSR Huber Racing,,TP,,Porsche 911 GT3 Cup,,,,,,,,,,,,Morris,Schuring,,,NLD,,,,,,,
3,25,7,2:19.999,+0.119,+0.104,180.1,9,Team GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Larry,Ten Voorde,,,NLD,,,,,,,
4,4,8,2:20.107,+0.227,+0.108,180.0,10,Black Falcon,,TP,,Porsche 911 GT3 Cup,,,,,,,,,,,,Loek,Hartog,,,NLD,,,,,,,
5,94,9,2:20.188,+0.308,+0.081,179.9,9,IronForce Racing by Phoenix,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Dylan,Pereira,,,LUX,,,,,,,
6,9,9,2:20.323,+0.443,+0.135,179.7,11,Fach Auto Tech,Rookie,TP,,Porsche 911 GT3 Cup,,,,,,,,,,,,Lorcan,Hanafin,,,GBR,,,,,,,
7,92,9,2:20.373,+0.493,+0.050,179.6,10,SSR Huber Racing,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Michael,Ammermüller,,,DEU,,,,,,,
8,99,3,2:20.573,+0.693,+0.200,179.4,10,Allied-Racing,,TP,,Porsche 911 GT3 Cup,,,,,,,,,,,,Bastian,Buus,,,DNK,,,,,,,
9,57,8,2:20.593,+0.713,+0.020,179.3,9,Huber Racing,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Rudy,Van Buren,,,NLD,,,,,,,
10,24,8,2:20.690,+0.810,+0.097,179.2,10,Team GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Max,Van Splunteren,,,NLD,,,,,,,
