POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,19,8,2:20.286,-,-,179.7,9,Martinet by Alméras,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Dorian,BOCCOLACCI,,,FRA,,,,,,,
2,99,8,2:20.600,+0.314,+0.314,179.3,10,CLRT,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marvin,KLEIN,,,FRA,,,,,,,
3,74,8,2:20.684,+0.398,+0.084,179.2,10,ABM,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Victor,BLUGEON,,,FRA,,,,,,,
4,29,3,2:20.871,+0.585,+0.187,179.0,9,TFT Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Louis,PERROT,,,FRA,,,,,,,
5,33,8,2:20.946,+0.660,+0.075,178.9,10,CLRT,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Evan,SPENLE,,,FRA,,,,,,,
6,999,4,2:21.320,+1.034,+0.374,178.4,9,Allied-Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Bastian,BUUS,,,DNK,,,,,,,
7,23,3,2:21.583,+1.297,+0.263,178.1,9,Pierre Martinet by Alméras,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Aaron,LOVE,,,AUS,,,,,,,
8,7,8,2:22.088,+1.802,+0.505,177.5,10,Racing Technology,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jérome,BOULLERY,,,FRA,,,,,,,
9,11,8,2:22.383,+2.097,+0.295,177.1,9,Racing Technology,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Syvain,NOËL,,,FRA,,,,,,,
10,53,8,2:22.675,+2.389,+0.292,176.7,10,Martinet by Alméras,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Arthur,MATHIEU,,,FRA,,,,,,,
11,59,8,2:22.948,+2.662,+0.273,176.4,10,IMSA Performance,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Maxence,MAURICE,,,FRA,,,,,,,
12,88,10,2:22.983,+2.697,+0.035,176.3,11,CLRT,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Ugo,GAZIL,,,FRA,,,,,,,
13,24,5,2:22.992,+2.706,+0.009,176.3,9,Pierre Martinet by Alméras,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Mathieu,MARTINS,,,FRA,,,,,,,
14,15,9,2:23.034,+2.748,+0.042,176.3,10,Dinamic Motorsport,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Philipp,SAGER,,,AUS,,,,,,,
15,44,8,2:23.187,+2.901,+0.153,176.1,10,CLRT,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Clément,MATEU,,,FRA,,,,,,,
16,38,3,2:24.290,+4.004,+1.103,174.7,9,ABM,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sébastien,DUSSOLLIET,,,FRA,,,,,,,
17,73,7,2:24.974,+4.688,+0.684,173.9,8,ABM,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sébastien,POISSON,,,FRA,,,,,,,
18,22,7,2:25.818,+5.532,+0.844,172.9,9,Martinet by Alméras,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alessandro,GHIRETTI,,,FRA,,,,,,,
19,16,9,2:28.751,+8.465,+2.933,169.5,9,Dinamic Motorsport,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Simone,IAQUINTA,,,ITA,,,,,,,
,13,7,2:32.410,,,165.4,9,Allied-Racing,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alexander,TAUSCHER,,,DEU,,,,,,,
,666,6,2:33.221,,,164.6,8,ABM,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Stéphane,LOUARD,,,FRA,,,,,,,
,28,3,2:33.576,,,164.2,9,TFT Racing,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Patrick,CHARLAIX,,,FRA,,,,,,,
,911,2,2:33.655,,,164.1,10,Pierre Martinet by Alméras,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Christophe,LAPIERRE,,,FRA,,,,,,,
