POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,19,12,2:21.541,-,-,178.1,13,Parker Revs Motorsport,Pro,,,,,,,,,,,,,,,Harry,King,,,GBR,KIN,,,,,,
2,2,12,2:22.050,+0.509,+0.509,177.5,15,Team GP Elite,Pro,,,,,,,,,,,,,,,Ghislain,Cordeel,,,BEL,COR,,,,,,
3,30,11,2:22.247,+0.706,+0.197,177.3,15,August Racing by NGT Racing,Pro,,,,,,,,,,,,,,,Maxime,Soulet,,,BEL,SOU,,,,,,
4,28,5,2:22.558,+1.017,+0.311,176.9,15,#TeamPGZ by RedAnt Racing,Pro,,,,,,,,,,,,,,,Xavier,Maassen,,,NLD,MAA,,,,,,
5,777,5,2:22.736,+1.195,+0.178,176.6,15,#TeamPGZ by RedAnt Racing,Pro,,,,,,,,,,,,,,,Sam,Dejonghe,,,BEL,DEJ,,,,,,
6,31,9,2:22.888,+1.347,+0.152,176.5,14,PG Motorsport,Pro,,,,,,,,,,,,,,,Sebastian,Freymuth,,,DEU,FRE,,,,,,
7,54,3,2:22.965,+1.424,+0.077,176.4,14,Q1 Trackracing,ProAm,,,,,,,,,,,,,,,Jan,Lauryssen,,,BEL,LAU,,,,,,
8,9,9,2:22.983,+1.442,+0.018,176.3,13,PG Motorsport,Pro,,,,,,,,,,,,,,,Rik,Koen,,,NLD,KOE,,,,,,
9,15,4,2:23.152,+1.611,+0.169,176.1,15,NGT Racing,Pro,,,,,,,,,,,,,,,Glenn,Van Parijs,,,BEL,PAR,,,,,,
10,99,13,2:23.461,+1.920,+0.309,175.8,13,Belgium Racing Team,Pro,,,,,,,,,,,,,,,Dylan,Derdaele,,,BEL,DER,,,,,,
11,7,9,2:24.131,+2.590,+0.670,174.9,14,Speedlover,ProAm,,,,,,,,,,,,,,,Didier,Glorieux,,,FRA,GLO,,,,,,
12,14,11,2:24.335,+2.794,+0.204,174.7,15,JW Raceservice,Pro,,,,,,,,,,,,,,,Lucas,Van Eijndhoven,,,NLD,VAN,,,,,,
13,24,7,2:25.409,+3.868,+1.074,173.4,14,NGT Racing,Am,,,,,,,,,,,,,,,Stijn,Lowette,,,BEL,LOW,,,,,,
14,33,12,2:25.829,+4.288,+0.420,172.9,16,DUWO Racing,Am,,,,,,,,,,,,,,,Sebastien,Lajoux,,,FRA,LAJ,,,,,,
15,13,5,2:26.369,+4.828,+0.540,172.3,13,Baporo Motorsport,Am,,,,,,,,,,,,,,,Joan,Vinyes,,,AND,VIN,,,,,,
16,17,14,2:26.449,+4.908,+0.080,172.2,15,Speedlover,Am,,,,,,,,,,,,,,,Willem,Meulders,,,BEL,MEU,,,,,,
17,10,14,2:26.684,+5.143,+0.235,171.9,15,Speedlover,Am,,,,,,,,,,,,,,,Philip,Wils,,,BEL,WILL,,,,,,
18,21,7,2:26.721,+5.180,+0.037,171.9,15,#TeamPGZ by RedAnt Racing,ProAm,,,,,,,,,,,,,,,Tom,Boonen,,,BEL,BOO,,,,,,
19,911,6,2:27.357,+5.816,+0.636,171.1,14,#TeamPGZ by RedAnt Racing,Am,,,,,,,,,,,,,,,Luc,Vanderfeesten,,,NLD,VDF,,,,,,
20,97,13,2:29.552,+8.011,+2.195,168.6,13,Belgium Racing Team,ProAm,,,,,,,,,,,,,,,Koen,Wauters,,,BEL,WAU,,,,,,
21,25,6,2:30.479,+8.938,+0.927,167.6,10,JW Raceservice,Am,,,,,,,,,,,,,,,Sven,Van Laere,,,BEL,LAE,,,,,,
22,917,9,2:37.890,+16.349,+7.411,159.7,12,Parker Revs Motorsport,Am,,,,,,,,,,,,,,,Jeroen,Kreeft,,,NLD,KRE,,,,,,
