POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,2,3,2:49.761,-,-,148.5,5,Garage Terriou,FC1,,,Porsche 911,,,,,,,,,,,,,TERRIOU,,,FRA,,,,,,,
2,92,4,2:51.528,+1.767,+1.767,147.0,10,Swiss Wheels Swappers,FC1,,,Porsche 964 RS,,,,,,,,,,,,,TORRES,,,CHE,,,,,,,
3,30,8,2:54.367,+4.606,+2.839,144.6,10,GT Ride,FC1,,,Porsche 964 RSR,,,,,,,,,,,,,GARRET,,,FRA,,,,,,,
4,93,8,2:58.918,+9.157,+4.551,140.9,9,MVRacing,FC1,,,Porsche 911 SC,,,,,,,,,,,,,DECULTOT / MATHON,,,FRA,,,,,,,
5,91,9,3:00.878,+11.117,+1.960,139.4,9,Team Hulk Racing,FC2,,,Porsche 944 S,,,,,,,,,,,,,MAUDUIT / LACROIX,,,L / B,,,,,,,
6,9,8,3:01.674,+11.913,+0.796,138.8,10,Ferdinand Racing Team,FC1,,,Porsche 964 RS,,,,,,,,,,,,,DRO,,,FRA,,,,,,,
7,76,9,3:02.174,+12.413,+0.500,138.4,9,JC Retro Racing,FC2,,,Porsche 968 CS,,,,,,,,,,,,,CARVALHEIRO / NAIVIN,,,FRA,,,,,,,
8,44,7,3:03.268,+13.507,+1.094,137.6,9,Team JMCE,FC2,,,Porsche 944 S2,,,,,,,,,,,,,LICOPS,,,BEL,,,,,,,
9,56,8,3:03.775,+14.014,+0.507,137.2,10,FlatSix Le Mans RT,FC1,,,Porsche 911 SC,,,,,,,,,,,,,GAULTIER / LE FLEM,,,FRA,,,,,,,
10,18,6,3:04.249,+14.488,+0.474,136.8,8,Ravé Classic,FCT,,,Porsche 944 Turbo Cup,,,,,,,,,,,,,BOYER,,,FRA,,,,,,,
11,69,6,3:04.321,+14.560,+0.072,136.8,7,Terriou Racing,FC2,,,Porsche 911 3.0 SC,,,,,,,,,,,,,L'EPLATTENIER,,,FRA,,,,,,,
12,77,6,3:04.949,+15.188,+0.628,136.3,8,Air Cooled Racing Team,FC2,,,Porsche 911 3.0 l,,,,,,,,,,,,,DEBY / BELKREIR,,,LUX,,,,,,,
13,5,9,3:05.015,+15.254,+0.066,136.3,10,Juracing Team,FC1,,,Porsche 911 2.8 RSR,,,,,,,,,,,,,RAMOUSSE,,,FRA,,,,,,,
14,23,9,3:05.203,+15.442,+0.188,136.1,9,GHC,FC2,,,Porsche 968 CS,,,,,,,,,,,,,LES,,,BEL,,,,,,,
15,75,7,3:05.523,+15.762,+0.320,135.9,9,Parisians Cars Racing Team,FC2,,,Porsche 911 SC,,,,,,,,,,,,,SERRES / PUECHAVY,,,FRA,,,,,,,
16,72,3,3:05.852,+16.091,+0.329,135.7,9,FLV Associés,FC2,,,Porsche 911 3.0 SC,,,,,,,,,,,,,MATHIEU / MONOT,,,FRA,,,,,,,
17,22,4,3:06.854,+17.093,+1.002,134.9,10,BG-BC,FC2,,,Porsche 911 3.2 l,,,,,,,,,,,,,GAYER / PAULEN,,,FRA,,,,,,,
18,7,7,3:07.188,+17.427,+0.334,134.7,10,Team Brunel,FC1,,,Porsche 993 C2,,,,,,,,,,,,,BRUNEL / BRUNEL,,,FRA,,,,,,,
19,198,4,3:07.416,+17.655,+0.228,134.5,10,JH Racing Team,FC1,,,Porsche 964 C2,,,,,,,,,,,,,HARDONNIERE,,,FRA,,,,,,,
20,24,9,3:07.598,+17.837,+0.182,134.4,9,Heritage Events Cars,FC1,,,Porsche 964 RS,,,,,,,,,,,,,BEECKMAN,,,BEL,,,,,,,
21,8,10,3:08.963,+19.202,+1.365,133.4,10,Duval's,FC1,,,Porsche 964 C2,,,,,,,,,,,,,DUVAL / DUVAL,,,FRA,,,,,,,
22,68,7,3:11.318,+21.557,+2.355,131.8,9,Garage du Centre,FC2,,,Porsche 968,,,,,,,,,,,,,SALERNO,,,FRA,,,,,,,
23,924,6,3:14.974,+25.213,+3.656,129.3,9,JS Speed Shop,FC2,,,Porsche 924 S,,,,,,,,,,,,,SALVA / MORISSET,,,FRA,,,,,,,
24,4,4,3:17.235,+27.474,+2.261,127.8,6,CAS Racing,FC2,,,Porsche 968 CS,,,,,,,,,,,,,DUDEL,,,FRA,,,,,,,
25,224,2,3:18.149,+28.388,+0.914,127.2,2,Heritage Events Cars,FC1,,,Porsche 968 CS,,,,,,,,,,,,,DENIS,,,BEL,,,,,,,
26,99,7,3:18.592,+28.831,+0.443,127.0,9,Sportswagen Zentrum Eifel,FC3,,,Porsche 924,,,,,,,,,,,,,ZENSEN / IRNICH,,,DEU,,,,,,,
27,67,9,3:30.701,+40.940,+12.109,119.7,9,Garage du Centre,FC3,,,Porsche 924,,,,,,,,,,,,,MATTER,,,FRA,,,,,,,
28,27,7,3:32.604,+42.843,+1.903,118.6,9,Leader,FC3,,,Porsche 924,,,,,,,,,,,,,RUNG / DESLAURIER,,,D / F,,,,,,,
