POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,83,10,2:19.127,-,-,181.2,10,JMB Classic,LMP2,,,Porsche  RS Spyder  2008,,,,,,,,,,,,François,PERRODO,,,FRA,,,,,,,
2,5,10,2:21.573,+2.446,+2.446,178.1,12,Race Performance,LMP1,,,Lola  B07/18 2007,,,,,,,,,,,,Michel,FREY,,,SUI,,,,,,,
3,37,9,2:22.720,+3.593,+1.147,176.7,10,Race Performance,LMP1,,,Lola  B06/10 2007,,,,,,,,,,,,Marcel,AEBI,,,SUI,,,,,,,
4,28,12,2:22.834,+3.707,+0.114,176.5,12,IDEC SPORT,LMP2,,,Ligier  JS P2 2014,,,,,,,,,,,,Alexandre,LEROY,,,FRA,,,,,,,
5,21,11,2:22.846,+3.719,+0.012,176.5,12,JMB Classic,INV,,,Pescarolo  01 2008,,,,,,,,,,,,Jean-Baptiste,LAHAYE,,,FRA,,,,,,,
6,18,3,2:23.078,+3.951,+0.232,176.2,10,Rinaldi Racing,LMP2,,,Ligier  JS P2 2014,,,,,,,,,,,,Michael,DOPPELMAYR,,,AUT,,,,,,,
7,35,3,2:24.414,+5.287,+1.336,174.6,10,Rinaldi Racing,LMP2,,,Ligier  JS P2 2014,,,,,,,,,,,,Pierre,EHRET,,,GER,,,,,,,
8,6,11,2:26.703,+7.576,+2.289,171.9,12,BBM Sport,LMP1,,,Peugeot 908 2011,,,,,,,,,,,,Stuart,WILTSHIRE,,,GBR,,,,,,,
9,8,8,2:27.384,+8.257,+0.681,171.1,12,BBM Sport,LMP1,,,Peugeot 908 HDI FAP 2008,,,,,,,,,,,,Kriton,LENTOUDIS,,,GRE,,,,,,,
10,46,9,2:29.192,+10.065,+1.808,169.0,9,Front Row Racing,LMP2,,,Oreca  05 2015,,,,,,,,,,,,Evgeny,KIREEV,,,CYP,,,,,,,
11,41,9,2:29.787,+10.660,+0.595,168.3,10,Greaves Motorsport,LMP2,,,Gibson 015 S 2015,,,,,,,,,,,,David,CHENG,,,USA,,,,,,,
12,4,5,2:32.966,+13.839,+3.179,164.8,6,BBM Sport,LMP1,,,Peugeot 908 HDI FAP 2008,,,,,,,,,,,,Shaun,LYNN,,,GBR,,,,,,,
13,47,8,2:32.969,+13.842,+0.003,164.8,10,JWA Motorsport,LMP2,,,Morgan  Nissan  2012,,,,,,,,,,,,Andy,CUMMINGS,,,GBR,,,,,,,
14,98,7,2:33.083,+13.956,+0.114,164.7,9,Motorsport 98,LMP1,,,OAK-Pescarolo 1 2012,,,,,,,,,,,,Eric,DE DONCKER,,,BEL,,,,,,,
15,39,3,2:34.479,+15.352,+1.396,163.2,10,WA Motorsport,LMP2,,,Honda HPD ARX 04 2015,,,,,,,,,,,,Mark,DRAIN,,,GBR,,,,,,,
16,25,9,2:38.704,+19.577,+4.225,158.9,9,Fanta Racing Legend by code classic,LMGTE,,,Aston Martin Vantage AMR 2020,,,,,,,,,,,,Franz,WUNDERLICH,,,GER,,,,,,,
17,13,9,2:47.478,+28.351,+8.774,150.6,9,Komo-TeC GmbH,LMGTE,,,Lotus  Evora GTE 2011,,,,,,,,,,,,Prof. Wolfgang,HENSELER,,,GER,,,,,,,
