POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,8,Classified,19,41:20.386,-,-,4,2:08.392,196.4,BBM Sport,LMP1,,,Peugeot 908 HDI FAP 2008,,,,,,,,,,,,Kriton,LENTOUDIS,,,GRE,,,,,,,
2,5,Classified,19,41:42.911,+22.525,+22.525,2,2:10.749,192.8,Race Performance,LMP1,,,Lola  B07/18 2007,,,,,,,,,,,,Michel,FREY,,,SUI,,,,,,,
3,83,Classified,19,42:18.820,+58.434,+0.727,17,2:10.008,193.9,JMB Classic,LMP2,,,Porsche  RS Spyder  2008,,,,,,,,,,,,François,PERRODO,,,FRA,,,,,,,
4,37,Classified,19,42:22.320,+1:01.934,+3.500,6,2:12.011,191.0,Race Performance,LMP1,,,Lola  B06/10 2007,,,,,,,,,,,,Marcel,AEBI,,,SUI,,,,,,,
5,47,Classified,18,40:58.748,1 Lap,1 Lap,13,2:14.316,187.7,JWA Motorsport,LMP2,,,Morgan  Nissan  2012,,,,,,,,,,,,Andy,CUMMINGS,,,GBR,,,,,,,
6,46,Classified,18,41:37.520,1 Lap,+38.772,9,2:13.081,189.5,Front Row Racing,LMP2,,,Oreca  05 2015,,,,,,,,,,,,Evgeny,KIREEV,,,CYP,,,,,,,
7,35,Classified,18,42:00.278,1 Lap,+13.262,15,2:15.233,186.4,Rinaldi Racing,LMP2,,,Ligier  JS P2 2014,,,,,,,,,,,,Pierre,EHRET,,,GER,,,,,,,
8,39,Classified,17,41:28.477,2 Laps,1 Lap,5,2:22.812,176.6,WA Motorsport,LMP2,,,Honda HPD ARX 04 2015,,,,,,,,,,,,Mark,DRAIN,,,GBR,,,,,,,
9,25,Classified,17,42:45.783,2 Laps,+1:17.306,3,2:28.701,169.6,Fanta Racing Legend by code classic,LMGTE,,,Aston Martin Vantage AMR 2020,,,,,,,,,,,,Franz,WUNDERLICH,,,GER,,,,,,,
10,41,Classified,16,36:27.691,3 Laps,1 Lap,15,2:15.327,186.3,Greaves Motorsport,LMP2,,,Gibson 015 S 2015,,,,,,,,,,,,David,CHENG,,,USA,,,,,,,
11,13,Classified,16,42:18.471,3 Laps,+5:50.780,4,2:33.297,164.5,Komo-TeC GmbH,LMGTE,,,Lotus  Evora GTE 2011,,,,,,,,,,,,Prof. Wolfgang,HENSELER,,,GER,,,,,,,
12,21,Classified,19,42:18.093,+57.707,+35.182,5,2:12.401,190.4,JMB Classic,INV,,,Pescarolo  01 2008,,,,,,,,,,,,Jean-Baptiste,LAHAYE,,,FRA,,,,,,,
13,33,Classified,18,41:47.016,1 Lap,+9.496,3,2:13.866,188.4,BBM Sport,INV,,,Lola B11/83 2011,,,,,,,,,,,,Alfie,BRIGGS,,,GBR,,,,,,,
,6,Not classified,13,29:35.100,,,9,2:12.050,190.9,BBM Sport,LMP1,,,Peugeot 908 2011,,,,,,,,,,,,Stuart,WILTSHIRE,,,GBR,,,,,,,
,18,Not classified,13,42:37.360,,,3,2:27.413,171.0,Rinaldi Racing,LMP2,,,Ligier  JS P2 2014,,,,,,,,,,,,Michael,DOPPELMAYR,,,AUT,,,,,,,
,28,Not classified,8,18:39.390,,,7,2:13.628,188.7,IDEC SPORT,LMP2,,,Ligier  JS P2 2014,,,,,,,,,,,,Alexandre,LEROY,,,FRA,,,,,,,
,4,Not classified,0,,,,0,,,BBM Sport,LMP1,,,Peugeot 908 HDI FAP 2008,,,,,,,,,,,,Shaun,LYNN,,,GBR,,,,,,,
