POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,8,10,2:05.563,-,-,200.8,11,BBM Sport,LMP1,,,Peugeot 908 HDI FAP 2008,,,,,,,,,,,,Kriton,LENTOUDIS,,,GRE,,,,,,,
2,4,10,2:06.788,+1.225,+1.225,198.9,11,BBM Sport,LMP1,,,Peugeot 908 HDI FAP 2008,,,,,,,,,,,,Shaun,LYNN,,,GBR,,,,,,,
3,5,6,2:07.869,+2.306,+1.081,197.2,9,Race Performance,LMP1,,,Lola  B07/18 2007,,,,,,,,,,,,Michel,FREY,,,SUI,,,,,,,
4,83,5,2:10.002,+4.439,+2.133,194.0,6,JMB Classic,LMP2,,,Porsche  RS Spyder  2008,,,,,,,,,,,,François,PERRODO,,,FRA,,,,,,,
5,6,10,2:10.312,+4.749,+0.310,193.5,11,BBM Sport,LMP1,,,Peugeot 908 2011,,,,,,,,,,,,Stuart,WILTSHIRE,,,GBR,,,,,,,
6,21,4,2:10.595,+5.032,+0.283,193.1,5,JMB Classic,INV,,,Pescarolo  01 2008,,,,,,,,,,,,Jean-Baptiste,LAHAYE,,,FRA,,,,,,,
7,37,9,2:10.913,+5.350,+0.318,192.6,10,Race Performance,LMP1,,,Lola  B06/10 2007,,,,,,,,,,,,Marcel,AEBI,,,SUI,,,,,,,
8,28,8,2:10.994,+5.431,+0.081,192.5,9,IDEC SPORT,LMP2,,,Ligier  JS P2 2014,,,,,,,,,,,,Alexandre,LEROY,,,FRA,,,,,,,
9,46,12,2:11.385,+5.822,+0.391,191.9,14,Front Row Racing,LMP2,,,Oreca  05 2015,,,,,,,,,,,,Evgeny,KIREEV,,,CYP,,,,,,,
10,47,10,2:12.049,+6.486,+0.664,190.9,12,JWA Motorsport,LMP2,,,Morgan  Nissan  2012,,,,,,,,,,,,Andy,CUMMINGS,,,GBR,,,,,,,
11,33,9,2:13.992,+8.429,+1.943,188.2,10,BBM Sport,INV,,,Lola B11/83 2011,,,,,,,,,,,,Alfie,BRIGGS,,,GBR,,,,,,,
12,41,6,2:14.715,+9.152,+0.723,187.2,8,Greaves Motorsport,LMP2,,,Gibson 015 S 2015,,,,,,,,,,,,David,CHENG,,,USA,,,,,,,
13,35,8,2:15.730,+10.167,+1.015,185.8,12,Rinaldi Racing,LMP2,,,Ligier  JS P2 2014,,,,,,,,,,,,Pierre,EHRET,,,GER,,,,,,,
14,39,9,2:22.798,+17.235,+7.068,176.6,11,WA Motorsport,LMP2,,,Honda HPD ARX 04 2015,,,,,,,,,,,,Mark,DRAIN,,,GBR,,,,,,,
15,18,6,2:25.416,+19.853,+2.618,173.4,12,Rinaldi Racing,LMP2,,,Ligier  JS P2 2014,,,,,,,,,,,,Michael,DOPPELMAYR,,,AUT,,,,,,,
16,25,7,2:26.727,+21.164,+1.311,171.8,11,Fanta Racing Legend by code classic,LMGTE,,,Aston Martin Vantage AMR 2020,,,,,,,,,,,,Franz,WUNDERLICH,,,GER,,,,,,,
17,13,6,2:29.513,+23.950,+2.786,168.6,10,Komo-TeC GmbH,LMGTE,,,Lotus  Evora GTE 2011,,,,,,,,,,,,Prof. Wolfgang,HENSELER,,,GER,,,,,,,
