POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,14,21,1:38.761,-,-,166.3,21,SUTEKINA RACING TEAM,,,,Sutekina Racing,,,,,,,,,,,,MIZUKI,ISHIZAKA,,,,,,,,,,
2,98,13,1:38.876,+0.115,+0.115,166.1,14,Bionic  Jack Racing,,,,Bionic  Jack Racing F111/3,,,,,,,,,,,,SOTA,OGAWA,,,,,,,,,,
3,3,19,1:38.897,+0.136,+0.021,166.1,19,SUTEKINA RACING TEAM,,,,Sutekina Racing,,,,,,,,,,,,RYUNOSUKE,SAWA,,,,,,,,,,
4,27,19,1:39.138,+0.377,+0.241,165.7,19,SUTEKINA RACING TEAM,,,,Sutekina Racing,,,,,,,,,,,,LIAM,SCEATS,,,,,,,,,,
5,97,21,1:40.523,+1.762,+1.385,163.4,22,Bionic  Jack Racing,,,,Bionic  Jack Racing F111/3,,,,,,,,,,,,ANNA,INOTSUME,,,,,,,,,,
6,44,22,1:41.759,+2.998,+1.236,161.4,24,TOKAIDENSO MD,M,,,TOKAIDENSO F111,,,,,,,,,,,,TOSHIHIRO,KUBOTA,,,,,,,,,,
7,45,17,1:42.541,+3.780,+0.782,160.2,17,PONOS  RACING,M,,,PONOS  RACING,,,,,,,,,,,,YORIKATSU,TSUJIKO,,,,,,,,,,
8,18,9,1:44.010,+5.249,+1.469,157.9,9,NILZZ Racing,M,,,NILZZ Racing,,,,,,,,,,,,,YUKI,,,,,,,,,,
9,36,20,1:46.660,+7.899,+2.650,154.0,20,SKYMOTORSPORTS,M,,,SKYMOTORSPORTS  F111/3,,,,,,,,,,,,SKY,CHEN,,,,,,,,,,
10,11,12,1:47.594,+8.833,+0.934,152.7,14,Rn-sports,M,,,47Trading with Rn-sports,,,,,,,,,,,,,MOTOKI,,,,,,,,,,
11,23,10,1:58.522,+19.761,+10.928,138.6,12,N-SPEED,M,,,S2R  Racing,,,,,,,,,,,,,YUGO,,,,,,,,,,
