POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,98,7,1:49.687,-,-,149.8,8,Bionic  Jack Racing,,,,Bionic  Jack Racing F111/3,,,,,,,,,,,,SOTA,OGAWA,,,,,,,,,,
2,3,8,1:49.995,+0.308,+0.308,149.3,8,SUTEKINA RACING TEAM,,,,Sutekina Racing,,,,,,,,,,,,RYUNOSUKE,SAWA,,,,,,,,,,
3,27,8,1:50.379,+0.692,+0.384,148.8,8,SUTEKINA RACING TEAM,,,,Sutekina Racing,,,,,,,,,,,,LIAM,SCEATS,,,,,,,,,,
4,14,8,1:51.119,+1.432,+0.740,147.8,8,SUTEKINA RACING TEAM,,,,Sutekina Racing,,,,,,,,,,,,MIZUKI,ISHIZAKA,,,,,,,,,,
5,97,8,1:52.037,+2.350,+0.918,146.6,8,Bionic  Jack Racing,,,,Bionic  Jack Racing F111/3,,,,,,,,,,,,ANNA,INOTSUME,,,,,,,,,,
6,44,8,1:52.506,+2.819,+0.469,146.0,8,TOKAIDENSO MD,M,,,TOKAIDENSO F111,,,,,,,,,,,,TOSHIHIRO,KUBOTA,,,,,,,,,,
7,11,8,1:54.553,+4.866,+2.047,143.4,8,Rn-sports,M,,,47Trading with Rn-sports,,,,,,,,,,,,,MOTOKI,,,,,,,,,,
8,45,6,1:58.893,+9.206,+4.340,138.2,6,PONOS  RACING,M,,,PONOS  RACING,,,,,,,,,,,,YORIKATSU,TSUJIKO,,,,,,,,,,
,18,7,2:01.503,,,135.2,7,NILZZ Racing,M,,,NILZZ Racing,,,,,,,,,,,,,YUKI,,,,,,,,,,
,23,6,2:02.915,,,133.6,7,N-SPEED,M,,,S2R  Racing,,,,,,,,,,,,,YUGO,,,,,,,,,,
,36,6,2:04.370,,,132.1,6,SKY MOTORSPORTS,M,,,SKY MOTORSPORTS  F111/3,,,,,,,,,,,,SKY,CHEN,,,,,,,,,,
