POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,3,Classified,15,25:05.015,-,-,4,1:37.867,167.8,SUTEKINA RACING TEAM,,,,Sutekina Racing,,,,,,,,,,,,RYUNOSUKE,SAWA,,,,,,,,,,
2,98,Classified,15,25:05.337,+0.322,+0.322,4,1:38.019,167.6,Bionic  Jack Racing,,,,Bionic  Jack Racing F111/3,,,,,,,,,,,,SOTA,OGAWA,,,,,,,,,,
3,14,Classified,15,25:18.945,+13.930,+13.608,9,1:39.155,165.7,SUTEKINA RACING TEAM,,,,Sutekina Racing,,,,,,,,,,,,MIZUKI,ISHIZAKA,,,,,,,,,,
4,27,Classified,15,25:19.973,+14.958,+1.028,9,1:39.021,165.9,SUTEKINA RACING TEAM,,,,Sutekina Racing,,,,,,,,,,,,LIAM,SCEATS,,,,,,,,,,
5,97,Classified,15,26:34.233,+1:29.218,+1:14.260,4,1:39.469,165.1,Bionic  Jack Racing,,,,Bionic  Jack Racing F111/3,,,,,,,,,,,,ANNA,INOTSUME,,,,,,,,,,
6,45,Classified,15,26:42.589,+1:37.574,+8.356,9,1:41.494,161.8,PONOS  RACING,M,,,PONOS  RACING,,,,,,,,,,,,YORIKATSU,TSUJIKO,,,,,,,,,,
7,44,Classified,15,26:47.468,+1:42.453,+4.879,8,1:41.034,162.6,TOKAIDENSO MD,M,,,TOKAIDENSO F111,,,,,,,,,,,,TOSHIHIRO,KUBOTA,,,,,,,,,,
8,11,Classified,15,26:52.677,+1:47.662,+5.209,6,1:41.871,161.3,Rn-sports,M,,,47Trading with Rn-sports,,,,,,,,,,,,,MOTOKI,,,,,,,,,,
9,18,Classified,15,27:44.507,+2:39.492,+51.830,6,1:41.811,161.3,NILZZ Racing,M,,,NILZZ Racing,,,,,,,,,,,,,YUKI,,,,,,,,,,
10,36,Classified,14,25:53.074,1 Lap,1 Lap,10,1:46.715,153.9,SKY MOTORSPORTS,M,,,SKY MOTORSPORTS  F111/3,,,,,,,,,,,,SKY,CHEN,,,,,,,,,,
11,23,Classified,14,26:01.138,1 Lap,+8.064,7,1:46.124,154.8,N-SPEED,M,,,S2R  Racing,,,,,,,,,,,,,YUGO,,,,,,,,,,
