POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,27,Classified,15,26:23.698,-,-,14,1:39.857,164.5,SUTEKINA RACING TEAM,,,,Sutekina Racing,,,,,,,,,,,,LIAM,SCEATS,,,,,,,,,,
2,14,Classified,15,26:24.518,+0.820,+0.820,14,1:39.751,164.7,SUTEKINA RACING TEAM,,,,Sutekina Racing,,,,,,,,,,,,MIZUKI,ISHIZAKA,,,,,,,,,,
3,3,Classified,15,26:26.408,+2.710,+1.890,14,1:38.372,167.0,SUTEKINA RACING TEAM,,,,Sutekina Racing,,,,,,,,,,,,RYUNOSUKE,SAWA,,,,,,,,,,
4,97,Classified,15,27:18.217,+54.519,+51.809,15,1:41.878,161.2,Bionic Jack Racing,,,,Bionic Jack Racing F111/3,,,,,,,,,,,,ANNA,INOTSUME,,,,,,,,,,
5,11,Classified,15,27:58.060,+1:34.362,+39.843,14,1:44.520,157.2,Rn-sports,M,,,47Trading with Rn-sports,,,,,,,,,,,,,MOTOKI,,,,,,,,,,
6,44,Classified,14,26:39.455,1 Lap,1 Lap,13,1:42.509,160.2,TOKAIDENSO MD,M,,,TOKAIDENSO F111,,,,,,,,,,,,TOSHIHIRO,KUBOTA,,,,,,,,,,
7,36,Classified,14,26:44.865,1 Lap,+5.410,10,1:50.917,148.1,SKY MOTORSPORTS,M,,,SKY MOTORSPORTS  F111/3,,,,,,,,,,,,SKY,CHEN,,,,,,,,,,
8,23,Classified,13,27:05.049,2 Laps,1 Lap,13,1:53.634,144.6,N-SPEED,M,,,S2R  Racing,,,,,,,,,,,,,YUGO,,,,,,,,,,
9,45,Classified,13,28:04.797,2 Laps,+59.748,2,1:49.943,149.4,PONOS  RACING,M,,,PONOS  RACING,,,,,,,,,,,,YORIKATSU,TSUJIKO,,,,,,,,,,
10,18,Classified,12,26:39.568,3 Laps,1 Lap,2,1:54.733,143.2,NILZZ Racing,M,,,NILZZ Racing,,,,,,,,,,,,,YUKI,,,,,,,,,,
,98,Not classified,7,14:08.762,,,2,1:44.500,157.2,Bionic Jack Racing,,,,Bionic Jack Racing F111/3,,,,,,,,,,,,SOTA,OGAWA,,,,,,,,,,
