POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,46,14,2:02.284,-,-,159.3,14,Central Europe Racing,Pro,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Robert,DE HAAN,,,NLD,DEH,,,,,,
2,16,14,2:02.780,+0.496,+0.496,158.7,16,Central Europe Racing,Pro,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Flynt,SCHURING,,,NLD,,,,,,,
3,55,13,2:03.171,+0.887,+0.391,158.2,14,Fire Racing,Pro,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Colin,BOENIGHAUSEN,,,DEU,,,,,,,
4,40,6,2:03.351,+1.067,+0.180,157.9,9,JS Racing,Pro,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Janne,STIAK,,,DEU,,,,,,,
5,34,14,2:03.546,+1.262,+0.195,157.7,15,DHL Team,Pro,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Theo,OEVERHAUS,,,DEU,,,,,,,
6,23,15,2:03.689,+1.405,+0.143,157.5,19,Saudi Racing,ProAm,GCC,,Porsche 992 GT3 Cup,,,,,,,,,,,,Khaled,ALAHMADI,,,SAU,,,,,,,
7,89,12,2:04.032,+1.748,+0.343,157.1,15,Team BMR,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Bashar,MARDINI,,,CAN,,,,,,,
8,5,15,2:04.036,+1.752,+0.004,157.1,17,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Soeren,SPRENG,,,DEU,,,,,,,
9,42,16,2:04.095,+1.811,+0.059,157.0,18,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Cedric,CHASSANG,,,FRA,,,,,,,
10,3,15,2:04.107,+1.823,+0.012,157.0,18,Saudi Racing,ProAm,GCC,,Porsche 992 GT3 Cup,,,,,,,,,,,,Saud,AL SAUD,,,SAU,SAL,,,,,,
11,88,13,2:04.258,+1.974,+0.151,156.8,15,R1SE Motorsport,Am,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Sebastian,GORGA,,,ITA,,,,,,,
12,84,9,2:04.478,+2.194,+0.220,156.5,16,Team Kuwait,ProAm,GCC,,Porsche 992 GT3 Cup,,,,,,,,,,,,Ahmad,AL-SHEHAB,,,KWT,AAL,,,,,,
13,99,8,2:04.838,+2.554,+0.360,156.1,8,One%,Am,GCC,,Porsche 992 GT3 Cup,,,,,,,,,,,,Jaber,AL-KHALIFA,,,BHR,JAL,,,,,,
14,22,15,2:05.247,+2.963,+0.409,155.6,17,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Timo,RECKER,,,DEU,,,,,,,
15,17,10,2:05.545,+3.261,+0.298,155.2,17,M3L Team,Am,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Mark,J. THOMAS,,,CAN,THO,,,,,,
16,66,13,2:05.927,+3.643,+0.382,154.7,13,Team Bahrain,Am,GCC,,Porsche 992 GT3 Cup,,,,,,,,,,,,Salman Bin Isa,AL-KHALIFA,,,BHR,SBI,,,,,,
