POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,46,3,2:04.087,-,-,157.0,13,Central Europe Racing,Pro,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Robert,DE HAAN,,,NLD,,,,,,,
2,34,9,2:04.114,+0.027,+0.027,157.0,9,DHL Team,Pro,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Theo,OEVERHAUS,,,DEU,,,,,,,
3,55,11,2:04.414,+0.327,+0.300,156.6,11,Fire Racing,Pro,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Colin,BOENIGHAUSEN,,,DEU,,,,,,,
4,16,4,2:04.741,+0.654,+0.327,156.2,13,Central Europe Racing,Pro,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Flynt,SCHURING,,,NLD,,,,,,,
5,23,13,2:04.806,+0.719,+0.065,156.1,14,Saudi Racing,ProAm,GCC,,Porsche 992 GT3 Cup,,,,,,,,,,,,Khaled,ALAHMADI,,,SAU,,,,,,,
6,40,9,2:04.953,+0.866,+0.147,155.9,17,JS Racing,Pro,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Janne,STIAK,,,DEU,,,,,,,
7,89,3,2:04.969,+0.882,+0.016,155.9,9,Team BMR,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Bashar,MARDINI,,,CAN,,,,,,,
8,84,10,2:05.007,+0.920,+0.038,155.9,13,Team Kuwait,ProAm,GCC,,Porsche 992 GT3 Cup,,,,,,,,,,,,Ahmad,AL-SHEHAB,,,KWT,AAL,,,,,,
9,3,15,2:05.065,+0.978,+0.058,155.8,16,Saudi Racing,ProAm,GCC,,Porsche 992 GT3 Cup,,,,,,,,,,,,Saud,AL SAUD,,,SAU,SAL,,,,,,
10,42,12,2:05.075,+0.988,+0.010,155.8,16,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Cedric,CHASSANG,,,FRA,,,,,,,
11,5,15,2:05.222,+1.135,+0.147,155.6,15,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Soeren,SPRENG,,,DEU,,,,,,,
12,88,14,2:05.547,+1.460,+0.325,155.2,14,R1SE Motorsport,Am,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Sebastian,GORGA,,,ITA,,,,,,,
13,22,16,2:05.816,+1.729,+0.269,154.9,16,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Timo,RECKER,,,DEU,,,,,,,
14,66,10,2:05.975,+1.888,+0.159,154.7,13,Team Bahrain,Am,GCC,,Porsche 992 GT3 Cup,,,,,,,,,,,,Salman Bin Isa,AL-KHALIFA,,,BHR,SBI,,,,,,
15,99,3,2:06.509,+2.422,+0.534,154.0,10,One%,Am,GCC,,Porsche 992 GT3 Cup,,,,,,,,,,,,Jaber,AL-KHALIFA,,,BHR,,,,,,,
16,17,0,,,,,0,M3L Team,Am,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Mark,J. THOMAS,,,CAN,,,,,,,
