POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,46,Classified,12,25:01.579,-,-,3,2:03.805,157.4,Central Europe Racing,Pro,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Robert,DE HAAN,,,NLD,DEH,,,,,,
2,34,Classified,12,25:02.841,+1.262,+1.262,3,2:03.975,157.2,DHL Team,Pro,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Theo,OEVERHAUS,,,DEU,,,,,,,
3,40,Classified,12,25:05.346,+3.767,+2.505,3,2:04.319,156.7,JS Racing,Pro,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Janne,STIAK,,,DEU,,,,,,,
4,84,Classified,12,25:21.115,+19.536,+15.769,3,2:05.318,155.5,Team Kuwait,ProAm,GCC,,Porsche 992 GT3 Cup,,,,,,,,,,,,Ahmad,AL-SHEHAB,,,KWT,AAL,,,,,,
5,16,Classified,12,25:22.876,+21.297,+1.761,3,2:05.120,155.7,Central Europe Racing,Pro,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Flynt,SCHURING,,,NLD,,,,,,,
6,3,Classified,12,25:34.375,+32.796,+11.499,2,2:06.574,153.9,Saudi Racing,ProAm,GCC,,Porsche 992 GT3 Cup,,,,,,,,,,,,Saud,AL SAUD,,,SAU,SAL,,,,,,
7,5,Classified,12,25:36.361,+34.782,+1.986,7,2:06.083,154.5,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Soeren,SPRENG,,,DEU,,,,,,,
8,99,Classified,12,25:37.262,+35.683,+0.901,6,2:06.581,153.9,One%,Am,GCC,,Porsche 992 GT3 Cup,,,,,,,,,,,,Jaber,AL-KHALIFA,,,BHR,JAL,,,,,,
9,66,Classified,12,25:37.696,+36.117,+0.434,9,2:06.500,154.0,Team Bahrain,Am,GCC,,Porsche 992 GT3 Cup,,,,,,,,,,,,Salman Bin Isa,AL-KHALIFA,,,BHR,SBI,,,,,,
10,42,Classified,12,25:40.374,+38.795,+2.678,5,2:06.751,153.7,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Cedric,CHASSANG,,,FRA,,,,,,,
11,17,Classified,12,25:41.075,+39.496,+0.701,5,2:05.999,154.6,M3L Team,Am,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Mark,J. THOMAS,,,CAN,THO,,,,,,
12,55,Classified,12,25:42.444,+40.865,+1.369,6,2:05.528,155.2,FIRE Racing,Pro,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Colin,BOENIGHAUSEN,,,DEU,,,,,,,
13,89,Classified,12,25:43.765,+42.186,+1.321,2,2:06.299,154.3,Team BMR,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Bashar,MARDINI,,,CAN,,,,,,,
14,23,Classified,12,25:46.438,+44.859,+2.673,6,2:05.860,154.8,Saudi Racing,ProAm,GCC,,Porsche 992 GT3 Cup,,,,,,,,,,,,Khaled,ALAHMADI,,,SAU,,,,,,,
15,88,Classified,12,25:55.939,+54.360,+9.501,2,2:06.253,154.3,R1SE Motorsport,Am,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Sebastian,GORGA,,,ITA,,,,,,,
,22,Not classified,1,2:34.694,,,0,,,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Timo,RECKER,,,DEU,,,,,,,
