POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,34,Classified,12,25:01.828,-,-,4,2:04.268,156.8,DHL Team,Pro,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Theo,OEVERHAUS,,,DEU,,,,,,,
2,55,Classified,12,25:04.299,+2.471,+2.471,3,2:04.194,156.9,FIRE Racing,Pro,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Colin,BOENIGHAUSEN,,,DEU,,,,,,,
3,46,Classified,12,25:05.800,+3.972,+1.501,3,2:04.126,157.0,Central Europe Racing,Pro,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Robert,DE HAAN,,,NLD,DEH,,,,,,
4,40,Classified,12,25:11.124,+9.296,+5.324,5,2:05.231,155.6,JS Racing,Pro,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Janne,STIAK,,,DEU,,,,,,,
5,16,Classified,12,25:12.306,+10.478,+1.182,2,2:04.756,156.2,Central Europe Racing,Pro,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Flynt,SCHURING,,,NLD,,,,,,,
6,89,Classified,12,25:17.460,+15.632,+5.154,3,2:05.375,155.4,Team BMR,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Bashar,MARDINI,,,CAN,,,,,,,
7,5,Classified,12,25:22.608,+20.780,+5.148,3,2:05.612,155.1,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Soeren,SPRENG,,,DEU,,,,,,,
8,84,Classified,12,25:23.577,+21.749,+0.969,3,2:05.678,155.0,Team Kuwait,ProAm,GCC,,Porsche 992 GT3 Cup,,,,,,,,,,,,Ahmad,AL-SHEHAB,,,KWT,AAL,,,,,,
9,23,Classified,12,25:26.735,+24.907,+3.158,3,2:05.930,154.7,Saudi Racing,ProAm,GCC,,Porsche 992 GT3 Cup,,,,,,,,,,,,Khaled,ALAHMADI,,,SAU,,,,,,,
10,88,Classified,12,25:31.681,+29.853,+4.946,3,2:06.517,154.0,R1SE Motorsport,Am,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Sebastian,GORGA,,,ITA,,,,,,,
11,42,Classified,12,25:32.819,+30.991,+1.138,2,2:06.564,153.9,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Cedric,CHASSANG,,,FRA,,,,,,,
12,3,Classified,12,25:37.880,+36.052,+5.061,3,2:06.536,154.0,Saudi Racing,ProAm,GCC,,Porsche 992 GT3 Cup,,,,,,,,,,,,Saud,AL SAUD,,,SAU,SAL,,,,,,
13,66,Classified,12,25:39.616,+37.788,+1.736,5,2:06.972,153.4,Team Bahrain,Am,GCC,,Porsche 992 GT3 Cup,,,,,,,,,,,,Salman Bin Isa,AL-KHALIFA,,,BHR,SBI,,,,,,
14,99,Classified,12,25:40.484,+38.656,+0.868,5,2:07.146,153.2,One%,Am,GCC,,Porsche 992 GT3 Cup,,,,,,,,,,,,Jaber,AL-KHALIFA,,,BHR,JAL,,,,,,
15,22,Classified,12,25:41.904,+40.076,+1.420,8,2:07.101,153.3,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Timo,RECKER,,,DEU,,,,,,,
16,17,Classified,12,25:51.390,+49.562,+9.486,3,2:07.532,152.8,M3L Team,Am,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Mark,J. THOMAS,,,CAN,THO,,,,,,
