POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,46,4,2:03.427,-,-,157.9,5,Central Europe Racing,Pro,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Robert,DE HAAN,,,NLD,DEH,,,,,,
2,55,4,2:03.526,+0.099,+0.099,157.7,4,Fire Racing,Pro,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Colin,BOENIGHAUSEN,,,DEU,,,,,,,
3,34,4,2:03.540,+0.113,+0.014,157.7,4,DHL Team,Pro,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Theo,OEVERHAUS,,,DEU,,,,,,,
4,40,5,2:03.831,+0.404,+0.291,157.3,5,JS Racing,Pro,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Janne,STIAK,,,DEU,,,,,,,
5,16,3,2:03.841,+0.414,+0.010,157.3,5,Central Europe Racing,Pro,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Flynt,SCHURING,,,NLD,,,,,,,
6,5,9,2:04.286,+0.859,+0.445,156.8,11,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Soeren,SPRENG,,,DEU,,,,,,,
7,89,4,2:04.360,+0.933,+0.074,156.7,5,Team BMR,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Bashar,MARDINI,,,CAN,,,,,,,
8,84,3,2:04.491,+1.064,+0.131,156.5,4,Team Kuwait,ProAm,GCC,,Porsche 992 GT3 Cup,,,,,,,,,,,,Ahmad,AL-SHEHAB,,,KWT,AAL,,,,,,
9,3,4,2:04.604,+1.177,+0.113,156.4,13,Saudi Racing,ProAm,GCC,,Porsche 992 GT3 Cup,,,,,,,,,,,,Saud,AL SAUD,,,SAU,SAL,,,,,,
10,23,5,2:04.720,+1.293,+0.116,156.2,13,Saudi Racing,ProAm,GCC,,Porsche 992 GT3 Cup,,,,,,,,,,,,Khaled,ALAHMADI,,,SAU,,,,,,,
11,88,4,2:04.873,+1.446,+0.153,156.0,8,R1SE Motorsport,Am,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Sebastian,GORGA,,,ITA,,,,,,,
12,42,9,2:05.011,+1.584,+0.138,155.9,11,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Cedric,CHASSANG,,,FRA,,,,,,,
13,22,9,2:05.385,+1.958,+0.374,155.4,11,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Timo,RECKER,,,DEU,,,,,,,
14,66,3,2:05.606,+2.179,+0.221,155.1,5,Team Bahrain,Am,GCC,,Porsche 992 GT3 Cup,,,,,,,,,,,,Salman Bin Isa,AL-KHALIFA,,,BHR,SBI,,,,,,
15,17,6,2:05.796,+2.369,+0.190,154.9,9,M3L Team,Am,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Mark,J. THOMAS,,,CAN,THO,,,,,,
16,99,3,2:06.212,+2.785,+0.416,154.4,4,One%,Am,GCC,,Porsche 992 GT3 Cup,,,,,,,,,,,,Jaber,AL-KHALIFA,,,BHR,JAL,,,,,,
