POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,16,9,1:43.296,-,-,162.3,11,Martinet by Alméras,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Theo,OEVERHAUS,,,GER,,,,,,,
2,74,10,1:43.942,+0.646,+0.646,161.3,11,ABM,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marvin,KLEIN,,,FRA,,,,,,,
3,33,11,1:44.132,+0.836,+0.190,161.0,13,ABM,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Paul,CAUHAUPE,,,FRA,,,,,,,
4,77,9,1:44.144,+0.848,+0.012,161.0,10,Schumacher CLRT,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Louis,PERROT,,,FRA,,,,,,,
5,18,10,1:44.244,+0.948,+0.100,160.8,12,TFT Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Keagan,MASTERS,,,ZAF,,,,,,,
6,11,12,1:44.377,+1.081,+0.133,160.6,14,Racing Technology,Pro,Rookie,R,Porsche 911 GT3 Cup,,,,,,,,,,,,Joran,LENEUTRE,,,FRA,,,,,,,
7,17,10,1:44.540,+1.244,+0.163,160.4,12,Martinet by Alméras,Pro,Rookie,R,Porsche 911 GT3 Cup,,,,,,,,,,,,Enzo,JOULIE,,,AND,,,,,,,
8,88,10,1:44.586,+1.290,+0.046,160.3,11,CLRT Schumacher,Pro,Rookie,R,Porsche 911 GT3 Cup,,,,,,,,,,,,Chester,KIEFFER,,,LUX,,,,,,,
9,47,9,1:44.597,+1.301,+0.011,160.3,12,EST1,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alexander,REIMANN,,,EST,,,,,,,
10,51,10,1:44.634,+1.338,+0.037,160.2,13,ABM,Pro,Rookie,R,Porsche 911 GT3 Cup,,,,,,,,,,,,Mathys,CAPPUCCIO,,,FRA,,,,,,,
11,2,11,1:44.742,+1.446,+0.108,160.1,12,Debard Automobiles by Racetivity,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Hugo,CHEVALIER,,,FRA,,,,,,,
12,12,3,1:44.951,+1.655,+0.209,159.7,14,TFT Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Benjamin,PAQUE,,,BEL,,,,,,,
13,7,12,1:45.176,+1.880,+0.225,159.4,15,Racing Technology,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jérôme,BOULLERY,,,FRA,,,,,,,
14,85,9,1:45.338,+2.042,+0.162,159.2,11,Schumacher CLRT,Pro,Rookie,R,Porsche 911 GT3 Cup,,,,,,,,,,,,Karen,GAILLARD,,,CHE,,,,,,,
15,21,5,1:45.378,+2.082,+0.040,159.1,15,ABM,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marc,GUILLOT,,,FRA,,,,,,,
16,44,13,1:45.622,+2.326,+0.244,158.7,15,Racing Technology,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Cyril,CAILLO,,,FRA,,,,,,,
17,3,13,1:46.218,+2.922,+0.596,157.8,15,ABM,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jean-Philippe,GAMBARO,,,FRA,,,,,,,
18,23,5,1:46.627,+3.331,+0.409,157.2,14,TFT Racing,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jordan,BOISSON,,,FRA,,,,,,,
19,81,13,1:46.672,+3.376,+0.045,157.2,14,Debard Automobiles by Racetivity,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Eric,DEBARD,,,FRA,,,,,,,
,99,9,1:43.729,,,161.6,11,CLRT Schumacher,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marcus,AMAND,,,FIN,,,,,,,
