POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,74,16,1:44.521,-,-,160.4,16,ABM,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marvin,KLEIN,,,FRA,,,,,,,
2,18,5,1:44.538,+0.017,+0.017,160.4,16,TFT Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Keagan,MASTERS,,,ZAF,,,,,,,
3,2,5,1:44.774,+0.253,+0.236,160.0,17,Racetivity,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Hugo,CHEVALIER,,,FRA,,,,,,,
4,16,4,1:44.809,+0.288,+0.035,160.0,14,Martinet by Alméras,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Theo,OEVERHAUS,,,GER,,,,,,,
5,12,4,1:44.979,+0.458,+0.170,159.7,17,TFT Racing,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Benjamin,PAQUE,,,BEL,,,,,,,
6,77,5,1:45.108,+0.587,+0.129,159.5,14,Schumacher CLRT,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Louis,PERROT,,,FRA,,,,,,,
7,11,18,1:45.121,+0.600,+0.013,159.5,19,Racing Technology,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Joran,LENEUTRE,,,FRA,,,,,,,
8,99,10,1:45.279,+0.758,+0.158,159.2,14,CLRT Schumacher,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marcus,AMAND,,,FIN,,,,,,,
9,47,6,1:45.755,+1.234,+0.476,158.5,18,EST1,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alexander,REIMANN,,,EST,,,,,,,
10,88,9,1:45.785,+1.264,+0.030,158.5,14,CLRT Schumacher,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Chester,KIEFFER,,,LUX,,,,,,,
11,33,11,1:45.900,+1.379,+0.115,158.3,18,ABM,Pro,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Paul,CAUHAUPE,,,FRA,,,,,,,
12,17,4,1:45.934,+1.413,+0.034,158.3,15,Martinet by Alméras,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Enzo,JOULIE,,,AND,,,,,,,
13,85,4,1:45.950,+1.429,+0.016,158.2,14,Schumacher CLRT,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Karen,GAILLARD,,,CHE,,,,,,,
14,7,5,1:46.103,+1.582,+0.153,158.0,17,Racing Technology,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jérôme,BOULLERY,,,FRA,,,,,,,
15,21,6,1:46.341,+1.820,+0.238,157.7,20,ABM,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marc,GUILLOT,,,FRA,,,,,,,
16,44,6,1:46.639,+2.118,+0.298,157.2,17,Racing Technology,Pro-Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Cyril,CAILLO,,,FRA,,,,,,,
17,81,5,1:46.869,+2.348,+0.230,156.9,17,Debard Automobiles by Racetivity,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Eric,DEBARD,,,FRA,,,,,,,
18,3,7,1:47.890,+3.369,+1.021,155.4,20,ABM,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jean-Philippe,GAMBARO,,,FRA,,,,,,,
19,23,4,1:48.081,+3.560,+0.191,155.1,18,TFT Racing,Am,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jordan,BOISSON,,,FRA,,,,,,,
20,51,16,1:49.656,+5.135,+1.575,152.9,18,ABM,Pro,R,,Porsche 911 GT3 Cup,,,,,,,,,,,,Mathys,CAPPUCCIO,,,FRA,,,,,,,
