POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,14,14,2:03.409,-,-,157.9,15,DHL-Team,Pro,Rookie,,Porsche 992 GT3 Cup,,,,,,,,,,,,Caleb,Sumich,,,AUS,SUM,,,,,,
2,3,15,2:03.883,+0.474,+0.474,157.3,16,Saudi Racing,Pro,,GCC,Porsche 992 GT3 Cup,,,,,,,,,,,,Saud,Al Saud,,,KSA,ALS,,,,,,
3,1,15,2:04.024,+0.615,+0.141,157.1,17,Splendid Racing,Pro,Rookie,,Porsche 992 GT3 Cup,,,,,,,,,,,,Alexandra,Vateva,,,BUL,VAT,,,,,,
4,77,9,2:04.027,+0.618,+0.003,157.1,18,Seven X Seven,Pro,Rookie,,Porsche 992 GT3 Cup,,,,,,,,,,,,Taichi,Watarai,,,JPN,WAT,,,,,,
5,13,13,2:04.043,+0.634,+0.016,157.1,14,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Sam,Shahin,,,AUS,SHA,,,,,,
6,23,16,2:04.049,+0.640,+0.006,157.1,17,Saudi Racing,Pro,,GCC,Porsche 992 GT3 Cup,,,,,,,,,,,,Khaled,Alahmadi,,,KSA,ALA,,,,,,
7,16,14,2:04.067,+0.658,+0.018,157.0,16,Intercable Racing,Pro,Rookie,,Porsche 992 GT3 Cup,,,,,,,,,,,,Max,Mutschlechner,,,ITA,MUT,,,,,,
8,42,14,2:04.177,+0.768,+0.110,156.9,16,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Cedric,Chassang,,,FRA,CHA,,,,,,
9,66,9,2:04.970,+1.561,+0.793,155.9,18,Seven X Seven,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,,Bankcy,,,JPN,BAN,,,,,,
10,17,16,2:05.452,+2.043,+0.482,155.3,16,M3L Team,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Mark J.,Thomas,,,CAN,THO,,,,,,
11,10,11,2:06.112,+2.703,+0.660,154.5,14,Mtech Competition,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Krister,Andero,,,SWE,AND,,,,,,
12,85,12,2:06.973,+3.564,+0.861,153.4,17,GT Sports Technology,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Petr,Brecka,,,CZE,BRE,,,,,,
13,9,15,2:08.518,+5.109,+1.545,151.6,18,Mtech Competition,,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Andreas,Hagen Berg,,,NOR,HAG,,,,,,
