POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,77,Classified,12,25:02.785,-,-,2,2:04.141,156.9,Seven X Seven,Pro,Rookie,,Porsche 992 GT3 Cup,,,,,,,,,,,,Taichi,Watarai,,,JPN,WAT,,,,,,
2,66,Classified,12,25:08.988,+6.203,+6.203,3,2:04.579,156.4,Seven X Seven,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,,Bankcy,,,JPN,BAN,,,,,,
3,13,Classified,12,25:11.386,+8.601,+2.398,3,2:04.840,156.1,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Sam,Shahin,,,AUS,SHA,,,,,,
4,14,Classified,12,25:12.495,+9.710,+1.109,2,2:03.461,157.8,DHL-Team,Pro,Rookie,,Porsche 992 GT3 Cup,,,,,,,,,,,,Caleb,Sumich,,,AUS,SUM,,,,,,
5,23,Classified,12,25:17.916,+15.131,+5.421,2,2:04.819,156.1,Saudi Racing,Pro,,GCC,Porsche 992 GT3 Cup,,,,,,,,,,,,Khaled,Alahmadi,,,KSA,ALA,,,,,,
6,3,Classified,12,25:22.378,+19.593,+4.462,3,2:05.035,155.8,Saudi Racing,Pro,,GCC,Porsche 992 GT3 Cup,,,,,,,,,,,,Saud,Al Saud,,,KSA,ALS,,,,,,
7,42,Classified,12,25:22.402,+19.617,+0.024,3,2:05.201,155.6,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Cedric,Chassang,,,FRA,CHA,,,,,,
8,16,Classified,12,25:23.178,+20.393,+0.776,4,2:05.576,155.2,Intercable Racing,Pro,Rookie,,Porsche 992 GT3 Cup,,,,,,,,,,,,Max,Mutschlechner,,,ITA,MUT,,,,,,
9,85,Classified,12,25:32.083,+29.298,+8.905,4,2:06.228,154.3,GT Sports Technology,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Petr,Brecka,,,CZE,BRE,,,,,,
10,9,Classified,12,25:32.324,+29.539,+0.241,4,2:06.214,154.4,Mtech Competition,Pro,Rookie,,Porsche 992 GT3 Cup,,,,,,,,,,,,Alexander,Hagen Berg,,,NOR,HAG,,,,,,
11,10,Classified,12,25:36.460,+33.675,+4.136,3,2:06.371,154.2,Mtech Competition,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Krister,Andero,,,SWE,AND,,,,,,
12,17,Classified,12,25:37.630,+34.845,+1.170,7,2:06.680,153.8,M3L Team,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Mark J.,Thomas,,,CAN,THO,,,,,,
,1,Retired,1,2:10.721,,,0,,,Splendid Racing,Pro,Rookie,,Porsche 992 GT3 Cup,,,,,,,,,,,,Alexandra,Vateva,,,BUL,VAT,,,,,,
