POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,77,Classified,12,24:55.743,-,-,2,2:03.802,157.4,Seven X Seven,Pro,Rookie,,Porsche 992 GT3 Cup,,,,,,,,,,,,Taichi,Watarai,,,JPN,WAT,,,,,,
2,42,Classified,12,25:13.484,+17.741,+17.741,2,2:04.727,156.2,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Cedric,Chassang,,,FRA,CHA,,,,,,
3,23,Classified,12,25:13.699,+17.956,+0.215,5,2:04.682,156.3,Saudi Racing,Pro,,GCC,Porsche 992 GT3 Cup,,,,,,,,,,,,Khaled,Alahmadi,,,KSA,ALA,,,,,,
4,1,Classified,12,25:14.062,+18.319,+0.363,6,2:04.254,156.8,Splendid Racing,Pro,Rookie,,Porsche 992 GT3 Cup,,,,,,,,,,,,Alexandra,Vateva,,,BUL,VAT,,,,,,
5,13,Classified,12,25:14.677,+18.934,+0.615,5,2:04.981,155.9,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Sam,Shahin,,,AUS,SHA,,,,,,
6,16,Classified,12,25:22.200,+26.457,+7.523,2,2:05.877,154.8,Intercable Racing,Pro,Rookie,,Porsche 992 GT3 Cup,,,,,,,,,,,,Max,Mutschlechner,,,ITA,MUT,,,,,,
7,9,Classified,12,25:23.398,+27.655,+1.198,7,2:05.605,155.1,Mtech Competition,Pro,Rookie,,Porsche 992 GT3 Cup,,,,,,,,,,,,Alexander,Hagen Berg,,,NOR,HAG,,,,,,
8,3,Classified,12,25:23.637,+27.894,+0.239,6,2:05.090,155.8,Saudi Racing,Pro,,GCC,Porsche 992 GT3 Cup,,,,,,,,,,,,Saud,Al Saud,,,KSA,ALS,,,,,,
9,66,Classified,12,25:31.127,+35.384,+7.490,2,2:06.082,154.5,Seven X Seven,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,,Bankcy,,,JPN,BAN,,,,,,
10,10,Classified,12,25:31.630,+35.887,+0.503,2,2:06.306,154.3,Mtech Competition,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Krister,Andero,,,SWE,AND,,,,,,
11,85,Classified,12,25:33.938,+38.195,+2.308,7,2:06.581,153.9,GT Sports Technology,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Petr,Brecka,,,CZE,BRE,,,,,,
12,17,Classified,12,25:39.991,+44.248,+6.053,8,2:07.009,153.4,M3L Team,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Mark J.,Thomas,,,CAN,THO,,,,,,
,14,Not classified,3,6:23.613,,,2,2:05.909,154.7,DHL-Team,Pro,Rookie,,Porsche 992 GT3 Cup,,,,,,,,,,,,Caleb,Sumich,,,AUS,SUM,,,,,,
