POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,77,3,2:03.578,-,-,157.7,11,Seven X Seven,Pro,Rookie,,Porsche 992 GT3 Cup,,,,,,,,,,,,Taichi,Watarai,,,JPN,WAT,,,,,,
2,3,14,2:03.627,+0.049,+0.049,157.6,14,Saudi Racing,Pro,,GCC,Porsche 992 GT3 Cup,,,,,,,,,,,,Saud,Al Saud,,,KSA,ALS,,,,,,
3,16,11,2:04.167,+0.589,+0.540,156.9,12,Intercable Racing,Pro,Rookie,,Porsche 992 GT3 Cup,,,,,,,,,,,,Max,Mutschlechner,,,ITA,MUT,,,,,,
4,14,4,2:04.414,+0.836,+0.247,156.6,12,DHL-Team,Pro,Rookie,,Porsche 992 GT3 Cup,,,,,,,,,,,,Caleb,Sumich,,,AUS,SUM,,,,,,
5,23,13,2:04.553,+0.975,+0.139,156.4,14,Saudi Racing,Pro,,GCC,Porsche 992 GT3 Cup,,,,,,,,,,,,Khaled,Alahmadi,,,KSA,ALA,,,,,,
6,9,12,2:04.593,+1.015,+0.040,156.4,13,Mtech Competition,,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Alexander,Hagen Berg,,,NOR,HAG,,,,,,
7,1,4,2:05.163,+1.585,+0.570,155.7,12,Splendid Racing,Pro,Rookie,,Porsche 992 GT3 Cup,,,,,,,,,,,,Alexandra,Vateva,,,BUL,VAT,,,,,,
8,42,14,2:05.166,+1.588,+0.003,155.7,15,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Cedric,Chassang,,,FRA,CHA,,,,,,
9,10,11,2:05.268,+1.690,+0.102,155.5,14,Mtech Competition,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Krister,Andero,,,SWE,AND,,,,,,
10,66,2,2:05.488,+1.910,+0.220,155.3,13,Seven X Seven,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,,Bankcy,,,JPN,BAN,,,,,,
11,13,11,2:05.600,+2.022,+0.112,155.1,15,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Sam,Shahin,,,AUS,SHA,,,,,,
12,85,14,2:05.633,+2.055,+0.033,155.1,15,GT Sports Technology,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Petr,Brecka,,,CZE,BRE,,,,,,
13,17,3,2:06.802,+3.224,+1.169,153.7,13,M3L Team,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Mark J.,Thomas,,,CAN,THO,,,,,,
