POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,77,2,2:03.247,-,-,158.1,5,Seven X Seven,Pro,Rookie,,Porsche 992 GT3 Cup,,,,,,,,,,,,Taichi,Watarai,,,JPN,WAT,,,,,,
2,1,3,2:03.609,+0.362,+0.362,157.6,5,Splendid Racing,Pro,Rookie,,Porsche 992 GT3 Cup,,,,,,,,,,,,Alexandra,Vateva,,,BUL,VAT,,,,,,
3,66,4,2:03.795,+0.548,+0.186,157.4,5,Seven X Seven,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,,Bankcy,,,JPN,BAN,,,,,,
4,14,5,2:03.807,+0.560,+0.012,157.4,5,DHL-Team,Pro,Rookie,,Porsche 992 GT3 Cup,,,,,,,,,,,,Caleb,Sumich,,,AUS,SUM,,,,,,
5,42,8,2:03.852,+0.605,+0.045,157.3,10,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Cedric,Chassang,,,FRA,CHA,,,,,,
6,16,9,2:03.887,+0.640,+0.035,157.3,11,Intercable Racing,Pro,Rookie,,Porsche 992 GT3 Cup,,,,,,,,,,,,Max,Mutschlechner,,,ITA,MUT,,,,,,
7,23,2,2:04.018,+0.771,+0.131,157.1,7,Saudi Racing,Pro,,GCC,Porsche 992 GT3 Cup,,,,,,,,,,,,Khaled,Alahmadi,,,KSA,ALA,,,,,,
8,13,9,2:04.023,+0.776,+0.005,157.1,11,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Sam,Shahin,,,AUS,SHA,,,,,,
9,3,4,2:04.093,+0.846,+0.070,157.0,7,Saudi Racing,Pro,,GCC,Porsche 992 GT3 Cup,,,,,,,,,,,,Saud,Al Saud,,,KSA,ALS,,,,,,
10,9,4,2:04.406,+1.159,+0.313,156.6,6,Mtech Competition,Pro,Rookie,,Porsche 992 GT3 Cup,,,,,,,,,,,,Alexander,Hagen Berg,,,NOR,HAG,,,,,,
11,10,3,2:04.890,+1.643,+0.484,156.0,5,Mtech Competition,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Krister,Andero,,,SWE,AND,,,,,,
12,85,11,2:05.090,+1.843,+0.200,155.8,11,GT Sports Technology,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Petr,Brecka,,,CZE,BRE,,,,,,
13,17,5,2:05.211,+1.964,+0.121,155.6,6,M3L Team,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Mark J.,Thomas,,,CAN,THO,,,,,,
