POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,18,4,2:22.920,-,-,176.4,13,Ombra Racing,Pro,,,Porsche 911 GT3 Cup (Type 992),,OMBRA SRL,,,,,,,,,,Keagan,Masters,,,ZAF,KMA,,,,,,
2,77,4,2:23.551,+0.631,+0.631,175.6,11,Hans Weijs Motorsport,Pro,,,Porsche 911 GT3 Cup (Type 992),,Paul Meijer,,,,,,,,,,Paul,Meijer,,,NLD,MEI,,,,,,
3,46,12,2:23.663,+0.743,+0.112,175.5,13,Richardson Racing,Pro,,,Porsche 911 GT3 Cup (Type 992),,Richardson Racing,,,,,,,,,,Robert,de Haan,,,NLD,HAA,,,,,,
4,15,3,2:23.727,+0.807,+0.064,175.4,12,August by NGT,Pro,,,Porsche 911 GT3 Cup (Type 992),,August by NGT,,,,,,,,,,Glenn,Van Parijs,,,BEL,GVP,,,,,,
5,92,7,2:23.775,+0.855,+0.048,175.4,12,August by NGT,Pro,,,Porsche 911 GT3 Cup (Type 992),,August by NGT,,,,,,,,,,Benjamin,Paque,,,BEL,PAQ,,,,,,
6,9,6,2:24.021,+1.101,+0.246,175.1,11,Revs Motorsport,Pro,,,Porsche 911 GT3 Cup (Type 992),,Revs Motorsport BV,,,,,,,,,,Rik,Koen,,,NLD,KOE,,,,,,
7,57,4,2:24.072,+1.152,+0.051,175.0,14,Q1 Trackracing,Pro,,,Porsche 911 GT3 Cup (Type 992),,Q1 Trackracing,,,,,,,,,,Dirk,Schouten,,,NLD,DSC,,,,,,
8,26,11,2:24.090,+1.170,+0.018,175.0,12,Team GP Elite,Pro,,,Porsche 911 GT3 Cup (Type 992),,Team GP Elite,,,,,,,,,,Lucas,Groeneveld,,,NLD,GRO,,,,,,
9,16,12,2:24.433,+1.513,+0.343,174.6,14,Huber Racing,Pro,,,Porsche 911 GT3 Cup (Type 992),,Huber Racing,,,,,,,,,,Flynt,Schuring,,,NLD,FSC,,,,,,
10,14,12,2:24.537,+1.617,+0.104,174.4,12,JW Raceservice,Pro,,,Porsche 911 GT3 Cup (Type 992),,JW Raceservice,,,,,,,,,,Lucas,Van Eijndhoven,,,NLD,EIN,,,,,,
11,88,4,2:24.553,+1.633,+0.016,174.4,12,Huber Racing,Pro,,,Porsche 911 GT3 Cup (Type 992),,Huber Racing,,,,,,,,,,Horst Felix,Felbermayr,,,AUT,FEL,,,,,,
12,56,6,2:25.096,+2.176,+0.543,173.8,14,Q1 Trackracing,Pro,,,Porsche 911 GT3 Cup (Type 992),,Q1 Trackracing,,,,,,,,,,Quentin,Antonel,,,FRA,ANT,,,,,,
13,777,6,2:25.584,+2.664,+0.488,173.2,15,RedAnt Racing,Pro,,,Porsche 911 GT3 Cup (Type 992),,Nationale Autoclub Excelsior,,,,,,,,,,Sam,Dejonghe,,,BEL,DEJ,,,,,,
14,3,10,2:25.713,+2.793,+0.129,173.0,12,Revs Motorsport,ProAm,,,Porsche 911 GT3 Cup (Type 992),,Revs Motorsport BV,,,,,,,,,,Ryan,Ratcliffe,,,GBR,RAT,,,,,,
15,21,3,2:25.757,+2.837,+0.044,173.0,13,Team GP Elite,ProAm,,,Porsche 911 GT3 Cup (Type 992),,Team GP Elite,,,,,,,,,,Sacha,Norden,,,NLD,NOR,,,,,,
16,7,5,2:25.775,+2.855,+0.018,173.0,14,Speedlover,ProAm,,,Porsche 911 GT3 Cup (Type 992),,Speed Lover,,,,,,,,,,Didier,Glorieux,,,BEL,GLO,,,,,,
17,93,6,2:25.780,+2.860,+0.005,173.0,11,Baporo  Motorsport,ProAm,,,Porsche 911 GT3 Cup (Type 992),,Baporo Motorsport CA,,,,,,,,,,Jaime,Font,,,ESP,FON,,,,,,
18,11,6,2:25.783,+2.863,+0.003,173.0,7,JW Raceservice,Pro,,,Porsche 911 GT3 Cup (Type 992),,JW Raceservice,,,,,,,,,,Tijn,Jilesen,,,NLD,JIL,,,,,,
19,5,7,2:25.785,+2.865,+0.002,173.0,12,Richardson Racing,Pro,,,Porsche 911 GT3 Cup (Type 992),,Richardson Racing,,,,,,,,,,Micah,Stanley,,,MCO,STA,,,,,,
20,8,12,2:26.502,+3.582,+0.717,172.1,12,Revs Motorsport,ProAm,,,Porsche 911 GT3 Cup (Type 992),,Revs Motorsport BV,,,,,,,,,,Aaron,Mason,,,GBR,AMA,,,,,,
21,12,12,2:26.615,+3.695,+0.113,172.0,14,Team GP Elite,ProAm,,,Porsche 911 GT3 Cup (Type 992),,Team GP Elite,,,,,,,,,,Maik,Rosenberg,,,DEU,ROS,,,,,,
22,912,4,2:26.622,+3.702,+0.007,172.0,12,RedAnt Racing,Am,,,Porsche 911 GT3 Cup (Type 992),,Philippe Wils,,,,,,,,,,Philippe,Wils,,,BEL,PWI,,,,,,
23,75,4,2:27.219,+4.299,+0.597,171.3,12,Revs Motorsport,Pro,,,Porsche 911 GT3 Cup (Type 992),,Revs Motorsport BV,,,,,,,,,,Etienne,Ploenes,,,DEU,PLO,,,,,,
24,10,14,2:27.230,+4.310,+0.011,171.3,14,Ombra Racing,Pro,,,Porsche 911 GT3 Cup (Type 992),,OMBRA SRL,,,,,,,,,,Pietro,Armanni,,,ITA,ARM,,,,,,
25,33,10,2:27.294,+4.374,+0.064,171.2,13,DUWO Racing,ProAm,,,Porsche 911 GT3 Cup (Type 992),,DUWO RACING ASMBL,,,,,,,,,,Sebastien,Lajoux,,,FRA,LAJ,,,,,,
26,911,6,2:27.298,+4.378,+0.004,171.2,14,RedAnt Racing,Am,,,Porsche 911 GT3 Cup (Type 992),,Luc Vanderfeesten,,,,,,,,,,Luc,Vanderfeesten,,,BEL,VDF,,,,,,
27,4,13,2:27.514,+4.594,+0.216,170.9,13,G2 Racing,Am,,,Porsche 911 GT3 Cup (Type 992),,DUWO RACING ASBL,,,,,,,,,,Marc,Waechter,,,CHE,WAE,,,,,,
28,13,6,2:27.670,+4.750,+0.156,170.7,8,Baporo Motorsport,ProAm,,,Porsche 911 GT3 Cup (Type 992),,Baporo Motorsport CA,,,,,,,,,,Joan,Vinyes,,,AND,VIN,,,,,,
29,42,5,2:28.002,+5.082,+0.332,170.4,13,Team GP Elite,Am,,,Porsche 911 GT3 Cup (Type 992),,Team GP Elite,,,,,,,,,,Cedric,Chassang,,,NLD,CHA,,,,,,
30,87,7,2:28.361,+5.441,+0.359,170.0,12,Huber Racing,Pro,,,Porsche 911 GT3 Cup (Type 992),,Huber Racing,,,,,,,,,,Ariel,Levi,,,ISR,LEV,,,,,,
31,36,13,2:29.087,+6.167,+0.726,169.1,13,Hans Weijs Motorsport,Am,,,Porsche 911 GT3 Cup (Type 992),,Ralph Poppelaars,,,,,,,,,,Ralph,Poppelaars,,,NLD,POP,,,,,,
32,17,6,2:29.405,+6.485,+0.318,168.8,13,Speedlover,Am,,,Porsche 911 GT3 Cup (Type 992),,Speed Lover,,,,,,,,,,Bob,Wilwert,,,LUX,BWI,,,,,,
