POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,19,7,2:37.793,-,-,159.8,10,Allied-Racing,,,,Porsche 911 GT3 Cup (Type 992),,,,,,,,,,,,Harry,KING,,,GBR,KIN,,,,,,
2,14,8,2:37.963,+0.170,+0.170,159.6,12,Fach Auto Tech,,,,Porsche 911 GT3 Cup (Type 992),,,,,,,,,,,,Morris,SCHURING,,,NLD,MSC,,,,,,
3,13,8,2:38.022,+0.229,+0.059,159.6,10,Huber Racing,,,,Porsche 911 GT3 Cup (Type 992),,,,,,,,,,,,Alexander,TAUSCHER,,,DEU,TAU,,,,,,
4,25,6,2:38.030,+0.237,+0.008,159.6,12,Team GP Elite,,,,Porsche 911 GT3 Cup (Type 992),,,,,,,,,,,,Larry,TEN VOORDE,,,NLD,LTV,,,,,,
5,24,6,2:38.043,+0.250,+0.013,159.5,12,Team GP Elite,,,,Porsche 911 GT3 Cup (Type 992),,,,,,,,,,,,Loek,HARTOG,,,NLD,LHA,,,,,,
6,12,6,2:38.094,+0.301,+0.051,159.5,9,Scherer Sport PHX,R,,,Porsche 911 GT3 Cup (Type 992),,,,,,,,,,,,Harri,JONES,,,AUS,JON,,,,,,
7,34,9,2:38.133,+0.340,+0.039,159.4,12,CarTech Motorsport Bonk,R,,,Porsche 911 GT3 Cup (Type 992),,,,,,,,,,,,Theo,OEVERHAUS,,,DEU,OEV,,,,,,
8,99,2,2:38.365,+0.572,+0.232,159.2,10,Allied-Racing,,,,Porsche 911 GT3 Cup (Type 992),,,,,,,,,,,,Bastian,BUUS,,,DNK,BUS,,,,,,
9,87,8,2:38.646,+0.853,+0.281,158.9,11,Team Huber Racing,,,,Porsche 911 GT3 Cup (Type 992),,,,,,,,,,,,Ariel,LEVI,,,ISR,LEV,,,,,,
10,6,2,2:38.769,+0.976,+0.123,158.8,10,Allied-Racing,R,,,Porsche 911 GT3 Cup (Type 992),,,,,,,,,,,,Vincent,ANDRONACO,,,DEU,AND,,,,,,
11,8,7,2:38.785,+0.992,+0.016,158.8,11,Fach Auto Tech,,,,Porsche 911 GT3 Cup (Type 992),,,,,,,,,,,,Alexander,FACH,,,CHE,FAC,,,,,,
12,27,9,2:38.789,+0.996,+0.004,158.8,12,GP Elite,R,,,Porsche 911 GT3 Cup (Type 992),,,,,,,,,,,,Ghislain,CORDEEL,,,BEL,GCO,,,,,,
13,77,3,2:38.855,+1.062,+0.066,158.7,9,Huber Racing,,,,Porsche 911 GT3 Cup (Type 992),,,,,,,,,,,,Leon,KÖHLER,,,DEU,LKH,,,,,,
14,40,7,2:38.880,+1.087,+0.025,158.7,9,ID Racing,R,,,Porsche 911 GT3 Cup (Type 992),,,,,,,,,,,,Janne,STIAK,,,DEU,STI,,,,,,
15,28,10,2:39.014,+1.221,+0.134,158.6,12,Team GP Elite,,,,Porsche 911 GT3 Cup (Type 992),,,,,,,,,,,,Huub,VAN EIJNDHOVEN,,,NLD,HVE,,,,,,
16,92,8,2:39.170,+1.377,+0.156,158.4,11,Huber Racing,,,,Porsche 911 GT3 Cup (Type 992),,,,,,,,,,,,Luca,RETTENBACHER,,,AUT,RET,,,,,,
