POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,12,3,2:18.693,-,-,181.8,5,SCHUMACHER CLRT,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Flynt,SCHURING,,,NED,FSC,,,,,,
2,11,3,2:18.896,+0.203,+0.203,181.5,4,SCHUMACHER CLRT,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alessandro,GHIRETTI,,,FRA,GHI,,,,,,
3,46,3,2:19.215,+0.522,+0.319,181.1,5,Proton Huber Competition,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Robert,DE HAAN,,,NED,DHA,,,,,,
4,26,3,2:19.542,+0.849,+0.327,180.7,5,Team GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Huub,VAN EIJNDHOVEN,,,NED,HVE,,,,,,
5,25,3,2:19.621,+0.928,+0.079,180.6,5,Team GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Ariel,LEVI,,,ISR,LEV,,,,,,
6,34,3,2:19.684,+0.991,+0.063,180.5,4,Bonk Motorsport,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Theo,OEVERHAUS,,,GER,OEV,,,,,,
7,24,3,2:19.725,+1.032,+0.041,180.5,5,Team GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Kas,HAVERKORT,,,NED,HAV,,,,,,
8,13,3,2:19.933,+1.240,+0.208,180.2,5,Target,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alexander,TAUSCHER,,,GER,TAU,,,,,,
9,3,4,2:19.982,+1.289,+0.049,180.1,5,Proton Huber Competition,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marvin,KLEIN,,,FRA,KLE,,,,,,
10,8,3,2:19.997,+1.304,+0.015,180.1,5,Laptime-Performance,Rookie,,,Porsche 911 GT3 Cup,,Guest,,,,,,,,,,Dirk,SCHOUTEN,,,NED,SCH,,,,,,
11,21,3,2:20.124,+1.431,+0.127,179.9,5,Proton Huber Competition,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sacha,NORDEN,,,NED,NOR,,,,,,
12,40,4,2:20.256,+1.563,+0.132,179.8,5,Target,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Janne,STIAK,,,GER,STI,,,,,,
13,42,3,2:20.564,+1.871,+0.308,179.4,5,ID Racing,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Kiano,BLUM,,,AUT,BLU,,,,,,
14,27,3,2:20.631,+1.938,+0.067,179.3,5,Target,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Matheus,FERREIRA,,,BRA,FER,,,,,,
15,14,4,2:20.709,+2.016,+0.078,179.2,4,Team75 Bernhard,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Senna,VAN SOELEN,,,NED,SOE,,,,,,
16,32,3,2:20.716,+2.023,+0.007,179.2,4,Target Competition,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sebastian,FREYMUTH,,,GER,FRE,,,,,,
17,98,3,2:20.918,+2.225,+0.202,178.9,5,Target Competition,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jan,SEYFFERT,,,GER,SEY,,,,,,
18,33,3,2:21.089,+2.396,+0.171,178.7,5,Bonk Motorsport,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Michael,SCHREY,,,GER,SRY,,,,,,
19,5,3,2:21.224,+2.531,+0.135,178.5,5,GP Elite,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sören,SPRENG,,1094,GER,SPR,,,,,,
20,55,5,2:21.257,+2.564,+0.033,178.5,5,Team Proton Huber Competition,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Colin,BÖNIGHAUSEN,,,GER,BOE,,,,,,
21,91,3,2:21.275,+2.582,+0.018,178.5,5,a-workx by PORSCHE PADERBORN,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Gian Luca,TÜCCAROGLU,,,GER,TUE,,,,,,
22,4,4,2:21.610,+2.917,+0.335,178.1,5,GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jonas,GREIF,,,GER,GRE,,,,,,
23,84,3,2:21.777,+3.084,+0.167,177.8,4,a-workx by PORSCHE PADERBORN,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Ahmad,ALSHEHAB,,,KUW,ALS,,,,,,
24,95,5,2:22.006,+3.313,+0.229,177.6,5,Team Proton Huber Competition,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Joseph,WARHURST,,,GBR,WAR,,,,,,
25,44,4,2:22.580,+3.887,+0.574,176.8,5,ID Racing,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Emely,DE HEUS,,,NED,EDH,,,,,,
26,31,5,2:22.717,+4.024,+0.137,176.7,5,GP Elite,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Samer,SHAHIN,,,AUS,SHA,,,,,,
27,54,4,2:23.172,+4.479,+0.455,176.1,5,Team75 Bernhard,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Michael,ESSMANN,,,GER,ESS,,,,,,
28,69,5,2:24.860,+6.167,+1.688,174.1,5,a-workx by PORSCHE PADERBORN,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Ahmed,ALKHOORI,,,UAE,ALM,,,,,,
29,65,3,2:26.595,+7.902,+1.735,172.0,5,Proton Huber Competition,ProAm,,,Porsche 911 GT3 Cup,,Guest,,,,,,,,,,Kai,PFISTER,,,GER,PFI,,,,,,
,96,2,2:46.928,,,151.0,5,HADECA RACING,,,,Porsche 911 GT3 Cup,,Guest,,,,,,,,,,Mikel,AZCONA,,,ESP,AZC,,,,,,
,15,0,,,,,1,Team75 Bernhard,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Daniel,GREGOR,,,GER,GRG,,,,,,
