POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,11,18,2:20.023,-,-,180.1,20,SCHUMACHER CLRT,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alessandro,GHIRETTI,,,FRA,GHI,,,,,,
2,12,19,2:20.072,+0.049,+0.049,180.0,20,SCHUMACHER CLRT,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Flynt,SCHURING,,,NED,FSC,,,,,,
3,46,18,2:20.368,+0.345,+0.296,179.6,19,Proton Huber Competition,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Robert,DE HAAN,,,NED,DHA,,,,,,
4,3,19,2:20.368,+0.345,+0.000,179.6,19,Proton Huber Competition,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marvin,KLEIN,,,FRA,KLE,,,,,,
5,25,16,2:20.398,+0.375,+0.030,179.6,18,Team GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Ariel,LEVI,,,ISR,LEV,,,,,,
6,26,16,2:20.414,+0.391,+0.016,179.6,18,Team GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Huub,VAN EIJNDHOVEN,,,NED,HVE,,,,,,
7,34,17,2:20.457,+0.434,+0.043,179.5,18,Bonk Motorsport,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Theo,OEVERHAUS,,,GER,OEV,,,,,,
8,40,14,2:20.537,+0.514,+0.080,179.4,16,Target,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Janne,STIAK,,,GER,STI,,,,,,
9,14,14,2:20.729,+0.706,+0.192,179.2,16,Team75 Bernhard,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Senna,VAN SOELEN,,,NED,SOE,,,,,,
10,96,19,2:20.911,+0.888,+0.182,178.9,19,HADECA RACING,,,,Porsche 911 GT3 Cup,,Guest,,,,,,,,,,Mikel,AZCONA,,,ESP,AZC,,,,,,
11,15,15,2:21.123,+1.100,+0.212,178.7,17,Team75 Bernhard,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Daniel,GREGOR,,,GER,GRG,,,,,,
