POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,11,3,2:19.305,-,-,181.0,4,SCHUMACHER CLRT,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Alessandro,GHIRETTI,,,FRA,GHI,,,,,,
2,12,3,2:19.401,+0.096,+0.096,180.9,4,SCHUMACHER CLRT,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Flynt,SCHURING,,,NED,FSC,,,,,,
3,34,3,2:20.001,+0.696,+0.600,180.1,4,Bonk Motorsport,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Theo,OEVERHAUS,,,GER,OEV,,,,,,
4,21,4,2:20.036,+0.731,+0.035,180.1,5,Proton Huber Competition,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sacha,NORDEN,,,NED,NOR,,,,,,
5,25,4,2:20.468,+1.163,+0.432,179.5,5,Team GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Ariel,LEVI,,,ISR,LEV,,,,,,
6,3,3,2:20.707,+1.402,+0.239,179.2,5,Proton Huber Competition,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Marvin,KLEIN,,,FRA,KLE,,,,,,
7,14,3,2:20.754,+1.449,+0.047,179.1,4,Team75 Bernhard,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Senna,VAN SOELEN,,,NED,SOE,,,,,,
8,26,4,2:20.805,+1.500,+0.051,179.1,5,Team GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Huub,VAN EIJNDHOVEN,,,NED,HVE,,,,,,
9,24,4,2:20.935,+1.630,+0.130,178.9,5,Team GP Elite,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Kas,HAVERKORT,,,NED,HAV,,,,,,
10,96,4,2:21.042,+1.737,+0.107,178.8,5,HADECA RACING,,,,Porsche 911 GT3 Cup,,Guest,,,,,,,,,,Mikel,AZCONA,,,ESP,AZC,,,,,,
11,8,4,2:21.168,+1.863,+0.126,178.6,5,Laptime-Performance,Rookie,,,Porsche 911 GT3 Cup,,Guest,,,,,,,,,,Dirk,SCHOUTEN,,,NED,SCH,,,,,,
12,32,3,2:21.446,+2.141,+0.278,178.3,4,Target Competition,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Sebastian,FREYMUTH,,,GER,FRE,,,,,,
13,42,3,2:21.456,+2.151,+0.010,178.2,4,ID Racing,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Kiano,BLUM,,,AUT,BLU,,,,,,
14,55,4,2:21.654,+2.349,+0.198,178.0,5,Team Proton Huber Competition,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Colin,BÖNIGHAUSEN,,,GER,BOE,,,,,,
15,33,3,2:21.865,+2.560,+0.211,177.7,4,Bonk Motorsport,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Michael,SCHREY,,,GER,SRY,,,,,,
16,40,4,2:21.885,+2.580,+0.020,177.7,5,Target,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Janne,STIAK,,,GER,STI,,,,,,
17,91,3,2:21.931,+2.626,+0.046,177.7,5,a-workx by PORSCHE PADERBORN,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Gian Luca,TÜCCAROGLU,,,GER,TUE,,,,,,
18,98,4,2:22.014,+2.709,+0.083,177.5,5,Target Competition,,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Jan,SEYFFERT,,,GER,SEY,,,,,,
19,27,4,2:22.325,+3.020,+0.311,177.2,5,Target,Rookie,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Matheus,FERREIRA,,,BRA,FER,,,,,,
20,84,4,2:22.788,+3.483,+0.463,176.6,5,a-workx by PORSCHE PADERBORN,ProAm,,,Porsche 911 GT3 Cup,,,,,,,,,,,,Ahmad,ALSHEHAB,,,KUW,ALS,,,,,,
