POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,55,14,2:03.386,-,-,157.9,15,Cartech Motorsport,Pro,R,,Porsche 992 GT3 Cup,,,,,,,,,,,,Colin,Boenighausen,,,DEU,,,,,,,
2,23,15,2:04.203,+0.817,+0.817,156.9,15,Saudi Racing,ProAm,,GCC,Porsche 992 GT3 Cup,,,,,,,,,,,,Khaled,Alahmadi,,,SAU,,,,,,,
3,52,13,2:04.349,+0.963,+0.146,156.7,15,Proton Huber Competition,Pro,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Angus,Whiteside,,,GBR,,,,,,,
4,40,9,2:04.378,+0.992,+0.029,156.6,15,DHL Team,Pro,R,,Porsche 992 GT3 Cup,,,,,,,,,,,,Janne,Stiak,,,DEU,,,,,,,
5,44,14,2:04.436,+1.050,+0.058,156.6,14,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Thomas,Kiefer,,,DEU,,,,,,,
6,3,14,2:04.550,+1.164,+0.114,156.4,14,Saudi Racing,ProAm,R,GCC,Porsche 992 GT3 Cup,,,,,,,,,,,,Saud,Al Saud,,,SAU,,,,,,,
7,50,8,2:04.572,+1.186,+0.022,156.4,10,Porsche Junior GB,Pro,R,,Porsche 992 GT3 Cup,,,,,,,,,,,,James,Wallis,,,GBR,,,,,,,
8,5,15,2:04.699,+1.313,+0.127,156.2,15,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Soeren,Spreng,,,DEU,,,,,,,
9,85,14,2:05.030,+1.644,+0.331,155.8,15,GT Sports Technology,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Petr,Brecka,,,CZE,,,,,,,
10,56,15,2:05.251,+1.865,+0.221,155.6,15,AV Racing,ProAm,R,,Porsche 992 GT3 Cup,,,,,,,,,,,,Alexandra,Vateva,,,BGR,,,,,,,
11,17,14,2:05.785,+2.399,+0.534,154.9,16,M3L Team,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Mark J.,Thomas,,,CAN,,,,,,,
12,66,14,2:05.978,+2.592,+0.193,154.7,14,Seven X Seven,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,,Bankcy,,,JPN,,,,,,,
13,10,14,2:07.097,+3.711,+1.119,153.3,15,Proton Huber Competition,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Krister,Andero,,,SWE,,,,,,,
14,7,14,2:07.362,+3.976,+0.265,153.0,14,Rabdan Motorsport,ProAm,,GCC,Porsche 992 GT3 Cup,,,,,,,,,,,,Saif,Al Ameri,,,ARE,,,,,,,
15,27,8,2:07.722,+4.336,+0.360,152.5,9,MVII RACING LLC,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Mike,Mim,,,BGR,,,,,,,
