POS,NUMBER,LAP,TIME,GAP_FIRST,GAP_PREVIOUS,KPH, LAPS,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,40,3,2:03.556,-,-,157.7,4,DHL Team,Pro,R,,Porsche 992 GT3 Cup,,,,,,,,,,,,Janne,Stiak,,,DEU,,,,,,,
2,55,3,2:03.603,+0.047,+0.047,157.6,4,Cartech Motorsport,Pro,R,,Porsche 992 GT3 Cup,,,,,,,,,,,,Colin,Boenighausen,,,DEU,,,,,,,
3,3,11,2:04.262,+0.706,+0.659,156.8,11,Saudi Racing,ProAm,R,GCC,Porsche 992 GT3 Cup,,,,,,,,,,,,Saud,Al Saud,,,SAU,SAS,,,,,,
4,50,3,2:04.373,+0.817,+0.111,156.7,6,Porsche Junior GB,Pro,R,,Porsche 992 GT3 Cup,,,,,,,,,,,,James,Wallis,,,GBR,,,,,,,
5,23,10,2:04.443,+0.887,+0.070,156.6,11,Saudi Racing,ProAm,,GCC,Porsche 992 GT3 Cup,,,,,,,,,,,,Khaled,Alahmadi,,,SAU,,,,,,,
6,52,10,2:04.471,+0.915,+0.028,156.5,11,Proton Huber Competition,Pro,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Angus,Whiteside,,,GBR,,,,,,,
7,44,10,2:04.574,+1.018,+0.103,156.4,10,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Thomas,Kiefer,,,DEU,,,,,,,
8,5,9,2:05.045,+1.489,+0.471,155.8,10,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Soeren,Spreng,,,DEU,,,,,,,
9,85,4,2:05.395,+1.839,+0.350,155.4,10,GT Sports Technology,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Petr,Brecka,,,CZE,,,,,,,
10,66,7,2:05.457,+1.901,+0.062,155.3,8,Seven X Seven,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,,Bankcy,,,JPN,,,,,,,
11,56,4,2:05.520,+1.964,+0.063,155.2,6,AV Racing,ProAm,R,,Porsche 992 GT3 Cup,,,,,,,,,,,,Alexandra,Vateva,,,BGR,,,,,,,
12,17,3,2:05.528,+1.972,+0.008,155.2,5,M3L Team,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Mark J.,Thomas,,,CAN,,,,,,,
13,10,11,2:06.201,+2.645,+0.673,154.4,12,Proton Huber Competition,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Krister,Andero,,,SWE,,,,,,,
14,27,3,2:06.681,+3.125,+0.480,153.8,6,MVII RACING LLC,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Mike,Mim,,,BGR,,,,,,,
15,7,4,2:07.933,+4.377,+1.252,152.3,6,Rabdan Motorsport,ProAm,,GCC,Porsche 992 GT3 Cup,,,,,,,,,,,,Saif,Al Ameri,,,ARE,SAA,,,,,,
