POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,55,Classified,12,25:07.189,-,-,2,2:04.190,156.9,Cartech Motorsport,Pro,R,,Porsche 992 GT3 Cup,,,,,,,,,,,,Colin,Boenighausen,,,DEU,,,,,,,
2,40,Classified,12,25:09.647,+2.458,+2.458,2,2:04.103,157.0,DHL Team,Pro,R,,Porsche 992 GT3 Cup,,,,,,,,,,,,Janne,Stiak,,,DEU,,,,,,,
3,50,Classified,12,25:17.080,+9.891,+7.433,3,2:05.337,155.4,Porsche Junior GB,Pro,R,,Porsche 992 GT3 Cup,,,,,,,,,,,,James,Wallis,,,GBR,,,,,,,
4,52,Classified,12,25:22.100,+14.911,+5.020,3,2:05.663,155.0,Proton Huber Competition,Pro,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Angus,Whiteside,,,GBR,,,,,,,
5,27,Classified,12,25:31.259,+24.070,+9.159,5,2:06.321,154.2,MVII RACING LLC,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Mike,Mim,,,BGR,,,,,,,
6,3,Classified,12,25:31.773,+24.584,+0.514,4,2:06.627,153.9,Saudi Racing,ProAm,R,GCC,Porsche 992 GT3 Cup,,,,,,,,,,,,Saud,Al Saud,,,SAU,SAS,,,,,,
7,23,Classified,12,25:34.220,+27.031,+2.447,5,2:06.725,153.7,Saudi Racing,ProAm,,GCC,Porsche 992 GT3 Cup,,,,,,,,,,,,Khaled,Alahmadi,,,SAU,,,,,,,
8,56,Classified,12,25:36.346,+29.157,+2.126,5,2:06.800,153.7,AV Racing,ProAm,R,,Porsche 992 GT3 Cup,,,,,,,,,,,,Alexandra,Vateva,,,BGR,,,,,,,
9,85,Classified,12,25:48.681,+41.492,+12.335,5,2:07.539,152.8,GT Sports Technology,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Petr,Brecka,,,CZE,,,,,,,
10,17,Classified,12,25:53.998,+46.809,+5.317,5,2:08.042,152.2,M3L Team,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Mark J.,Thomas,,,CAN,,,,,,,
11,10,Classified,12,25:55.350,+48.161,+1.352,5,2:06.957,153.5,Proton Huber Competition,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Krister,Andero,,,SWE,,,,,,,
12,7,Classified,12,26:03.631,+56.442,+8.281,4,2:08.293,151.9,Rabdan Motorsport,ProAm,,GCC,Porsche 992 GT3 Cup,,,,,,,,,,,,Saif,Al Ameri,,,ARE,SAA,,,,,,
,5,Not classified,1,2:11.329,,,0,,,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Soeren,Spreng,,,DEU,,,,,,,
,44,Not classified,1,2:12.649,,,0,,,Team GP Elite,ProAm,,,Porsche 992 GT3 Cup,,,,,,,,,,,,Thomas,Kiefer,,,DEU,,,,,,,
,66,Not classified,0,,,,0,,,Seven X Seven,Masters,,,Porsche 992 GT3 Cup,,,,,,,,,,,,,Bankcy,,,JPN,,,,,,,
