POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,66,Classified,11,22:41.553,-,-,8,1:50.004,160.7,AMGV,,,,,,,,,,,,,,,,Jonathan,DESSENS,,,FRA,,,,,,,
2,24,Classified,11,22:42.833,+1.280,+1.280,7,1:50.561,159.8,HMC RACING,,,,,,,,,,,,,,,,Xavier,FOUINEAU,,,FRA,,,,,,,
3,27,Classified,11,22:43.292,+1.739,+0.459,9,1:50.793,159.5,HMC RACING,,,,,,,,,,,,,,,,Bouhet,JESSE,,,FRA,,,,,,,
4,22,Classified,11,22:45.780,+4.227,+2.488,8,1:52.730,156.8,HMC RACING,G,,,,,,,,,,,,,,,Christian,CAMBOULIVE,,,FRA,,,,,,,
5,64,Classified,11,22:47.534,+5.981,+1.754,8,1:52.721,156.8,AMGV,,,,,,,,,,,,,,,,Etienne,CHAMPETIER,,,FRA,,,,,,,
6,262,Classified,11,22:47.854,+6.301,+0.320,7,1:52.485,157.1,HMC RACING,G,,,,,,,,,,,,,,,Remy,BROUARD,,,FRA,,,,,,,
7,18,Classified,11,22:48.122,+6.569,+0.268,7,1:51.981,157.8,SCIABBARRASI COMPETITION,G,,,,,,,,,,,,,,,Marcel,SCIABBARRASI,,,ITA,,,,,,,
8,222,Classified,11,22:48.713,+7.160,+0.591,8,1:51.864,158.0,BELT RACING,J,,,,,,,,,,,,,,,Gregory,DE SYBOURG,,,CHE,,,,,,,
9,26,Classified,11,22:50.231,+8.678,+1.518,8,1:53.541,155.6,HMC RACING,G,,,,,,,,,,,,,,,Frank,LEFEEVRE,,,FRA,,,,,,,
10,955,Classified,11,22:50.765,+9.212,+0.534,8,1:52.096,157.7,WILLI MOTORSPORT,,,,,,,,,,,,,,,,Catalin Cedric,GHIGEA,,,ROU,,,,,,,
11,49,Classified,11,22:50.961,+9.408,+0.196,6,1:51.312,158.8,BELT RACING,,,,,,,,,,,,,,,,Naar,DEKEL,,,ISR,,,,,,,
12,279,Classified,11,22:51.077,+9.524,+0.116,8,1:52.940,156.5,HMC RACING,,,,,,,,,,,,,,,,Eric,SOARES,,,FRA,,,,,,,
13,7,Classified,11,22:51.229,+9.676,+0.152,8,1:52.642,156.9,AMGV,,,,,,,,,,,,,,,,David,LITZISTORF,,,CHE,,,,,,,
14,29,Classified,11,22:53.015,+11.462,+1.786,8,1:53.929,155.1,HMC RACING,,,,,,,,,,,,,,,,Axel,DOLHEM,,,FRA,,,,,,,
15,28,Classified,11,22:55.192,+13.639,+2.177,7,1:54.736,154.0,HMC RACING,G,,,,,,,,,,,,,,,Claude,ROLLAND,,,FRA,,,,,,,
16,23,Classified,11,23:00.147,+18.594,+4.955,8,1:54.884,153.8,HMC RACING,G,,,,,,,,,,,,,,,Olivier,GAUCLERE,,,FRA,,,,,,,
17,8,Classified,11,23:01.152,+19.599,+1.005,8,1:53.533,155.7,SCIABBARRASI COMPETITION,,,,,,,,,,,,,,,,Serge,MESROBIAN,,,FRA,,,,,,,
18,9,Classified,11,23:02.411,+20.858,+1.259,6,1:53.866,155.2,BELT RACING,G,,,,,,,,,,,,,,,Edouard,HERY,,,FRA,,,,,,,
19,249,Classified,11,23:03.305,+21.752,+0.894,8,1:55.001,153.7,KAIROS RACING,,,,,,,,,,,,,,,,David,BRAUNSTEIN,,,FRA,,,,,,,
20,83,Classified,11,23:05.881,+24.328,+2.576,11,1:57.329,150.6,AMGV,,,,,,,,,,,,,,,,Dominique,ARNOUX,,,FRA,,,,,,,
21,21,Classified,8,15:37.111,3 Laps,3 Laps,7,1:54.255,154.7,HMC RACING,,,,,,,,,,,,,,,,Bruno,FRETIN,,,FRA,,,,,,,
22,35,Classified,3,6:13.007,8 Laps,5 Laps,2,1:54.395,154.5,YO,G,,,,,,,,,,,,,,,Yves,ORHANT,,,FRA,,,,,,,
