POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,Sort Key,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,
1,66,Classified,10,18:29.266,-,-,4,1:49.996,160.7,AMGV,,,,,,,,,,,,,,,,Jonathan,DESSENS,,,FRA,,,,,,,
2,24,Classified,10,18:42.804,+13.538,+13.538,8,1:50.764,159.6,HMC RACING,,,,,,,,,,,,,,,,Xavier,FOUINEAU,,,FRA,,,,,,,
3,222,Classified,10,18:50.150,+20.884,+7.346,10,1:51.979,157.8,BELT RACING,J,,,,,,,,,,,,,,,Gregory,DE SYBOURG,,,CHE,,,,,,,
4,9,Classified,10,19:00.406,+31.140,+10.256,9,1:52.669,156.9,BELT RACING,G,,,,,,,,,,,,,,,Edouard,HERY,,,FRA,,,,,,,
5,27,Classified,10,19:00.414,+31.148,+0.008,9,1:50.733,159.6,HMC RACING,,,,,,,,,,,,,,,,Bouhet,JESSE,,,FRA,,,,,,,
6,18,Classified,10,19:06.047,+36.781,+5.633,10,1:50.970,159.3,SCIABBARRASI COMPETITION,G,,,,,,,,,,,,,,,Marcel,SCIABBARRASI,,,ITA,,,,,,,
7,249,Classified,10,19:06.856,+37.590,+0.809,2,1:52.257,157.4,KAIROS RACING,,,,,,,,,,,,,,,,David,BRAUNSTEIN,,,FRA,,,,,,,
8,279,Classified,10,19:06.867,+37.601,+0.011,9,1:52.525,157.1,HMC RACING,,,,,,,,,,,,,,,,Eric,SOARES,,,FRA,,,,,,,
9,22,Classified,10,19:09.674,+40.408,+2.807,10,1:52.977,156.4,HMC RACING,G,,,,,,,,,,,,,,,Christian,CAMBOULIVE,,,FRA,,,,,,,
10,26,Classified,10,19:10.079,+40.813,+0.405,8,1:52.743,156.7,HMC RACING,G,,,,,,,,,,,,,,,Frank,LEFEEVRE,,,FRA,,,,,,,
11,7,Classified,10,19:16.340,+47.074,+6.261,6,1:53.499,155.7,AMGV,,,,,,,,,,,,,,,,David,LITZISTORF,,,CHE,,,,,,,
12,29,Classified,10,19:21.927,+52.661,+5.587,10,1:53.982,155.0,HMC RACING,,,,,,,,,,,,,,,,Axel,DOLHEM,,,FRA,,,,,,,
13,21,Classified,10,19:25.977,+56.711,+4.050,3,1:52.652,156.9,HMC RACING,,,,,,,,,,,,,,,,Bruno,FRETIN,,,FRA,,,,,,,
14,28,Classified,10,19:39.402,+1:10.136,+13.425,9,1:55.355,153.2,HMC RACING,G,,,,,,,,,,,,,,,Claude,ROLLAND,,,FRA,,,,,,,
15,262,Classified,10,19:40.055,+1:10.789,+0.653,7,1:54.615,154.2,HMC RACING,G,,,,,,,,,,,,,,,Remy,BROUARD,,,FRA,,,,,,,
16,83,Classified,10,19:49.537,+1:20.271,+9.482,9,1:55.903,152.5,AMGV,,,,,,,,,,,,,,,,Dominique,ARNOUX,,,FRA,,,,,,,
17,294,Classified,10,20:04.190,+1:34.924,+14.653,6,1:57.209,150.8,PEGASUS RACING,,,,,,,,,,,,,,,,Alain,MEYER,,,FRA,,,,,,,
18,955,Classified,10,20:06.136,+1:36.870,+1.946,8,1:57.936,149.8,WILLI MOTORSPORT,,,,,,,,,,,,,,,,Catalin Cedric,GHIGEA,,,ROU,,,,,,,
19,35,Classified,10,20:19.758,+1:50.492,+13.622,4,1:54.400,154.5,YO,G,,,,,,,,,,,,,,,Yves,ORHANT,,,FRA,,,,,,,
20,8,Classified,9,17:30.466,1 Lap,1 Lap,9,1:52.613,156.9,SCIABBARRASI COMPETITION,,,,,,,,,,,,,,,,Serge,MESROBIAN,,,FRA,,,,,,,
21,23,Classified,5,10:38.248,5 Laps,4 Laps,5,1:59.161,148.3,HMC RACING,G,,,,,,,,,,,,,,,Olivier,GAUCLERE,,,FRA,,,,,,,
22,64,Classified,1,1:59.648,9 Laps,4 Laps,0,,,AMGV,,,,,,,,,,,,,,,,Etienne,CHAMPETIER,,,FRA,,,,,,,
23,49,Classified,0,,10 Laps,1 Lap,0,,,BELT RACING,,,,,,,,,,,,,,,,Naar,DEKEL,,,ISR,,,,,,,
